ocr_id,document_id,survey_extracted,owner_extracted_confidence,survey_confidence,language_detected,verification_required
OCR-000431,DOC-000431,2710,0.784,0.832,English,No
OCR-000432,DOC-000432,8492,0.796,0.918,Tamil,No
OCR-000433,DOC-000433,3204,0.928,0.948,Tamil,No
OCR-000434,DOC-000434,5366,0.99,0.99,Tamil-English,No
OCR-000435,DOC-000435,1244,0.798,0.899,Tamil-English,No
OCR-000436,DOC-000436,7684,0.844,0.953,Tamil,No
OCR-000437,DOC-000437,7700,0.793,0.849,Tamil,Yes
OCR-000438,DOC-000438,3532,0.816,0.793,Tamil,Yes
OCR-000439,DOC-000439,3044,0.744,0.918,Tamil,No
OCR-000440,DOC-000440,7789,0.901,0.789,Tamil,No
OCR-000441,DOC-000441,7922,0.99,0.799,Tamil-English,No
OCR-000442,DOC-000442,3383,0.99,0.775,Tamil,No
OCR-000443,DOC-000443,7874,0.946,0.947,Tamil,No
OCR-000444,DOC-000444,6653,0.99,0.731,English,No
OCR-000445,DOC-000445,5093,0.957,0.82,Tamil,No
OCR-000446,DOC-000446,2316,0.838,0.9,Tamil,No
OCR-000447,DOC-000447,958,0.871,0.915,English,No
OCR-000448,DOC-000448,7983,0.898,0.733,Tamil,No
OCR-000449,DOC-000449,8894,0.978,0.99,Tamil,Yes
OCR-000450,DOC-000450,3835,0.861,0.99,Tamil,No
OCR-000451,DOC-000451,5117,0.99,0.937,English,No
OCR-000452,DOC-000452,5224,0.942,0.99,Tamil,No
OCR-000453,DOC-000453,4608,0.745,0.99,English,No
OCR-000454,DOC-000454,5494,0.867,0.908,Tamil,No
OCR-000455,DOC-000455,4564,0.873,0.909,Tamil,No
OCR-000456,DOC-000456,5534,0.932,0.942,Tamil,No
OCR-000457,DOC-000457,4155,0.894,0.896,Tamil,No
OCR-000458,DOC-000458,5431,0.904,0.914,Tamil,No
OCR-000459,DOC-000459,3907,0.81,0.99,Tamil,No
OCR-000460,DOC-000460,1252,0.904,0.936,Tamil,No
OCR-000461,DOC-000461,6354,0.83,0.787,Tamil,Yes
OCR-000462,DOC-000462,7163,0.867,0.985,Tamil-English,No
OCR-000463,DOC-000463,6860,0.988,0.773,Tamil,Yes
OCR-000464,DOC-000464,8379,0.872,0.872,Tamil,No
OCR-000465,DOC-000465,2583,0.844,0.795,Tamil,No
OCR-000466,DOC-000466,5121,0.99,0.936,Tamil-English,No
OCR-000467,DOC-000467,427,0.838,0.791,Tamil-English,No
OCR-000468,DOC-000468,8332,0.933,0.99,Tamil-English,No
OCR-000469,DOC-000469,3865,0.866,0.809,Tamil,No
OCR-000470,DOC-000470,2503,0.837,0.812,Tamil,No
OCR-000471,DOC-000471,9285,0.91,0.907,Tamil-English,No
OCR-000472,DOC-000472,1887,0.754,0.885,Tamil,Yes
OCR-000473,DOC-000473,6858,0.929,0.91,Tamil-English,No
OCR-000474,DOC-000474,6611,0.88,0.99,Tamil,No
OCR-000475,DOC-000475,2563,0.773,0.928,Tamil-English,Yes
OCR-000476,DOC-000476,1134,0.918,0.99,Tamil-English,No
OCR-000477,DOC-000477,4825,0.833,0.798,Tamil,No
OCR-000478,DOC-000478,1038,0.862,0.897,Tamil,No
OCR-000479,DOC-000479,5747,0.806,0.96,Tamil,No
OCR-000480,DOC-000480,8922,0.987,0.976,Tamil-English,No
OCR-000481,DOC-000481,4919,0.92,0.907,Tamil,No
OCR-000482,DOC-000482,3083,0.918,0.99,Tamil-English,Yes
OCR-000483,DOC-000483,4253,0.972,0.975,Tamil,No
OCR-000484,DOC-000484,3445,0.973,0.887,English,No
OCR-000485,DOC-000485,7892,0.99,0.758,Tamil,No
OCR-000486,DOC-000486,4937,0.99,0.806,English,No
OCR-000487,DOC-000487,8137,0.928,0.98,Tamil-English,No
OCR-000488,DOC-000488,4682,0.889,0.924,Tamil,No
OCR-000489,DOC-000489,71,0.965,0.891,Tamil,No
OCR-000490,DOC-000490,1696,0.814,0.942,Tamil,No
OCR-000491,DOC-000491,7630,0.99,0.913,Tamil,No
OCR-000492,DOC-000492,3101,0.99,0.99,Tamil,Yes
OCR-000493,DOC-000493,2093,0.827,0.99,Tamil-English,No
OCR-000494,DOC-000494,818,0.871,0.783,Tamil-English,No
OCR-000495,DOC-000495,3631,0.99,0.794,Tamil,Yes
OCR-000496,DOC-000496,1777,0.99,0.826,Tamil-English,No
OCR-000497,DOC-000497,4504,0.963,0.813,Tamil,Yes
OCR-000498,DOC-000498,2305,0.838,0.99,Tamil,No
OCR-000499,DOC-000499,6242,0.733,0.8,Tamil,No
OCR-000500,DOC-000500,4630,0.963,0.772,English,No
OCR-000501,DOC-000501,5124,0.795,0.919,Tamil,No
OCR-000502,DOC-000502,4862,0.946,0.738,Tamil,No
OCR-000503,DOC-000503,7409,0.888,0.797,English,No
OCR-000504,DOC-000504,5391,0.851,0.864,Tamil,No
OCR-000505,DOC-000505,7476,0.907,0.934,Tamil,Yes
OCR-000506,DOC-000506,9167,0.99,0.962,Tamil,No
OCR-000507,DOC-000507,4526,0.851,0.99,Tamil-English,No
OCR-000508,DOC-000508,3437,0.887,0.772,Tamil-English,No
OCR-000509,DOC-000509,2356,0.983,0.958,Tamil,No
OCR-000510,DOC-000510,1839,0.872,0.99,Tamil,No
OCR-000511,DOC-000511,780,0.83,0.737,Tamil,Yes
OCR-000512,DOC-000512,9472,0.909,0.782,Tamil,No
OCR-000513,DOC-000513,5154,0.99,0.89,Tamil,No
OCR-000514,DOC-000514,3349,0.84,0.99,English,No
OCR-000515,DOC-000515,4362,0.99,0.99,Tamil,No
OCR-000516,DOC-000516,4895,0.99,0.91,English,No
OCR-000517,DOC-000517,7229,0.863,0.841,Tamil,No
OCR-000518,DOC-000518,7614,0.856,0.857,Tamil,No
OCR-000519,DOC-000519,1872,0.846,0.845,Tamil,No
OCR-000520,DOC-000520,682,0.878,0.756,Tamil-English,No
OCR-000521,DOC-000521,5276,0.908,0.84,Tamil,No
OCR-000522,DOC-000522,7312,0.852,0.983,English,No
OCR-000523,DOC-000523,6279,0.969,0.99,Tamil,No
OCR-000524,DOC-000524,1431,0.822,0.823,English,No
OCR-000525,DOC-000525,7493,0.884,0.905,Tamil,No
OCR-000526,DOC-000526,7594,0.91,0.938,Tamil-English,No
OCR-000527,DOC-000527,8179,0.795,0.802,Tamil-English,No
OCR-000528,DOC-000528,439,0.83,0.725,Tamil,Yes
OCR-000529,DOC-000529,7485,0.876,0.906,Tamil,No
OCR-000530,DOC-000530,680,0.858,0.99,Tamil,No
OCR-000531,DOC-000531,7682,0.781,0.945,Tamil,No
OCR-000532,DOC-000532,5600,0.703,0.868,Tamil,No
OCR-000533,DOC-000533,5443,0.99,0.888,Tamil,Yes
OCR-000534,DOC-000534,8187,0.849,0.964,Tamil-English,No
OCR-000535,DOC-000535,2047,0.902,0.99,Tamil,No
OCR-000536,DOC-000536,8609,0.92,0.99,Tamil,No
OCR-000537,DOC-000537,7658,0.85,0.99,Tamil-English,No
OCR-000538,DOC-000538,5037,0.889,0.926,Tamil-English,Yes
OCR-000539,DOC-000539,5089,0.99,0.99,Tamil,No
OCR-000540,DOC-000540,7001,0.797,0.773,Tamil-English,No
OCR-000541,DOC-000541,8673,0.909,0.842,Tamil,No
OCR-000542,DOC-000542,6038,0.845,0.847,Tamil,No
OCR-000543,DOC-000543,4494,0.916,0.99,Tamil-English,No
OCR-000544,DOC-000544,2769,0.972,0.86,Tamil,No
OCR-000545,DOC-000545,2199,0.849,0.867,Tamil,No
OCR-000546,DOC-000546,9322,0.878,0.884,Tamil,No
OCR-000547,DOC-000547,6343,0.99,0.953,Tamil,No
OCR-000548,DOC-000548,9065,0.976,0.824,Tamil-English,No
OCR-000549,DOC-000549,5848,0.75,0.884,Tamil,No
OCR-000550,DOC-000550,5372,0.82,0.803,Tamil,No
OCR-000551,DOC-000551,4606,0.898,0.944,Tamil,No
OCR-000552,DOC-000552,1088,0.845,0.941,Tamil,No
OCR-000553,DOC-000553,267,0.926,0.79,Tamil,No
OCR-000554,DOC-000554,5133,0.862,0.924,Tamil-English,Yes
OCR-000555,DOC-000555,4647,0.99,0.99,Tamil,No
OCR-000556,DOC-000556,1936,0.907,0.94,Tamil-English,Yes
OCR-000557,DOC-000557,6077,0.83,0.895,Tamil,No
OCR-000558,DOC-000558,6365,0.819,0.919,Tamil,No
OCR-000559,DOC-000559,4610,0.881,0.672,Tamil,No
OCR-000560,DOC-000560,7,0.903,0.831,Tamil,No
OCR-000561,DOC-000561,5652,0.797,0.99,Tamil,Yes
OCR-000562,DOC-000562,2950,0.941,0.972,Tamil,No
OCR-000563,DOC-000563,8994,0.977,0.99,Tamil,Yes
OCR-000564,DOC-000564,1900,0.909,0.851,Tamil-English,No
OCR-000565,DOC-000565,8528,0.87,0.905,Tamil,Yes
OCR-000566,DOC-000566,1268,0.851,0.923,Tamil,No
OCR-000567,DOC-000567,1540,0.928,0.825,Tamil,No
OCR-000568,DOC-000568,2526,0.898,0.93,Tamil,No
OCR-000569,DOC-000569,3695,0.947,0.831,Tamil-English,No
OCR-000570,DOC-000570,3701,0.844,0.795,Tamil,Yes
OCR-000571,DOC-000571,1406,0.953,0.951,Tamil,No
OCR-000572,DOC-000572,6248,0.787,0.979,Tamil-English,No
OCR-000573,DOC-000573,5215,0.981,0.924,Tamil-English,No
OCR-000574,DOC-000574,288,0.952,0.922,Tamil,No
OCR-000575,DOC-000575,3875,0.955,0.99,Tamil,No
OCR-000576,DOC-000576,1233,0.82,0.903,Tamil,Yes
OCR-000577,DOC-000577,8219,0.713,0.99,Tamil,Yes
OCR-000578,DOC-000578,3455,0.947,0.873,Tamil-English,No
OCR-000579,DOC-000579,4784,0.99,0.901,Tamil-English,No
OCR-000580,DOC-000580,5029,0.826,0.887,Tamil,No
OCR-000581,DOC-000581,5117,0.959,0.857,Tamil,No
OCR-000582,DOC-000582,5828,0.88,0.97,Tamil,Yes
OCR-000583,DOC-000583,1278,0.99,0.893,Tamil-English,Yes
OCR-000584,DOC-000584,1087,0.937,0.92,Tamil,Yes
OCR-000585,DOC-000585,5242,0.96,0.99,Tamil,No
OCR-000586,DOC-000586,8973,0.757,0.882,Tamil-English,No
OCR-000587,DOC-000587,495,0.685,0.869,Tamil,No
OCR-000588,DOC-000588,2893,0.936,0.967,English,No
OCR-000589,DOC-000589,4702,0.9,0.825,Tamil-English,No
OCR-000590,DOC-000590,1775,0.845,0.96,English,No
OCR-000591,DOC-000591,6843,0.885,0.847,Tamil,No
OCR-000592,DOC-000592,904,0.901,0.913,English,No
OCR-000593,DOC-000593,5362,0.945,0.877,Tamil,No
OCR-000594,DOC-000594,2272,0.957,0.884,Tamil,No
OCR-000595,DOC-000595,4492,0.877,0.945,Tamil,No
OCR-000596,DOC-000596,7344,0.96,0.893,Tamil-English,Yes
OCR-000597,DOC-000597,457,0.831,0.871,Tamil,Yes
OCR-000598,DOC-000598,3091,0.905,0.75,Tamil,No
OCR-000599,DOC-000599,7319,0.99,0.913,Tamil,No
OCR-000600,DOC-000600,8838,0.912,0.967,Tamil,No
OCR-000601,DOC-000601,4374,0.928,0.915,Tamil,No
OCR-000602,DOC-000602,5152,0.974,0.924,Tamil-English,Yes
OCR-000603,DOC-000603,5464,0.891,0.902,Tamil,Yes
OCR-000604,DOC-000604,228,0.861,0.975,Tamil-English,No
OCR-000605,DOC-000605,8122,0.965,0.922,Tamil,No
OCR-000606,DOC-000606,6459,0.99,0.86,Tamil,No
OCR-000607,DOC-000607,1400,0.793,0.99,Tamil-English,No
OCR-000608,DOC-000608,5398,0.926,0.867,Tamil,Yes
OCR-000609,DOC-000609,4290,0.969,0.945,Tamil,No
OCR-000610,DOC-000610,8843,0.92,0.839,Tamil,No
OCR-000611,DOC-000611,48,0.917,0.897,Tamil,No
OCR-000612,DOC-000612,1862,0.944,0.797,Tamil-English,Yes
OCR-000613,DOC-000613,3051,0.848,0.936,Tamil,No
OCR-000614,DOC-000614,5048,0.914,0.862,Tamil-English,No
OCR-000615,DOC-000615,2528,0.782,0.733,English,No
OCR-000616,DOC-000616,1882,0.893,0.909,Tamil-English,No
OCR-000617,DOC-000617,8292,0.921,0.883,Tamil,Yes
OCR-000618,DOC-000618,4957,0.883,0.892,Tamil,No
OCR-000619,DOC-000619,3729,0.832,0.929,Tamil-English,No
OCR-000620,DOC-000620,1169,0.863,0.913,Tamil,No
OCR-000621,DOC-000621,2196,0.964,0.844,Tamil,No
OCR-000622,DOC-000622,7257,0.935,0.893,Tamil,No
OCR-000623,DOC-000623,3078,0.957,0.949,Tamil,No
OCR-000624,DOC-000624,8333,0.986,0.866,English,No
OCR-000625,DOC-000625,8185,0.878,0.973,Tamil,No
OCR-000626,DOC-000626,7670,0.927,0.873,Tamil,No
OCR-000627,DOC-000627,3712,0.825,0.909,Tamil,No
OCR-000628,DOC-000628,220,0.797,0.894,English,No
OCR-000629,DOC-000629,3351,0.758,0.989,Tamil,No
OCR-000630,DOC-000630,7183,0.894,0.99,Tamil,Yes
OCR-000631,DOC-000631,2422,0.755,0.916,Tamil,No
OCR-000632,DOC-000632,9139,0.872,0.953,Tamil,No
OCR-000633,DOC-000633,9405,0.869,0.952,Tamil,Yes
OCR-000634,DOC-000634,5657,0.831,0.954,Tamil,No
OCR-000635,DOC-000635,3881,0.859,0.834,Tamil,No
OCR-000636,DOC-000636,3145,0.951,0.971,Tamil,No
OCR-000637,DOC-000637,2828,0.841,0.931,Tamil,Yes
OCR-000638,DOC-000638,2895,0.755,0.99,Tamil,No
OCR-000639,DOC-000639,6138,0.99,0.858,Tamil,Yes
OCR-000640,DOC-000640,4958,0.801,0.99,English,No
OCR-000641,DOC-000641,7022,0.898,0.949,Tamil,No
OCR-000642,DOC-000642,8941,0.99,0.777,Tamil-English,No
OCR-000643,DOC-000643,4802,0.947,0.888,Tamil,No
OCR-000644,DOC-000644,3486,0.804,0.99,Tamil,No
OCR-000645,DOC-000645,1525,0.99,0.867,Tamil,No
OCR-000646,DOC-000646,7771,0.863,0.912,Tamil-English,No
OCR-000647,DOC-000647,8466,0.915,0.779,Tamil,No
OCR-000648,DOC-000648,1140,0.876,0.683,Tamil,No
OCR-000649,DOC-000649,8021,0.878,0.897,English,No
OCR-000650,DOC-000650,1675,0.913,0.835,Tamil,No
OCR-000651,DOC-000651,2321,0.894,0.99,Tamil,No
OCR-000652,DOC-000652,1651,0.933,0.96,Tamil,No
OCR-000653,DOC-000653,7880,0.82,0.862,Tamil,No
OCR-000654,DOC-000654,4517,0.884,0.978,Tamil,Yes
OCR-000655,DOC-000655,1607,0.831,0.936,Tamil,No
OCR-000656,DOC-000656,639,0.894,0.871,Tamil,No
OCR-000657,DOC-000657,9214,0.897,0.848,Tamil,No
OCR-000658,DOC-000658,7478,0.885,0.928,Tamil,No
OCR-000659,DOC-000659,7456,0.94,0.952,Tamil,Yes
OCR-000660,DOC-000660,9034,0.772,0.778,Tamil,No
OCR-000661,DOC-000661,8839,0.939,0.975,English,No
OCR-000662,DOC-000662,3242,0.94,0.864,Tamil-English,No
OCR-000663,DOC-000663,9415,0.913,0.99,Tamil,No
OCR-000664,DOC-000664,8942,0.825,0.949,Tamil,No
OCR-000665,DOC-000665,6376,0.743,0.874,Tamil,No
OCR-000666,DOC-000666,883,0.99,0.99,Tamil,No
OCR-000667,DOC-000667,487,0.99,0.876,Tamil,No
OCR-000668,DOC-000668,9154,0.885,0.99,Tamil,No
OCR-000669,DOC-000669,7830,0.99,0.893,Tamil,No
OCR-000670,DOC-000670,3961,0.828,0.928,Tamil,No
OCR-000671,DOC-000671,2465,0.93,0.903,Tamil-English,Yes
OCR-000672,DOC-000672,3460,0.87,0.939,Tamil,No
OCR-000673,DOC-000673,4201,0.773,0.934,Tamil,No
OCR-000674,DOC-000674,7940,0.839,0.962,Tamil-English,No
OCR-000675,DOC-000675,1282,0.748,0.929,Tamil-English,No
OCR-000676,DOC-000676,9260,0.792,0.911,Tamil,No
OCR-000677,DOC-000677,151,0.896,0.906,English,No
OCR-000678,DOC-000678,1076,0.844,0.99,English,No
OCR-000679,DOC-000679,8745,0.848,0.882,Tamil,Yes
OCR-000680,DOC-000680,5423,0.879,0.877,Tamil,No
OCR-000681,DOC-000681,1526,0.86,0.971,Tamil,No
OCR-000682,DOC-000682,7821,0.959,0.99,Tamil,Yes
OCR-000683,DOC-000683,3046,0.99,0.782,Tamil,No
OCR-000684,DOC-000684,6664,0.99,0.97,Tamil,Yes
OCR-000685,DOC-000685,1953,0.961,0.878,Tamil,Yes
OCR-000686,DOC-000686,3256,0.926,0.917,Tamil-English,No
OCR-000687,DOC-000687,2865,0.938,0.934,Tamil-English,No
OCR-000688,DOC-000688,8915,0.99,0.864,Tamil,No
OCR-000689,DOC-000689,323,0.99,0.948,Tamil,No
OCR-000690,DOC-000690,6170,0.99,0.74,Tamil,No
OCR-000691,DOC-000691,8668,0.838,0.99,Tamil,No
OCR-000692,DOC-000692,2079,0.869,0.931,Tamil-English,No
OCR-000693,DOC-000693,6694,0.921,0.834,Tamil,No
OCR-000694,DOC-000694,9018,0.921,0.971,Tamil,No
OCR-000695,DOC-000695,8320,0.796,0.922,Tamil-English,No
OCR-000696,DOC-000696,4093,0.94,0.85,Tamil,No
OCR-000697,DOC-000697,163,0.876,0.842,Tamil,Yes
OCR-000698,DOC-000698,2394,0.684,0.923,Tamil,No
OCR-000699,DOC-000699,1037,0.895,0.881,Tamil,No
OCR-000700,DOC-000700,2973,0.885,0.822,Tamil,No
OCR-000701,DOC-000701,8735,0.974,0.936,Tamil,No
OCR-000702,DOC-000702,9287,0.963,0.963,Tamil-English,No
OCR-000703,DOC-000703,8250,0.88,0.894,Tamil,No
OCR-000704,DOC-000704,8378,0.842,0.796,Tamil,No
OCR-000705,DOC-000705,893,0.882,0.951,Tamil-English,No
OCR-000706,DOC-000706,1417,0.944,0.99,Tamil,No
OCR-000707,DOC-000707,4792,0.878,0.931,Tamil,No
OCR-000708,DOC-000708,3316,0.89,0.977,Tamil,No
OCR-000709,DOC-000709,1132,0.745,0.91,Tamil,No
OCR-000710,DOC-000710,8525,0.935,0.972,Tamil,No
OCR-000711,DOC-000711,561,0.865,0.826,Tamil,No
OCR-000712,DOC-000712,4964,0.868,0.912,English,No
OCR-000713,DOC-000713,1562,0.99,0.895,English,No
OCR-000714,DOC-000714,4199,0.99,0.99,Tamil,No
OCR-000715,DOC-000715,2307,0.818,0.896,Tamil,No
OCR-000716,DOC-000716,5815,0.726,0.99,Tamil-English,No
OCR-000717,DOC-000717,3417,0.98,0.921,Tamil,No
OCR-000718,DOC-000718,4516,0.838,0.847,Tamil,No
OCR-000719,DOC-000719,7200,0.877,0.969,Tamil,No
OCR-000720,DOC-000720,6501,0.701,0.948,Tamil,No
OCR-000721,DOC-000721,4114,0.99,0.872,Tamil-English,No
OCR-000722,DOC-000722,8177,0.905,0.787,Tamil-English,No
OCR-000723,DOC-000723,1885,0.736,0.856,Tamil,No
OCR-000724,DOC-000724,8723,0.987,0.99,Tamil,No
OCR-000725,DOC-000725,6263,0.821,0.713,Tamil,No
OCR-000726,DOC-000726,5103,0.962,0.848,Tamil,No
OCR-000727,DOC-000727,2263,0.839,0.771,Tamil-English,No
OCR-000728,DOC-000728,7989,0.93,0.779,Tamil,No
OCR-000729,DOC-000729,5263,0.835,0.739,Tamil,No
OCR-000730,DOC-000730,7181,0.87,0.927,Tamil-English,No
OCR-000731,DOC-000731,4291,0.774,0.868,Tamil,No
OCR-000732,DOC-000732,3354,0.942,0.962,Tamil,Yes
OCR-000733,DOC-000733,3495,0.826,0.864,Tamil,No
OCR-000734,DOC-000734,8338,0.792,0.85,Tamil,No
OCR-000735,DOC-000735,5474,0.971,0.919,Tamil,No
OCR-000736,DOC-000736,4231,0.99,0.846,Tamil-English,No
OCR-000737,DOC-000737,2801,0.901,0.82,Tamil,No
OCR-000738,DOC-000738,5845,0.808,0.863,Tamil-English,No
OCR-000739,DOC-000739,3898,0.835,0.879,Tamil-English,No
OCR-000740,DOC-000740,6437,0.97,0.904,Tamil,Yes
OCR-000741,DOC-000741,6859,0.877,0.905,Tamil,No
OCR-000742,DOC-000742,6435,0.875,0.776,Tamil,No
OCR-000743,DOC-000743,4187,0.99,0.885,Tamil,Yes
OCR-000744,DOC-000744,452,0.824,0.918,Tamil,No
OCR-000745,DOC-000745,8279,0.89,0.99,Tamil,No
OCR-000746,DOC-000746,5844,0.804,0.911,Tamil,No
OCR-000747,DOC-000747,8627,0.901,0.876,Tamil,No
OCR-000748,DOC-000748,3050,0.927,0.935,Tamil,Yes
OCR-000749,DOC-000749,868,0.767,0.88,English,No
OCR-000750,DOC-000750,4719,0.983,0.943,Tamil,No
OCR-000751,DOC-000751,3876,0.9,0.847,Tamil,Yes
OCR-000752,DOC-000752,8442,0.815,0.951,Tamil-English,No
OCR-000753,DOC-000753,1738,0.99,0.99,Tamil,No
OCR-000754,DOC-000754,4339,0.99,0.99,Tamil-English,Yes
OCR-000755,DOC-000755,8806,0.743,0.826,Tamil,No
OCR-000756,DOC-000756,3804,0.783,0.974,Tamil-English,Yes
OCR-000757,DOC-000757,1736,0.924,0.943,Tamil,No
OCR-000758,DOC-000758,7980,0.99,0.953,Tamil-English,No
OCR-000759,DOC-000759,5519,0.884,0.967,Tamil,No
OCR-000760,DOC-000760,5840,0.749,0.99,Tamil,No
OCR-000761,DOC-000761,1786,0.912,0.814,Tamil,No
OCR-000762,DOC-000762,5650,0.965,0.99,Tamil,No
OCR-000763,DOC-000763,4906,0.843,0.803,Tamil,No
OCR-000764,DOC-000764,299,0.844,0.82,Tamil,No
OCR-000765,DOC-000765,609,0.778,0.957,Tamil,No
OCR-000766,DOC-000766,5194,0.902,0.797,Tamil,No
OCR-000767,DOC-000767,2513,0.823,0.931,Tamil,Yes
OCR-000768,DOC-000768,7533,0.833,0.99,Tamil,Yes
OCR-000769,DOC-000769,1448,0.894,0.939,Tamil,No
OCR-000770,DOC-000770,3422,0.94,0.897,Tamil,No
OCR-000771,DOC-000771,8681,0.7,0.796,Tamil,No
OCR-000772,DOC-000772,4829,0.837,0.99,Tamil,No
OCR-000773,DOC-000773,2011,0.889,0.877,English,No
OCR-000774,DOC-000774,8185,0.87,0.855,Tamil,No
OCR-000775,DOC-000775,6234,0.773,0.846,Tamil,No
OCR-000776,DOC-000776,1609,0.901,0.682,Tamil,No
OCR-000777,DOC-000777,7558,0.833,0.941,Tamil,No
OCR-000778,DOC-000778,4477,0.989,0.874,Tamil-English,No
OCR-000779,DOC-000779,4724,0.93,0.707,Tamil,No
OCR-000780,DOC-000780,264,0.99,0.978,English,No
OCR-000781,DOC-000781,8891,0.957,0.973,Tamil,No
OCR-000782,DOC-000782,2136,0.946,0.823,Tamil,No
OCR-000783,DOC-000783,497,0.846,0.864,Tamil,No
OCR-000784,DOC-000784,5972,0.833,0.853,Tamil-English,No
OCR-000785,DOC-000785,4984,0.937,0.969,Tamil,Yes
OCR-000786,DOC-000786,2217,0.888,0.907,Tamil-English,No
OCR-000787,DOC-000787,7533,0.903,0.784,English,Yes
OCR-000788,DOC-000788,5526,0.89,0.879,English,No
OCR-000789,DOC-000789,6946,0.896,0.9,Tamil,No
OCR-000790,DOC-000790,2307,0.99,0.886,Tamil,No
OCR-000791,DOC-000791,3709,0.99,0.887,English,No
OCR-000792,DOC-000792,4359,0.849,0.728,Tamil,No
OCR-000793,DOC-000793,5078,0.897,0.887,English,No
OCR-000794,DOC-000794,6545,0.924,0.917,Tamil-English,No
OCR-000795,DOC-000795,6388,0.742,0.877,English,No
OCR-000796,DOC-000796,8098,0.917,0.895,Tamil-English,No
OCR-000797,DOC-000797,7340,0.894,0.911,Tamil,No
OCR-000798,DOC-000798,9079,0.988,0.857,Tamil-English,No
OCR-000799,DOC-000799,6406,0.869,0.981,Tamil,Yes
OCR-000800,DOC-000800,9439,0.879,0.762,Tamil,No
OCR-000801,DOC-000801,6421,0.91,0.845,Tamil,No
OCR-000802,DOC-000802,3621,0.804,0.926,Tamil,No
OCR-000803,DOC-000803,1726,0.878,0.917,English,No
OCR-000804,DOC-000804,58,0.94,0.882,Tamil,No
OCR-000805,DOC-000805,3000,0.99,0.878,Tamil,No
OCR-000806,DOC-000806,2893,0.778,0.882,Tamil,No
OCR-000807,DOC-000807,5648,0.858,0.926,Tamil,Yes
OCR-000808,DOC-000808,2103,0.889,0.762,Tamil,Yes
OCR-000809,DOC-000809,2364,0.822,0.709,Tamil,No
OCR-000810,DOC-000810,8576,0.832,0.99,Tamil-English,No
OCR-000811,DOC-000811,5943,0.926,0.913,Tamil,No
OCR-000812,DOC-000812,6936,0.925,0.99,Tamil,No
OCR-000813,DOC-000813,6215,0.839,0.855,Tamil,Yes
OCR-000814,DOC-000814,909,0.97,0.99,Tamil,No
OCR-000815,DOC-000815,578,0.99,0.949,Tamil,No
OCR-000816,DOC-000816,7490,0.94,0.843,Tamil,No
OCR-000817,DOC-000817,7246,0.804,0.99,Tamil,No
OCR-000818,DOC-000818,227,0.773,0.764,Tamil,Yes
OCR-000819,DOC-000819,2920,0.892,0.898,Tamil,No
OCR-000820,DOC-000820,6912,0.696,0.99,Tamil,No
OCR-000821,DOC-000821,8679,0.902,0.99,Tamil,No
OCR-000822,DOC-000822,3394,0.781,0.99,Tamil,No
OCR-000823,DOC-000823,8808,0.808,0.782,English,Yes
OCR-000824,DOC-000824,9137,0.99,0.813,English,No
OCR-000825,DOC-000825,3487,0.99,0.932,Tamil,No
OCR-000826,DOC-000826,4253,0.869,0.865,Tamil,No
OCR-000827,DOC-000827,7772,0.854,0.871,Tamil,No
OCR-000828,DOC-000828,7870,0.875,0.841,Tamil,No
OCR-000829,DOC-000829,6438,0.923,0.874,Tamil-English,No
OCR-000830,DOC-000830,9093,0.99,0.966,Tamil-English,No
OCR-000831,DOC-000831,6333,0.724,0.925,Tamil,Yes
OCR-000832,DOC-000832,6384,0.879,0.925,Tamil-English,No
OCR-000833,DOC-000833,7739,0.85,0.99,Tamil,No
OCR-000834,DOC-000834,7745,0.904,0.92,English,Yes
OCR-000835,DOC-000835,2485,0.99,0.765,Tamil,No
OCR-000836,DOC-000836,2414,0.736,0.955,Tamil,Yes
OCR-000837,DOC-000837,6027,0.866,0.921,Tamil,No
OCR-000838,DOC-000838,5974,0.861,0.828,Tamil,No
OCR-000839,DOC-000839,6974,0.82,0.99,Tamil,No
OCR-000840,DOC-000840,9144,0.742,0.978,English,No
OCR-000841,DOC-000841,940,0.889,0.981,Tamil-English,No
OCR-000842,DOC-000842,9054,0.888,0.955,Tamil,Yes
OCR-000843,DOC-000843,209,0.817,0.99,Tamil,No
OCR-000844,DOC-000844,2223,0.822,0.884,Tamil,No
OCR-000845,DOC-000845,6038,0.9,0.833,Tamil,No
OCR-000846,DOC-000846,9278,0.937,0.987,Tamil,Yes
OCR-000847,DOC-000847,4661,0.887,0.882,English,No
OCR-000848,DOC-000848,399,0.892,0.806,English,No
OCR-000849,DOC-000849,8831,0.952,0.99,English,No
OCR-000850,DOC-000850,3867,0.817,0.841,English,No
OCR-000851,DOC-000851,620,0.864,0.99,Tamil,Yes
OCR-000852,DOC-000852,3008,0.828,0.891,Tamil,No
OCR-000853,DOC-000853,349,0.948,0.909,Tamil,No
OCR-000854,DOC-000854,1305,0.829,0.985,Tamil,No
OCR-000855,DOC-000855,9438,0.863,0.956,English,No
OCR-000856,DOC-000856,1626,0.962,0.99,Tamil-English,No
OCR-000857,DOC-000857,3580,0.826,0.99,Tamil,No
OCR-000858,DOC-000858,3039,0.963,0.872,Tamil-English,No
OCR-000859,DOC-000859,6752,0.807,0.945,Tamil,No
OCR-000860,DOC-000860,4092,0.91,0.99,Tamil-English,Yes
OCR-000861,DOC-000861,7669,0.87,0.902,English,No
