risk_id,parcel_id,waterbody_distance_m,flood_risk,environmental_clearance
ENV-000543,PAR-000543,29.6,Low,Not Required
ENV-000544,PAR-000544,108.3,Low,Pending
ENV-000545,PAR-000545,271.2,High,Approved
ENV-000546,PAR-000546,283.4,Low,Approved
ENV-000547,PAR-000547,36.3,Medium,Pending
ENV-000548,PAR-000548,74.2,Medium,Approved
ENV-000549,PAR-000549,327.9,Low,Not Required
ENV-000550,PAR-000550,149.1,Low,Not Required
ENV-000551,PAR-000551,112.0,Low,Approved
ENV-000552,PAR-000552,108.0,Low,Not Required
ENV-000553,PAR-000553,85.5,High,Approved
ENV-000554,PAR-000554,107.8,Low,Not Required
ENV-000555,PAR-000555,1169.0,Medium,Not Required
ENV-000556,PAR-000556,237.2,Low,Not Required
ENV-000557,PAR-000557,458.3,Low,Pending
ENV-000558,PAR-000558,24.5,High,Pending
ENV-000559,PAR-000559,105.7,Low,Not Required
ENV-000560,PAR-000560,62.2,High,Not Required
ENV-000561,PAR-000561,60.2,Medium,Not Required
ENV-000562,PAR-000562,189.9,Low,Not Required
ENV-000563,PAR-000563,273.7,Medium,Not Required
ENV-000564,PAR-000564,146.5,Medium,Pending
ENV-000565,PAR-000565,62.8,High,Not Required
ENV-000566,PAR-000566,670.7,Low,Not Required
ENV-000567,PAR-000567,268.4,High,Not Required
ENV-000568,PAR-000568,792.4,Low,Not Required
ENV-000569,PAR-000569,60.3,Low,Approved
ENV-000570,PAR-000570,58.8,Low,Pending
ENV-000571,PAR-000571,95.1,Low,Pending
ENV-000572,PAR-000572,90.7,Low,Pending
ENV-000573,PAR-000573,56.9,Low,Not Required
ENV-000574,PAR-000574,279.1,Low,Approved
ENV-000575,PAR-000575,81.9,Low,Pending
ENV-000576,PAR-000576,38.0,Low,Pending
ENV-000577,PAR-000577,118.1,Low,Not Required
ENV-000578,PAR-000578,166.7,High,Not Required
ENV-000579,PAR-000579,122.9,Low,Pending
ENV-000580,PAR-000580,237.1,Medium,Approved
ENV-000581,PAR-000581,1333.7,Low,Pending
ENV-000582,PAR-000582,188.3,Low,Approved
ENV-000583,PAR-000583,93.3,Low,Not Required
ENV-000584,PAR-000584,188.8,High,Not Required
ENV-000585,PAR-000585,435.6,Low,Not Required
ENV-000586,PAR-000586,28.6,Low,Approved
ENV-000587,PAR-000587,117.8,Low,Not Required
ENV-000588,PAR-000588,407.1,Low,Approved
ENV-000589,PAR-000589,543.9,Low,Approved
ENV-000590,PAR-000590,50.6,Low,Not Required
ENV-000591,PAR-000591,46.8,Low,Not Required
ENV-000592,PAR-000592,436.7,Low,Approved
ENV-000593,PAR-000593,220.7,Medium,Not Required
ENV-000594,PAR-000594,275.8,Low,Pending
ENV-000595,PAR-000595,235.6,Low,Pending
ENV-000596,PAR-000596,208.8,Low,Approved
ENV-000597,PAR-000597,403.7,Medium,Pending
ENV-000598,PAR-000598,249.3,Low,Not Required
ENV-000599,PAR-000599,583.0,Low,Approved
ENV-000600,PAR-000600,52.4,Medium,Pending
ENV-000601,PAR-000601,252.5,Low,Pending
ENV-000602,PAR-000602,401.0,High,Approved
ENV-000603,PAR-000603,30.9,Medium,Not Required
ENV-000604,PAR-000604,412.3,Low,Not Required
ENV-000605,PAR-000605,241.2,Low,Approved
ENV-000606,PAR-000606,79.9,Low,Approved
ENV-000607,PAR-000607,528.9,Low,Pending
ENV-000608,PAR-000608,161.6,High,Approved
ENV-000609,PAR-000609,340.8,Medium,Not Required
ENV-000610,PAR-000610,63.5,Low,Approved
ENV-000611,PAR-000611,125.8,High,Not Required
ENV-000612,PAR-000612,282.4,Low,Not Required
ENV-000613,PAR-000613,22.3,Medium,Not Required
ENV-000614,PAR-000614,170.3,Low,Not Required
ENV-000615,PAR-000615,775.8,Low,Pending
ENV-000616,PAR-000616,54.3,Low,Approved
ENV-000617,PAR-000617,293.5,Low,Not Required
ENV-000618,PAR-000618,62.8,Low,Approved
ENV-000619,PAR-000619,58.3,Low,Pending
ENV-000620,PAR-000620,61.1,Low,Approved
ENV-000621,PAR-000621,274.8,High,Approved
ENV-000622,PAR-000622,31.9,Low,Not Required
ENV-000623,PAR-000623,770.4,Low,Approved
ENV-000624,PAR-000624,712.6,Low,Not Required
ENV-000625,PAR-000625,138.6,Low,Approved
ENV-000626,PAR-000626,1179.5,Low,Not Required
ENV-000627,PAR-000627,36.8,Medium,Not Required
ENV-000628,PAR-000628,108.1,Low,Not Required
ENV-000629,PAR-000629,56.4,Medium,Not Required
ENV-000630,PAR-000630,74.3,Low,Not Required
ENV-000631,PAR-000631,354.4,Low,Approved
ENV-000632,PAR-000632,190.0,Low,Approved
ENV-000633,PAR-000633,296.1,Medium,Approved
ENV-000634,PAR-000634,316.2,Medium,Pending
ENV-000635,PAR-000635,31.1,Low,Not Required
ENV-000636,PAR-000636,113.3,Medium,Approved
ENV-000637,PAR-000637,742.2,Low,Approved
ENV-000638,PAR-000638,245.6,Low,Not Required
ENV-000639,PAR-000639,20.3,Low,Not Required
ENV-000640,PAR-000640,92.0,Low,Pending
ENV-000641,PAR-000641,368.1,Low,Not Required
ENV-000642,PAR-000642,70.7,Low,Not Required
ENV-000643,PAR-000643,108.2,Medium,Not Required
ENV-000644,PAR-000644,325.5,Low,Pending
ENV-000645,PAR-000645,281.6,Low,Approved
ENV-000646,PAR-000646,119.6,Low,Approved
ENV-000647,PAR-000647,522.8,Low,Approved
ENV-000648,PAR-000648,100.1,Medium,Not Required
ENV-000649,PAR-000649,1034.2,Low,Approved
ENV-000650,PAR-000650,42.9,Medium,Not Required
ENV-000651,PAR-000651,32.1,Low,Pending
ENV-000652,PAR-000652,25.8,Medium,Approved
ENV-000653,PAR-000653,33.2,Medium,Approved
ENV-000654,PAR-000654,1128.6,Low,Pending
ENV-000655,PAR-000655,175.0,High,Not Required
ENV-000656,PAR-000656,50.5,Low,Not Required
ENV-000657,PAR-000657,35.2,Low,Approved
ENV-000658,PAR-000658,78.5,Low,Not Required
ENV-000659,PAR-000659,180.5,Medium,Approved
ENV-000660,PAR-000660,307.8,Low,Pending
ENV-000661,PAR-000661,43.1,Low,Not Required
ENV-000662,PAR-000662,1179.3,High,Approved
ENV-000663,PAR-000663,117.1,Low,Pending
ENV-000664,PAR-000664,21.1,Medium,Pending
ENV-000665,PAR-000665,508.9,Low,Not Required
ENV-000666,PAR-000666,399.4,Low,Approved
ENV-000667,PAR-000667,159.8,Low,Not Required
ENV-000668,PAR-000668,87.0,Low,Approved
ENV-000669,PAR-000669,170.0,Low,Approved
ENV-000670,PAR-000670,69.6,Low,Not Required
ENV-000671,PAR-000671,208.4,Medium,Approved
ENV-000672,PAR-000672,177.3,Low,Not Required
ENV-000673,PAR-000673,85.1,Low,Not Required
ENV-000674,PAR-000674,15.3,High,Pending
ENV-000675,PAR-000675,337.3,Medium,Not Required
ENV-000676,PAR-000676,595.6,Low,Not Required
ENV-000677,PAR-000677,168.1,Low,Not Required
ENV-000678,PAR-000678,527.5,Medium,Not Required
ENV-000679,PAR-000679,14.4,High,Not Required
ENV-000680,PAR-000680,502.2,Medium,Not Required
ENV-000681,PAR-000681,103.8,High,Not Required
ENV-000682,PAR-000682,100.4,Low,Not Required
ENV-000683,PAR-000683,57.1,Medium,Pending
ENV-000684,PAR-000684,266.8,Low,Not Required
ENV-000685,PAR-000685,276.8,Low,Not Required
ENV-000686,PAR-000686,197.8,Low,Not Required
ENV-000687,PAR-000687,101.2,Low,Approved
ENV-000688,PAR-000688,37.7,Low,Not Required
ENV-000689,PAR-000689,127.0,Low,Approved
ENV-000690,PAR-000690,197.7,High,Approved
ENV-000691,PAR-000691,605.7,High,Not Required
ENV-000692,PAR-000692,107.5,Low,Approved
ENV-000693,PAR-000693,99.0,Low,Not Required
ENV-000694,PAR-000694,24.8,Low,Approved
ENV-000695,PAR-000695,129.2,Low,Approved
ENV-000696,PAR-000696,105.5,Low,Approved
ENV-000697,PAR-000697,97.0,Low,Approved
ENV-000698,PAR-000698,125.6,Medium,Not Required
ENV-000699,PAR-000699,95.1,Low,Pending
ENV-000700,PAR-000700,54.0,Low,Not Required
ENV-000701,PAR-000701,116.7,Low,Approved
ENV-000702,PAR-000702,350.1,Low,Not Required
ENV-000703,PAR-000703,95.7,Low,Not Required
ENV-000704,PAR-000704,150.7,Low,Approved
ENV-000705,PAR-000705,351.9,Low,Approved
ENV-000706,PAR-000706,90.2,Medium,Not Required
ENV-000707,PAR-000707,166.9,Low,Approved
ENV-000708,PAR-000708,350.3,Low,Approved
ENV-000709,PAR-000709,167.6,Low,Approved
ENV-000710,PAR-000710,11.1,Low,Approved
ENV-000711,PAR-000711,52.4,Medium,Approved
ENV-000712,PAR-000712,167.7,Low,Pending
ENV-000713,PAR-000713,74.1,Low,Not Required
ENV-000714,PAR-000714,257.3,Medium,Not Required
ENV-000715,PAR-000715,237.4,Low,Approved
ENV-000716,PAR-000716,283.4,Low,Not Required
ENV-000717,PAR-000717,67.0,Low,Approved
ENV-000718,PAR-000718,323.6,Medium,Approved
ENV-000719,PAR-000719,152.8,Medium,Not Required
ENV-000720,PAR-000720,152.2,Low,Not Required
ENV-000721,PAR-000721,162.3,High,Approved
ENV-000722,PAR-000722,129.5,Medium,Approved
ENV-000723,PAR-000723,133.7,Medium,Not Required
ENV-000724,PAR-000724,736.3,Medium,Pending
ENV-000725,PAR-000725,149.7,High,Approved
ENV-000726,PAR-000726,115.8,Low,Pending
ENV-000727,PAR-000727,141.8,Low,Approved
ENV-000728,PAR-000728,63.8,Medium,Approved
ENV-000729,PAR-000729,180.9,Medium,Not Required
ENV-000730,PAR-000730,50.3,High,Approved
ENV-000731,PAR-000731,174.9,Low,Not Required
ENV-000732,PAR-000732,108.4,Low,Not Required
ENV-000733,PAR-000733,407.9,Medium,Pending
ENV-000734,PAR-000734,49.4,Low,Approved
ENV-000735,PAR-000735,44.7,Low,Approved
ENV-000736,PAR-000736,68.6,Medium,Pending
ENV-000737,PAR-000737,446.8,Medium,Not Required
ENV-000738,PAR-000738,25.7,Medium,Pending
ENV-000739,PAR-000739,199.9,Low,Not Required
ENV-000740,PAR-000740,373.8,High,Pending
ENV-000741,PAR-000741,93.6,Low,Not Required
ENV-000742,PAR-000742,294.3,Low,Not Required
ENV-000743,PAR-000743,242.6,Low,Not Required
ENV-000744,PAR-000744,268.9,Low,Approved
ENV-000745,PAR-000745,26.8,Low,Not Required
ENV-000746,PAR-000746,283.5,Medium,Not Required
ENV-000747,PAR-000747,35.2,Medium,Not Required
ENV-000748,PAR-000748,1540.8,Low,Pending
ENV-000749,PAR-000749,68.7,Medium,Not Required
ENV-000750,PAR-000750,238.6,Medium,Approved
ENV-000751,PAR-000751,189.8,Medium,Not Required
ENV-000752,PAR-000752,32.8,Low,Pending
ENV-000753,PAR-000753,268.1,High,Not Required
ENV-000754,PAR-000754,553.4,Low,Approved
ENV-000755,PAR-000755,51.4,Medium,Approved
ENV-000756,PAR-000756,138.2,High,Not Required
ENV-000757,PAR-000757,904.1,Medium,Not Required
ENV-000758,PAR-000758,94.5,Medium,Not Required
ENV-000759,PAR-000759,350.5,High,Not Required
ENV-000760,PAR-000760,178.5,Low,Not Required
ENV-000761,PAR-000761,152.4,Low,Not Required
ENV-000762,PAR-000762,85.8,Medium,Pending
ENV-000763,PAR-000763,174.0,High,Not Required
ENV-000764,PAR-000764,77.7,Medium,Not Required
ENV-000765,PAR-000765,267.3,Low,Not Required
ENV-000766,PAR-000766,49.5,Medium,Not Required
ENV-000767,PAR-000767,24.6,Low,Not Required
ENV-000768,PAR-000768,503.2,Low,Pending
ENV-000769,PAR-000769,68.5,High,Approved
ENV-000770,PAR-000770,346.0,Medium,Pending
ENV-000771,PAR-000771,162.9,Low,Not Required
ENV-000772,PAR-000772,40.9,Low,Approved
ENV-000773,PAR-000773,51.7,Medium,Not Required
ENV-000774,PAR-000774,273.7,Low,Not Required
ENV-000775,PAR-000775,62.7,Low,Pending
ENV-000776,PAR-000776,137.0,Low,Not Required
ENV-000777,PAR-000777,354.0,Low,Not Required
ENV-000778,PAR-000778,230.1,Medium,Not Required
ENV-000779,PAR-000779,355.2,Medium,Not Required
ENV-000780,PAR-000780,338.1,Low,Not Required
ENV-000781,PAR-000781,175.2,Low,Approved
ENV-000782,PAR-000782,65.0,Medium,Approved
ENV-000783,PAR-000783,361.0,Medium,Not Required
ENV-000784,PAR-000784,120.6,Low,Pending
ENV-000785,PAR-000785,101.8,Low,Approved
ENV-000786,PAR-000786,102.9,High,Approved
ENV-000787,PAR-000787,51.6,High,Approved
ENV-000788,PAR-000788,49.2,High,Approved
ENV-000789,PAR-000789,104.6,Low,Not Required
ENV-000790,PAR-000790,23.4,Low,Not Required
ENV-000791,PAR-000791,367.7,Low,Approved
ENV-000792,PAR-000792,47.4,Medium,Approved
ENV-000793,PAR-000793,57.1,Medium,Pending
ENV-000794,PAR-000794,70.9,Medium,Pending
ENV-000795,PAR-000795,86.3,Low,Approved
ENV-000796,PAR-000796,601.3,Medium,Not Required
ENV-000797,PAR-000797,73.4,Low,Not Required
ENV-000798,PAR-000798,89.7,Medium,Not Required
ENV-000799,PAR-000799,31.9,Medium,Not Required
ENV-000800,PAR-000800,306.5,Low,Approved
ENV-000801,PAR-000801,919.9,Low,Not Required
ENV-000802,PAR-000802,255.3,High,Not Required
ENV-000803,PAR-000803,287.9,Low,Not Required
ENV-000804,PAR-000804,171.0,Medium,Approved
ENV-000805,PAR-000805,125.5,Low,Not Required
ENV-000806,PAR-000806,159.3,Low,Not Required
ENV-000807,PAR-000807,301.7,Medium,Not Required
ENV-000808,PAR-000808,132.7,Low,Pending
ENV-000809,PAR-000809,74.1,Low,Not Required
ENV-000810,PAR-000810,116.8,Medium,Not Required
ENV-000811,PAR-000811,387.3,Low,Not Required
ENV-000812,PAR-000812,55.4,Low,Approved
ENV-000813,PAR-000813,550.7,Low,Approved
ENV-000814,PAR-000814,164.1,Low,Approved
ENV-000815,PAR-000815,510.4,Medium,Approved
ENV-000816,PAR-000816,175.6,Low,Approved
ENV-000817,PAR-000817,441.1,Low,Not Required
ENV-000818,PAR-000818,456.6,Medium,Not Required
ENV-000819,PAR-000819,35.9,Medium,Not Required
ENV-000820,PAR-000820,895.4,Low,Not Required
ENV-000821,PAR-000821,200.0,Low,Approved
ENV-000822,PAR-000822,53.0,Low,Approved
ENV-000823,PAR-000823,90.7,Low,Approved
ENV-000824,PAR-000824,12.0,Low,Approved
ENV-000825,PAR-000825,516.8,Low,Not Required
ENV-000826,PAR-000826,84.9,Medium,Approved
ENV-000827,PAR-000827,34.5,Low,Not Required
ENV-000828,PAR-000828,190.3,Medium,Not Required
ENV-000829,PAR-000829,8.4,Low,Not Required
ENV-000830,PAR-000830,144.8,Low,Not Required
ENV-000831,PAR-000831,187.2,High,Not Required
ENV-000832,PAR-000832,1100.1,Low,Not Required
ENV-000833,PAR-000833,30.3,Low,Approved
ENV-000834,PAR-000834,12.3,High,Not Required
ENV-000835,PAR-000835,377.7,Low,Pending
ENV-000836,PAR-000836,28.7,Low,Approved
ENV-000837,PAR-000837,14.4,Low,Not Required
ENV-000838,PAR-000838,54.6,Medium,Approved
ENV-000839,PAR-000839,139.4,Medium,Pending
ENV-000840,PAR-000840,85.6,Low,Not Required
ENV-000841,PAR-000841,29.4,Low,Approved
ENV-000842,PAR-000842,103.2,Medium,Not Required
ENV-000843,PAR-000843,131.9,Medium,Approved
ENV-000844,PAR-000844,23.3,High,Approved
ENV-000845,PAR-000845,59.0,High,Approved
ENV-000846,PAR-000846,141.1,Low,Not Required
ENV-000847,PAR-000847,205.8,Low,Not Required
ENV-000848,PAR-000848,215.0,Low,Approved
ENV-000849,PAR-000849,171.3,Low,Not Required
ENV-000850,PAR-000850,184.4,Low,Pending
ENV-000851,PAR-000851,65.9,Low,Not Required
ENV-000852,PAR-000852,64.2,Low,Not Required
ENV-000853,PAR-000853,50.4,Low,Approved
ENV-000854,PAR-000854,206.5,Low,Approved
ENV-000855,PAR-000855,71.0,Low,Pending
ENV-000856,PAR-000856,383.2,Medium,Not Required
ENV-000857,PAR-000857,527.7,Low,Approved
ENV-000858,PAR-000858,35.7,Low,Not Required
ENV-000859,PAR-000859,425.1,High,Not Required
ENV-000860,PAR-000860,80.0,Medium,Not Required
ENV-000861,PAR-000861,121.5,High,Not Required
ENV-000862,PAR-000862,101.1,Medium,Pending
ENV-000863,PAR-000863,33.0,Low,Not Required
ENV-000864,PAR-000864,223.6,Medium,Not Required
ENV-000865,PAR-000865,474.6,High,Not Required
ENV-000866,PAR-000866,98.2,Medium,Approved
ENV-000867,PAR-000867,257.6,Medium,Not Required
ENV-000868,PAR-000868,3873.3,High,Not Required
ENV-000869,PAR-000869,265.6,Medium,Not Required
ENV-000870,PAR-000870,108.8,Low,Approved
ENV-000871,PAR-000871,905.3,Low,Approved
ENV-000872,PAR-000872,516.7,Low,Not Required
ENV-000873,PAR-000873,124.1,Low,Not Required
ENV-000874,PAR-000874,147.0,Medium,Pending
ENV-000875,PAR-000875,230.9,Low,Not Required
ENV-000876,PAR-000876,70.2,Medium,Not Required
ENV-000877,PAR-000877,211.9,Medium,Not Required
ENV-000878,PAR-000878,318.0,Low,Approved
ENV-000879,PAR-000879,136.4,Low,Not Required
ENV-000880,PAR-000880,44.3,Low,Not Required
ENV-000881,PAR-000881,147.0,High,Not Required
ENV-000882,PAR-000882,50.3,Low,Approved
ENV-000883,PAR-000883,568.2,Low,Pending
ENV-000884,PAR-000884,53.5,Low,Not Required
ENV-000885,PAR-000885,120.8,High,Approved
ENV-000886,PAR-000886,490.5,Low,Approved
ENV-000887,PAR-000887,240.3,Low,Approved
ENV-000888,PAR-000888,151.3,Medium,Approved
ENV-000889,PAR-000889,77.6,Low,Approved
ENV-000890,PAR-000890,67.5,Low,Pending
ENV-000891,PAR-000891,118.9,Low,Approved
ENV-000892,PAR-000892,37.7,High,Not Required
ENV-000893,PAR-000893,453.5,Low,Approved
ENV-000894,PAR-000894,34.7,Low,Approved
ENV-000895,PAR-000895,184.9,Medium,Not Required
ENV-000896,PAR-000896,91.5,Medium,Approved
ENV-000897,PAR-000897,184.5,High,Not Required
ENV-000898,PAR-000898,180.6,Low,Not Required
ENV-000899,PAR-000899,47.6,Medium,Approved
ENV-000900,PAR-000900,62.3,High,Not Required
ENV-000901,PAR-000901,158.7,Low,Approved
ENV-000902,PAR-000902,186.4,Low,Approved
ENV-000903,PAR-000903,19.7,Low,Approved
ENV-000904,PAR-000904,132.6,High,Approved
ENV-000905,PAR-000905,279.1,Low,Not Required
ENV-000906,PAR-000906,150.9,Medium,Not Required
ENV-000907,PAR-000907,783.3,High,Not Required
ENV-000908,PAR-000908,61.2,Low,Approved
ENV-000909,PAR-000909,92.6,Low,Pending
ENV-000910,PAR-000910,122.6,Medium,Not Required
ENV-000911,PAR-000911,312.4,Medium,Not Required
ENV-000912,PAR-000912,72.0,Low,Not Required
ENV-000913,PAR-000913,574.3,High,Not Required
ENV-000914,PAR-000914,262.6,Low,Approved
ENV-000915,PAR-000915,25.6,Low,Not Required
ENV-000916,PAR-000916,1205.9,Medium,Not Required
ENV-000917,PAR-000917,39.2,High,Not Required
ENV-000918,PAR-000918,27.7,Medium,Not Required
ENV-000919,PAR-000919,142.8,Low,Not Required
ENV-000920,PAR-000920,199.0,Low,Pending
ENV-000921,PAR-000921,834.1,Low,Not Required
ENV-000922,PAR-000922,145.4,High,Not Required
ENV-000923,PAR-000923,23.9,Low,Not Required
ENV-000924,PAR-000924,138.6,Low,Pending
ENV-000925,PAR-000925,581.1,Low,Not Required
ENV-000926,PAR-000926,220.1,Medium,Not Required
ENV-000927,PAR-000927,29.7,Low,Not Required
ENV-000928,PAR-000928,219.1,Low,Not Required
ENV-000929,PAR-000929,218.3,Low,Not Required
ENV-000930,PAR-000930,349.7,Low,Not Required
ENV-000931,PAR-000931,88.3,Low,Approved
ENV-000932,PAR-000932,196.5,Low,Not Required
ENV-000933,PAR-000933,73.3,Low,Not Required
ENV-000934,PAR-000934,115.3,Medium,Pending
ENV-000935,PAR-000935,184.2,Low,Approved
ENV-000936,PAR-000936,112.5,High,Not Required
ENV-000937,PAR-000937,98.6,High,Not Required
ENV-000938,PAR-000938,38.1,Low,Not Required
ENV-000939,PAR-000939,81.3,Low,Pending
ENV-000940,PAR-000940,190.3,Low,Pending
ENV-000941,PAR-000941,136.6,Low,Not Required
ENV-000942,PAR-000942,611.6,Low,Not Required
ENV-000943,PAR-000943,201.0,Medium,Not Required
ENV-000944,PAR-000944,31.7,Low,Not Required
ENV-000945,PAR-000945,55.8,Medium,Not Required
ENV-000946,PAR-000946,28.3,Low,Approved
ENV-000947,PAR-000947,94.9,Low,Not Required
ENV-000948,PAR-000948,10.9,High,Not Required
ENV-000949,PAR-000949,451.9,Low,Not Required
ENV-000950,PAR-000950,49.2,Low,Approved
ENV-000951,PAR-000951,103.3,Medium,Not Required
ENV-000952,PAR-000952,107.5,Low,Pending
ENV-000953,PAR-000953,386.7,Low,Pending
ENV-000954,PAR-000954,1071.6,Low,Pending
ENV-000955,PAR-000955,66.6,Low,Pending
ENV-000956,PAR-000956,162.0,High,Approved
ENV-000957,PAR-000957,184.6,Medium,Not Required
ENV-000958,PAR-000958,152.3,Low,Not Required
ENV-000959,PAR-000959,321.5,Low,Approved
ENV-000960,PAR-000960,46.7,Low,Not Required
ENV-000961,PAR-000961,318.5,High,Not Required
ENV-000962,PAR-000962,302.9,Low,Not Required
ENV-000963,PAR-000963,83.6,Low,Not Required
ENV-000964,PAR-000964,304.3,Medium,Not Required
ENV-000965,PAR-000965,261.6,Low,Not Required
ENV-000966,PAR-000966,700.8,Low,Pending
ENV-000967,PAR-000967,181.1,Low,Approved
ENV-000968,PAR-000968,14.0,Low,Approved
ENV-000969,PAR-000969,58.7,Low,Not Required
ENV-000970,PAR-000970,86.7,High,Not Required
ENV-000971,PAR-000971,51.6,Low,Approved
ENV-000972,PAR-000972,585.7,Low,Not Required
ENV-000973,PAR-000973,237.8,Medium,Not Required
ENV-000974,PAR-000974,51.8,Low,Not Required
ENV-000975,PAR-000975,52.3,High,Not Required
ENV-000976,PAR-000976,344.6,Low,Approved
ENV-000977,PAR-000977,53.5,Low,Not Required
ENV-000978,PAR-000978,44.8,Low,Pending
ENV-000979,PAR-000979,137.5,Low,Not Required
ENV-000980,PAR-000980,74.3,Low,Pending
ENV-000981,PAR-000981,104.5,Low,Not Required
ENV-000982,PAR-000982,62.8,Low,Not Required
ENV-000983,PAR-000983,295.6,Low,Not Required
ENV-000984,PAR-000984,210.3,Low,Approved
ENV-000985,PAR-000985,65.2,Medium,Not Required
ENV-000986,PAR-000986,911.4,Low,Not Required
ENV-000987,PAR-000987,90.3,Low,Not Required
ENV-000988,PAR-000988,308.3,Low,Pending
ENV-000989,PAR-000989,266.2,Medium,Approved
ENV-000990,PAR-000990,123.6,High,Pending
ENV-000991,PAR-000991,168.9,Medium,Approved
ENV-000992,PAR-000992,70.8,Medium,Not Required
ENV-000993,PAR-000993,84.0,Low,Approved
ENV-000994,PAR-000994,862.6,Low,Not Required
ENV-000995,PAR-000995,26.8,Medium,Approved
ENV-000996,PAR-000996,164.5,Low,Not Required
ENV-000997,PAR-000997,92.2,Low,Not Required
ENV-000998,PAR-000998,494.1,Medium,Not Required
ENV-000999,PAR-000999,706.6,Low,Pending
ENV-001000,PAR-001000,79.8,Low,Not Required
ENV-001001,PAR-001001,291.7,Low,Not Required
ENV-001002,PAR-001002,148.4,Low,Approved
ENV-001003,PAR-001003,275.6,Low,Not Required
ENV-001004,PAR-001004,149.1,Low,Not Required
ENV-001005,PAR-001005,94.3,Low,Pending
ENV-001006,PAR-001006,75.6,High,Not Required
ENV-001007,PAR-001007,384.8,High,Not Required
ENV-001008,PAR-001008,148.0,Low,Not Required
ENV-001009,PAR-001009,611.6,Low,Approved
ENV-001010,PAR-001010,179.5,Medium,Approved
ENV-001011,PAR-001011,564.0,Medium,Not Required
ENV-001012,PAR-001012,567.6,High,Approved
ENV-001013,PAR-001013,121.8,Low,Pending
ENV-001014,PAR-001014,299.0,Low,Pending
ENV-001015,PAR-001015,284.7,Low,Not Required
ENV-001016,PAR-001016,125.9,Medium,Approved
ENV-001017,PAR-001017,256.0,Low,Approved
ENV-001018,PAR-001018,318.3,Low,Pending
ENV-001019,PAR-001019,61.6,Low,Not Required
ENV-001020,PAR-001020,94.9,Low,Approved
ENV-001021,PAR-001021,386.5,Low,Approved
ENV-001022,PAR-001022,240.7,Low,Approved
ENV-001023,PAR-001023,723.2,Low,Pending
ENV-001024,PAR-001024,33.0,Low,Not Required
ENV-001025,PAR-001025,300.5,Low,Approved
ENV-001026,PAR-001026,112.9,Medium,Approved
ENV-001027,PAR-001027,111.1,Low,Not Required
ENV-001028,PAR-001028,193.0,Low,Not Required
ENV-001029,PAR-001029,20.3,Medium,Not Required
ENV-001030,PAR-001030,147.6,Low,Not Required
ENV-001031,PAR-001031,163.3,Low,Not Required
ENV-001032,PAR-001032,1057.1,Medium,Not Required
