project_id,project_name,project_type,district,taluk,total_land_required,affected_parcels,affected_families,project_start_date,expected_completion_date
PRJ-03298,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,3.0,4,5,2026-02-04,2027-06-16
PRJ-01487,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,1.01,3,9,2024-09-27,2026-04-04
PRJ-04616,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.47,7,2,2024-12-20,2027-01-20
PRJ-03688,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,2.06,6,12,2026-03-23,2026-12-30
PRJ-03733,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,3.18,5,5,2023-04-15,2025-05-29
PRJ-02569,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,2.13,8,3,2024-01-13,2026-02-13
PRJ-01767,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,1.23,5,6,2023-01-01,2024-07-29
PRJ-02155,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,0.99,1,8,2022-07-22,2023-08-28
PRJ-03206,Coimbatore Rail Corridor Project,Rail,Coimbatore,Madukkarai,1.42,4,4,2025-09-15,2026-05-14
PRJ-04503,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,0.75,8,2,2026-03-10,2027-09-07
PRJ-03379,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore South,2.17,3,6,2022-10-05,2024-12-04
PRJ-01925,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,2.92,6,5,2024-03-05,2024-12-09
PRJ-02195,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,0.39,3,7,2025-11-30,2027-04-29
PRJ-04609,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,4.54,6,5,2026-02-08,2028-07-17
PRJ-04093,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,1.63,8,6,2024-01-16,2025-11-03
PRJ-03252,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,3.05,1,6,2025-07-19,2027-05-25
PRJ-03740,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,0.94,6,7,2022-01-04,2022-12-04
PRJ-01637,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,1.82,9,5,2023-03-30,2025-09-13
PRJ-03901,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,1.39,10,8,2025-03-08,2026-10-31
PRJ-01263,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.38,5,5,2026-02-24,2027-01-09
PRJ-00255,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,0.75,7,6,2023-11-01,2026-02-18
PRJ-03543,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,2.39,5,5,2023-01-11,2025-01-08
PRJ-02700,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,1.72,8,3,2023-06-22,2024-01-01
PRJ-00864,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,1.35,4,6,2022-04-10,2022-12-03
PRJ-00215,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,0.5,7,8,2023-10-18,2025-08-10
PRJ-00906,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.56,4,7,2024-06-04,2026-06-13
PRJ-03088,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,0.99,3,5,2023-06-10,2024-08-02
PRJ-04713,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Madukkarai,1.49,7,6,2023-03-14,2023-11-24
PRJ-01926,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,2.09,2,6,2025-07-06,2027-07-23
PRJ-03993,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,1.41,14,7,2022-07-08,2024-05-18
PRJ-02235,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,0.95,7,4,2025-04-29,2026-04-02
PRJ-00057,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,0.38,4,7,2023-11-17,2024-06-29
PRJ-01381,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,2.38,8,6,2023-02-02,2023-09-29
PRJ-02267,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,0.77,5,7,2025-11-11,2026-09-11
PRJ-03314,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,1.94,6,2,2022-11-22,2025-05-07
PRJ-00652,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,0.61,8,5,2022-05-27,2023-08-08
PRJ-03030,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,1.01,6,7,2023-10-31,2024-10-22
PRJ-02294,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,3.72,5,8,2022-12-18,2024-12-04
PRJ-01755,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,3.88,3,8,2024-12-01,2026-07-21
PRJ-03096,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,0.42,7,4,2025-01-20,2025-11-17
PRJ-00178,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,1.31,8,4,2022-12-04,2024-04-25
PRJ-04920,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,1.09,8,3,2024-03-23,2026-04-09
PRJ-02905,Coimbatore Rail Corridor Project,Rail,Coimbatore,Madukkarai,1.36,5,3,2023-10-25,2025-03-08
PRJ-04148,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,5.29,5,3,2024-08-09,2026-07-31
PRJ-02204,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,1.62,3,4,2024-11-30,2027-01-24
PRJ-02052,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,0.8,11,4,2026-05-13,2027-03-29
PRJ-03416,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,0.51,2,8,2023-04-20,2024-04-04
PRJ-04192,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,6.02,4,5,2024-06-02,2025-09-23
PRJ-02077,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,2.28,7,4,2023-07-16,2025-05-27
PRJ-00125,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,3.65,4,4,2023-03-11,2024-09-28
PRJ-04711,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,0.63,12,5,2022-02-22,2023-07-01
PRJ-05000,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,0.65,6,4,2025-10-08,2028-03-04
PRJ-04560,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,0.96,7,3,2022-11-01,2024-01-31
PRJ-01543,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,2.69,4,4,2022-01-23,2023-11-25
PRJ-01967,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,0.99,9,6,2026-04-14,2026-12-30
PRJ-04758,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,5.28,5,7,2022-08-02,2023-01-30
PRJ-04238,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,1.34,7,8,2024-05-31,2025-01-01
PRJ-04912,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,7.57,7,6,2024-12-25,2026-04-08
PRJ-00046,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,0.65,5,6,2024-11-02,2025-06-25
PRJ-02266,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,1.04,7,1,2025-04-09,2026-10-17
PRJ-03538,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,3.75,4,9,2024-01-31,2026-02-19
PRJ-03568,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,1.92,7,6,2025-01-09,2026-01-17
PRJ-04073,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,1.2,7,6,2022-03-25,2023-07-13
PRJ-03871,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,0.54,6,5,2024-11-09,2025-09-25
PRJ-02200,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,0.76,4,4,2024-12-23,2027-05-27
PRJ-01084,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,0.65,5,6,2022-07-31,2024-08-06
PRJ-03868,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,1.72,7,7,2022-10-21,2023-07-21
PRJ-04002,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,0.63,9,4,2026-02-28,2027-07-19
PRJ-04722,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.79,6,4,2023-05-20,2024-10-13
PRJ-01411,Coimbatore Rail Corridor Project,Rail,Coimbatore,Sulur,0.32,8,2,2026-01-31,2028-03-25
PRJ-00115,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,6.37,8,6,2025-07-18,2026-07-28
PRJ-04353,Coimbatore Rail Corridor Project,Rail,Coimbatore,Madukkarai,12.36,4,7,2024-12-17,2026-07-11
PRJ-02366,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.57,7,3,2022-10-18,2024-11-25
PRJ-03667,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,1.28,7,3,2022-02-07,2023-11-07
PRJ-04338,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Sulur,1.38,8,4,2024-06-06,2026-04-30
PRJ-01711,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,6.57,8,3,2023-06-03,2024-12-02
PRJ-03678,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,0.57,6,2,2022-02-19,2023-11-16
PRJ-00643,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,1.66,3,6,2023-03-01,2025-08-10
PRJ-04225,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,0.7,9,2,2026-02-02,2027-05-19
PRJ-04217,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,0.28,6,5,2025-05-05,2027-10-13
PRJ-01105,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,5.26,4,4,2022-12-07,2024-05-21
PRJ-01970,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,2.22,5,5,2022-01-15,2023-09-08
PRJ-03763,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,1.59,10,4,2022-12-07,2023-09-24
PRJ-04558,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore South,1.58,6,2,2025-05-15,2027-05-02
PRJ-04186,Coimbatore Rail Corridor Project,Rail,Coimbatore,Sulur,0.98,7,4,2024-03-10,2025-03-30
PRJ-02873,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,2.11,5,6,2022-09-15,2023-08-24
PRJ-02293,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,0.75,9,5,2023-06-10,2024-04-20
PRJ-04894,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,0.7,9,3,2025-06-01,2027-06-08
PRJ-04803,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,2.16,9,4,2022-07-05,2023-04-25
PRJ-00144,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,2.11,9,2,2023-03-22,2025-02-19
PRJ-01599,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,1.8,5,4,2023-09-12,2024-10-16
PRJ-00026,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,0.93,7,4,2026-03-18,2027-09-27
PRJ-03427,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,2.36,6,9,2023-11-06,2024-11-19
PRJ-00585,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,2.32,7,7,2026-03-15,2028-07-28
PRJ-03615,Coimbatore Rail Corridor Project,Rail,Coimbatore,Sulur,0.95,8,8,2023-06-01,2024-04-05
PRJ-01532,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Sulur,2.05,9,4,2024-09-04,2026-03-08
PRJ-02728,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,1.27,5,9,2025-08-05,2026-09-19
PRJ-02894,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,1.22,6,4,2023-04-08,2024-09-15
PRJ-04118,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,0.67,8,1,2024-06-25,2026-11-14
PRJ-01803,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,1.11,3,3,2026-03-31,2027-08-26
PRJ-04510,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,1.33,5,2,2023-10-27,2025-10-11
PRJ-04938,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,2.25,4,4,2022-08-24,2024-02-19
PRJ-04688,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.81,5,3,2022-11-19,2023-09-20
PRJ-02528,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,0.82,6,3,2022-06-16,2024-05-09
PRJ-01692,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,0.74,3,2,2022-05-19,2024-04-01
PRJ-03154,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,1.59,5,3,2023-06-18,2024-01-10
PRJ-01755,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,2.07,4,2,2025-06-20,2026-02-13
PRJ-02010,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,9.1,8,5,2022-03-18,2022-12-03
PRJ-02828,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore South,0.31,9,5,2022-06-14,2024-10-03
PRJ-02269,Coimbatore Rail Corridor Project,Rail,Coimbatore,Sulur,1.28,11,6,2023-08-17,2024-11-19
PRJ-03186,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,2.85,2,6,2023-05-02,2024-12-24
PRJ-03735,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,3.38,6,7,2025-11-30,2027-06-08
PRJ-04581,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,1.05,6,2,2022-10-08,2023-09-22
PRJ-03924,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,0.88,1,3,2025-03-30,2026-07-17
PRJ-04781,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,3.04,6,4,2025-03-22,2026-04-17
PRJ-04996,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,2.0,12,8,2024-10-14,2026-07-18
PRJ-04267,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,1.31,6,5,2023-04-29,2023-12-25
PRJ-02359,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,2.34,5,8,2023-01-21,2025-03-18
PRJ-02211,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,0.2,11,2,2025-11-13,2027-11-25
PRJ-02353,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,2.53,10,4,2022-12-21,2024-01-31
PRJ-02286,Coimbatore Rail Corridor Project,Rail,Coimbatore,Pollachi,1.71,3,5,2023-01-10,2023-07-30
PRJ-01604,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,0.43,3,5,2023-08-17,2024-04-02
PRJ-02907,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,1.86,6,3,2024-09-09,2026-10-26
PRJ-00033,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,4.01,7,4,2022-07-10,2024-07-01
PRJ-00538,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,0.47,10,3,2024-03-23,2026-05-04
PRJ-02760,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,1.12,8,7,2024-04-14,2025-08-19
PRJ-02411,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Pollachi,0.71,5,3,2023-04-09,2024-04-15
PRJ-01462,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,0.66,5,3,2023-10-10,2025-10-22
PRJ-03965,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,1.47,9,6,2024-10-22,2025-09-10
PRJ-00087,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Pollachi,2.62,3,7,2025-10-20,2026-06-25
PRJ-01715,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,0.92,7,1,2024-09-02,2027-01-17
PRJ-04045,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,0.52,6,10,2025-12-08,2028-05-04
PRJ-03131,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,0.26,6,4,2022-04-15,2024-07-30
PRJ-01013,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,0.73,3,4,2023-06-04,2025-08-03
PRJ-03779,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,0.3,5,4,2022-09-05,2023-06-26
PRJ-00434,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,2.77,6,2,2023-04-09,2025-04-21
PRJ-03039,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,3.47,7,6,2024-08-24,2026-08-09
PRJ-03221,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,3.01,3,5,2022-07-21,2023-08-15
PRJ-04120,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,1.27,5,3,2023-03-01,2024-11-05
PRJ-02898,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,1.06,3,8,2025-03-27,2027-02-28
PRJ-04017,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,0.89,2,3,2024-09-16,2026-04-05
PRJ-03129,Coimbatore Rail Corridor Project,Rail,Coimbatore,Pollachi,3.98,7,4,2022-06-13,2023-04-08
PRJ-03209,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,1.68,6,9,2023-01-01,2024-06-05
PRJ-04198,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,1.42,6,2,2022-01-26,2023-12-14
PRJ-04429,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Madukkarai,1.45,9,6,2022-12-30,2023-09-16
PRJ-00433,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,0.69,10,10,2025-10-12,2028-01-15
PRJ-00886,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,3.52,2,3,2026-01-29,2027-04-24
PRJ-03511,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,1.09,5,6,2025-01-05,2025-10-18
PRJ-00710,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,1.04,12,6,2022-11-11,2024-08-24
PRJ-04312,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,1.08,5,4,2024-08-21,2025-06-19
PRJ-02804,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,1.16,5,2,2023-10-10,2025-08-22
PRJ-02387,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,0.93,5,4,2024-10-15,2026-11-06
PRJ-00695,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,1.74,15,4,2025-08-03,2026-05-21
PRJ-03254,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,0.75,9,3,2025-01-01,2026-02-19
PRJ-02101,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,0.39,5,5,2023-08-18,2025-04-11
PRJ-04777,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,1.12,11,5,2025-12-15,2027-08-29
PRJ-03553,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,0.72,6,6,2022-09-26,2024-05-12
PRJ-04319,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,1.01,5,7,2025-01-04,2027-01-04
PRJ-01904,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,0.56,11,3,2024-07-18,2026-06-28
PRJ-00438,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,2.08,8,4,2024-01-14,2025-06-12
PRJ-03800,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,0.81,6,5,2023-08-14,2024-04-06
PRJ-04321,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,1.56,9,5,2024-02-04,2025-10-28
PRJ-04882,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,1.8,3,4,2024-12-11,2026-03-24
PRJ-01816,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,3.41,6,4,2025-10-29,2027-10-08
PRJ-01308,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,2.7,6,5,2022-01-05,2022-11-14
PRJ-01011,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,0.82,5,4,2023-09-03,2025-10-23
PRJ-00953,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,2.06,6,7,2023-01-15,2023-10-20
PRJ-00465,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,6.19,6,3,2022-10-20,2024-03-25
PRJ-00183,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,1.31,3,4,2025-02-08,2026-11-03
PRJ-03857,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,0.79,5,2,2025-03-06,2027-02-04
PRJ-03604,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,2.61,5,5,2023-05-16,2024-04-12
PRJ-01063,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,2.82,6,3,2022-11-27,2023-12-19
PRJ-03008,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore South,3.6,3,4,2024-10-15,2026-05-21
PRJ-02771,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,0.78,9,3,2022-03-29,2022-12-14
PRJ-00641,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.21,8,6,2023-11-01,2025-12-02
PRJ-00505,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,1.66,5,6,2022-07-07,2023-02-16
PRJ-01202,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,3.23,11,7,2023-11-02,2026-03-16
PRJ-01728,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,0.68,4,3,2025-09-02,2027-01-23
PRJ-02926,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,3.46,5,7,2024-12-16,2026-04-21
PRJ-02193,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,2.78,6,8,2022-08-05,2023-10-22
PRJ-02231,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.22,5,4,2024-09-18,2025-04-14
