approval_id,project_id,department,approval_status,approval_delay_days
APR-000563,PRJ-00068,District Administration,Approved,40
APR-000564,PRJ-03627,Revenue,Approved,11
APR-000565,PRJ-02867,District Administration,Approved,28
APR-000566,PRJ-01429,Rural Development,Approved,17
APR-000567,PRJ-04236,Revenue,Approved,23
APR-000568,PRJ-04698,Revenue,Approved,31
APR-000569,PRJ-03200,Revenue,Approved,26
APR-000570,PRJ-03174,RDO,Approved,20
APR-000571,PRJ-00671,RDO,Approved,11
APR-000572,PRJ-03613,Rural Development,Approved,5
APR-000573,PRJ-04462,RDO,Approved,34
APR-000574,PRJ-03657,District Administration,Approved,44
APR-000575,PRJ-02351,RDO,Approved,37
APR-000576,PRJ-02909,RDO,Approved,25
APR-000577,PRJ-03239,Revenue,Approved,38
APR-000578,PRJ-02084,PWD,Pending,442
APR-000579,PRJ-02447,Revenue,Approved,14
APR-000580,PRJ-02699,Rural Development,Pending,361
APR-000581,PRJ-00445,Revenue,Approved,18
APR-000582,PRJ-03300,District Administration,Approved,8
APR-000583,PRJ-02210,Rural Development,Pending,387
APR-000584,PRJ-02641,Revenue,Approved,40
APR-000585,PRJ-03828,District Administration,Approved,15
APR-000586,PRJ-04641,Revenue,Pending,371
APR-000587,PRJ-02951,Rural Development,Pending,74
APR-000588,PRJ-01601,District Administration,Approved,36
APR-000589,PRJ-02029,PWD,Approved,40
APR-000590,PRJ-03115,Rural Development,Approved,7
APR-000591,PRJ-03050,Rural Development,Approved,44
APR-000592,PRJ-04555,Revenue,Approved,13
APR-000593,PRJ-02404,PWD,Approved,6
APR-000594,PRJ-04415,District Administration,Approved,42
APR-000595,PRJ-00805,District Administration,Approved,42
APR-000596,PRJ-04287,RDO,Approved,42
APR-000597,PRJ-04820,District Administration,Approved,15
APR-000598,PRJ-00784,RDO,Approved,1
APR-000599,PRJ-02445,District Administration,Approved,25
APR-000600,PRJ-02857,Revenue,Approved,36
APR-000601,PRJ-00108,Revenue,Approved,26
APR-000602,PRJ-01835,RDO,Approved,1
APR-000603,PRJ-01121,RDO,Approved,35
APR-000604,PRJ-00650,District Administration,Approved,38
APR-000605,PRJ-03474,Revenue,Approved,39
APR-000606,PRJ-03668,Rural Development,Approved,4
APR-000607,PRJ-00537,PWD,Pending,174
APR-000608,PRJ-01745,RDO,Approved,11
APR-000609,PRJ-03691,District Administration,Approved,27
APR-000610,PRJ-04579,PWD,Pending,87
APR-000611,PRJ-03492,District Administration,Approved,29
APR-000612,PRJ-01241,Rural Development,Approved,24
APR-000613,PRJ-02091,District Administration,Approved,12
APR-000614,PRJ-02223,RDO,Approved,9
APR-000615,PRJ-01952,Rural Development,Approved,0
APR-000616,PRJ-03376,RDO,Approved,7
APR-000617,PRJ-00071,RDO,Approved,14
APR-000618,PRJ-01933,RDO,Pending,315
APR-000619,PRJ-00098,PWD,Approved,23
APR-000620,PRJ-03559,RDO,Pending,487
APR-000621,PRJ-00216,Rural Development,Approved,44
APR-000622,PRJ-02120,RDO,Approved,38
APR-000623,PRJ-00743,PWD,Approved,36
APR-000624,PRJ-00029,Rural Development,Pending,269
APR-000625,PRJ-00469,Revenue,Approved,41
APR-000626,PRJ-01371,District Administration,Approved,25
APR-000627,PRJ-01423,Rural Development,Approved,10
APR-000628,PRJ-04152,District Administration,Approved,27
APR-000629,PRJ-02189,RDO,Approved,0
APR-000630,PRJ-03233,District Administration,Approved,8
APR-000631,PRJ-00660,District Administration,Approved,43
APR-000632,PRJ-03310,Revenue,Approved,18
APR-000633,PRJ-02302,Revenue,Approved,22
APR-000634,PRJ-03423,PWD,Approved,32
APR-000635,PRJ-00653,PWD,Approved,14
APR-000636,PRJ-00768,Revenue,Approved,12
APR-000637,PRJ-03181,Revenue,Approved,20
APR-000638,PRJ-00002,RDO,Pending,218
APR-000639,PRJ-03568,District Administration,Approved,21
APR-000640,PRJ-02502,District Administration,Approved,18
APR-000641,PRJ-01871,District Administration,Approved,39
APR-000642,PRJ-00520,PWD,Pending,208
APR-000643,PRJ-00579,District Administration,Approved,21
APR-000644,PRJ-00445,District Administration,Approved,21
APR-000645,PRJ-02113,Revenue,Pending,164
APR-000646,PRJ-00609,RDO,Approved,39
APR-000647,PRJ-03282,District Administration,Approved,4
APR-000648,PRJ-02762,Rural Development,Pending,488
APR-000649,PRJ-00092,Revenue,Approved,17
APR-000650,PRJ-03133,Rural Development,Approved,30
APR-000651,PRJ-03018,Rural Development,Approved,10
APR-000652,PRJ-01254,RDO,Approved,13
APR-000653,PRJ-02101,PWD,Approved,44
APR-000654,PRJ-01085,Revenue,Approved,5
APR-000655,PRJ-04399,RDO,Approved,14
APR-000656,PRJ-01098,PWD,Approved,21
APR-000657,PRJ-03245,Rural Development,Approved,18
APR-000658,PRJ-02129,Revenue,Pending,444
APR-000659,PRJ-01636,Rural Development,Approved,10
APR-000660,PRJ-04921,Rural Development,Approved,13
APR-000661,PRJ-01625,PWD,Approved,6
APR-000662,PRJ-00182,Revenue,Approved,27
APR-000663,PRJ-00364,PWD,Approved,6
APR-000664,PRJ-03698,District Administration,Approved,22
APR-000665,PRJ-03292,RDO,Approved,13
APR-000666,PRJ-02027,Revenue,Approved,33
APR-000667,PRJ-04508,District Administration,Approved,34
APR-000668,PRJ-00107,RDO,Approved,17
APR-000669,PRJ-00892,RDO,Approved,23
APR-000670,PRJ-02960,District Administration,Approved,26
APR-000671,PRJ-01162,Rural Development,Approved,41
APR-000672,PRJ-04423,Revenue,Approved,16
APR-000673,PRJ-04049,Revenue,Pending,65
APR-000674,PRJ-00035,Revenue,Pending,195
APR-000675,PRJ-00752,RDO,Pending,340
APR-000676,PRJ-03273,PWD,Approved,5
APR-000677,PRJ-03692,Rural Development,Approved,25
APR-000678,PRJ-01206,RDO,Pending,176
APR-000679,PRJ-04635,PWD,Approved,23
APR-000680,PRJ-01874,Revenue,Approved,43
APR-000681,PRJ-01916,District Administration,Approved,3
APR-000682,PRJ-04581,Revenue,Approved,43
APR-000683,PRJ-00251,Revenue,Approved,8
APR-000684,PRJ-03879,RDO,Approved,41
APR-000685,PRJ-02463,District Administration,Approved,42
APR-000686,PRJ-00827,Revenue,Approved,17
APR-000687,PRJ-02355,Rural Development,Pending,420
APR-000688,PRJ-02142,RDO,Approved,19
APR-000689,PRJ-01909,District Administration,Approved,34
APR-000690,PRJ-02479,Revenue,Approved,30
APR-000691,PRJ-00586,District Administration,Pending,450
APR-000692,PRJ-00357,PWD,Approved,0
APR-000693,PRJ-02383,Revenue,Approved,29
APR-000694,PRJ-04781,Revenue,Approved,12
APR-000695,PRJ-00188,Revenue,Approved,39
APR-000696,PRJ-01977,District Administration,Approved,13
APR-000697,PRJ-01694,RDO,Approved,1
APR-000698,PRJ-04246,Revenue,Pending,224
APR-000699,PRJ-01302,Revenue,Approved,10
APR-000700,PRJ-03047,Revenue,Pending,101
APR-000701,PRJ-00542,Revenue,Pending,490
APR-000702,PRJ-01014,RDO,Approved,1
APR-000703,PRJ-03085,Revenue,Approved,34
APR-000704,PRJ-04986,District Administration,Approved,39
APR-000705,PRJ-02245,Revenue,Approved,38
APR-000706,PRJ-00891,Rural Development,Approved,7
APR-000707,PRJ-02026,District Administration,Approved,38
APR-000708,PRJ-04560,Revenue,Approved,8
APR-000709,PRJ-02998,Revenue,Approved,41
APR-000710,PRJ-01730,PWD,Pending,265
APR-000711,PRJ-04894,District Administration,Approved,37
APR-000712,PRJ-02512,District Administration,Approved,8
APR-000713,PRJ-02122,RDO,Approved,27
APR-000714,PRJ-01302,Rural Development,Approved,39
APR-000715,PRJ-02287,PWD,Approved,44
APR-000716,PRJ-03277,RDO,Approved,1
APR-000717,PRJ-04892,Rural Development,Approved,41
APR-000718,PRJ-00110,Revenue,Approved,9
APR-000719,PRJ-04828,Revenue,Approved,36
APR-000720,PRJ-04868,PWD,Approved,23
APR-000721,PRJ-02430,Revenue,Pending,157
APR-000722,PRJ-03844,Revenue,Pending,255
APR-000723,PRJ-04758,PWD,Approved,13
APR-000724,PRJ-01304,PWD,Approved,40
APR-000725,PRJ-01507,Revenue,Approved,16
APR-000726,PRJ-03975,RDO,Pending,169
APR-000727,PRJ-04241,PWD,Pending,384
APR-000728,PRJ-04720,Rural Development,Approved,5
APR-000729,PRJ-03364,PWD,Approved,7
APR-000730,PRJ-04677,District Administration,Pending,33
APR-000731,PRJ-00433,PWD,Approved,41
APR-000732,PRJ-01213,Revenue,Pending,453
APR-000733,PRJ-01956,Revenue,Approved,13
APR-000734,PRJ-03921,PWD,Approved,17
APR-000735,PRJ-03779,RDO,Approved,44
APR-000736,PRJ-00465,Revenue,Approved,39
APR-000737,PRJ-00550,Rural Development,Approved,32
APR-000738,PRJ-01872,Revenue,Approved,37
APR-000739,PRJ-01406,PWD,Pending,208
APR-000740,PRJ-02796,Rural Development,Pending,157
APR-000741,PRJ-01808,Revenue,Pending,302
APR-000742,PRJ-04996,District Administration,Approved,20
APR-000743,PRJ-04878,PWD,Approved,23
APR-000744,PRJ-01255,RDO,Approved,15
APR-000745,PRJ-03703,Rural Development,Approved,17
APR-000746,PRJ-00219,PWD,Approved,37
APR-000747,PRJ-02503,Revenue,Approved,4
APR-000748,PRJ-00198,District Administration,Approved,33
APR-000749,PRJ-01341,PWD,Approved,30
APR-000750,PRJ-03336,Rural Development,Approved,28
APR-000751,PRJ-03639,District Administration,Approved,7
APR-000752,PRJ-00098,District Administration,Approved,27
APR-000753,PRJ-04193,Revenue,Approved,23
APR-000754,PRJ-00037,PWD,Approved,17
APR-000755,PRJ-00788,District Administration,Approved,7
APR-000756,PRJ-02350,Rural Development,Approved,9
APR-000757,PRJ-04739,District Administration,Approved,4
APR-000758,PRJ-03209,Rural Development,Pending,427
APR-000759,PRJ-03489,Rural Development,Approved,5
APR-000760,PRJ-02567,Revenue,Approved,11
APR-000761,PRJ-01296,District Administration,Approved,25
APR-000762,PRJ-01078,RDO,Approved,7
APR-000763,PRJ-01995,RDO,Approved,23
APR-000764,PRJ-04831,PWD,Approved,24
APR-000765,PRJ-00276,Revenue,Approved,37
APR-000766,PRJ-02439,PWD,Approved,6
APR-000767,PRJ-03401,Rural Development,Approved,5
APR-000768,PRJ-04587,District Administration,Approved,20
APR-000769,PRJ-01401,Rural Development,Approved,24
APR-000770,PRJ-01587,PWD,Approved,27
APR-000771,PRJ-01670,RDO,Approved,10
APR-000772,PRJ-03319,Rural Development,Pending,455
APR-000773,PRJ-00046,Rural Development,Approved,0
APR-000774,PRJ-02341,Rural Development,Approved,28
APR-000775,PRJ-02642,RDO,Approved,4
APR-000776,PRJ-01623,Rural Development,Approved,12
APR-000777,PRJ-01581,District Administration,Approved,17
APR-000778,PRJ-03371,RDO,Approved,20
APR-000779,PRJ-01859,Revenue,Approved,11
APR-000780,PRJ-02610,District Administration,Approved,39
APR-000781,PRJ-03507,RDO,Approved,34
APR-000782,PRJ-04648,District Administration,Pending,134
APR-000783,PRJ-00266,PWD,Approved,43
APR-000784,PRJ-04806,RDO,Approved,38
APR-000785,PRJ-00537,District Administration,Approved,4
APR-000786,PRJ-01287,District Administration,Approved,29
APR-000787,PRJ-00269,Revenue,Approved,28
APR-000788,PRJ-01887,District Administration,Approved,8
APR-000789,PRJ-04363,District Administration,Approved,38
APR-000790,PRJ-01257,RDO,Approved,17
APR-000791,PRJ-01140,District Administration,Approved,6
APR-000792,PRJ-01341,District Administration,Approved,34
APR-000793,PRJ-03230,Rural Development,Approved,37
APR-000794,PRJ-03011,District Administration,Approved,14
APR-000795,PRJ-02104,Rural Development,Approved,0
APR-000796,PRJ-04254,RDO,Approved,24
APR-000797,PRJ-00919,Rural Development,Approved,9
APR-000798,PRJ-04063,District Administration,Approved,24
APR-000799,PRJ-01712,Revenue,Approved,44
APR-000800,PRJ-01197,Revenue,Pending,121
APR-000801,PRJ-00733,PWD,Approved,25
APR-000802,PRJ-00319,Rural Development,Pending,434
APR-000803,PRJ-03709,Revenue,Approved,10
APR-000804,PRJ-04039,Revenue,Pending,194
APR-000805,PRJ-02295,Revenue,Approved,24
APR-000806,PRJ-00756,District Administration,Approved,38
APR-000807,PRJ-03924,Revenue,Approved,31
APR-000808,PRJ-04378,RDO,Approved,18
APR-000809,PRJ-01446,District Administration,Approved,8
APR-000810,PRJ-04855,PWD,Pending,52
APR-000811,PRJ-02181,District Administration,Pending,291
APR-000812,PRJ-02306,District Administration,Approved,31
APR-000813,PRJ-04979,Rural Development,Approved,24
APR-000814,PRJ-00923,Revenue,Approved,43
APR-000815,PRJ-03541,Revenue,Approved,36
APR-000816,PRJ-03833,Revenue,Approved,29
APR-000817,PRJ-00721,RDO,Approved,41
APR-000818,PRJ-02435,RDO,Approved,8
APR-000819,PRJ-02756,PWD,Approved,38
APR-000820,PRJ-01108,RDO,Approved,27
APR-000821,PRJ-04370,RDO,Approved,24
APR-000822,PRJ-04608,PWD,Approved,0
APR-000823,PRJ-04401,PWD,Approved,18
APR-000824,PRJ-01735,RDO,Approved,3
APR-000825,PRJ-01636,Rural Development,Approved,7
APR-000826,PRJ-01743,Rural Development,Approved,36
APR-000827,PRJ-04160,RDO,Approved,10
APR-000828,PRJ-00059,Rural Development,Pending,308
APR-000829,PRJ-04862,Rural Development,Approved,40
APR-000830,PRJ-01547,Rural Development,Pending,242
APR-000831,PRJ-03700,Rural Development,Pending,39
APR-000832,PRJ-00220,Revenue,Approved,12
APR-000833,PRJ-03106,PWD,Approved,3
APR-000834,PRJ-01798,PWD,Approved,21
APR-000835,PRJ-02738,PWD,Approved,43
APR-000836,PRJ-04453,RDO,Approved,28
APR-000837,PRJ-01220,District Administration,Approved,25
APR-000838,PRJ-03934,Rural Development,Approved,6
APR-000839,PRJ-04094,PWD,Approved,10
APR-000840,PRJ-03754,PWD,Approved,34
APR-000841,PRJ-04277,Rural Development,Approved,0
APR-000842,PRJ-00171,RDO,Approved,17
APR-000843,PRJ-04507,PWD,Approved,10
APR-000844,PRJ-02401,Rural Development,Approved,38
APR-000845,PRJ-01508,Rural Development,Approved,13
APR-000846,PRJ-04031,Rural Development,Pending,425
APR-000847,PRJ-01654,District Administration,Approved,7
APR-000848,PRJ-04113,Rural Development,Approved,34
APR-000849,PRJ-03128,Revenue,Approved,13
APR-000850,PRJ-02956,RDO,Approved,8
APR-000851,PRJ-03512,RDO,Approved,16
APR-000852,PRJ-02439,PWD,Pending,81
APR-000853,PRJ-01298,PWD,Approved,24
APR-000854,PRJ-04693,RDO,Approved,23
APR-000855,PRJ-02055,District Administration,Approved,0
APR-000856,PRJ-04416,District Administration,Pending,39
APR-000857,PRJ-00562,RDO,Approved,23
APR-000858,PRJ-04196,RDO,Approved,3
APR-000859,PRJ-02346,Rural Development,Approved,38
APR-000860,PRJ-00587,RDO,Approved,17
APR-000861,PRJ-00382,Rural Development,Approved,32
APR-000862,PRJ-02926,Rural Development,Approved,10
APR-000863,PRJ-03195,Revenue,Approved,9
APR-000864,PRJ-03353,Revenue,Approved,5
APR-000865,PRJ-01276,Rural Development,Pending,336
APR-000866,PRJ-00750,District Administration,Approved,6
APR-000867,PRJ-03057,RDO,Approved,1
APR-000868,PRJ-03095,Rural Development,Approved,36
APR-000869,PRJ-01257,PWD,Approved,22
APR-000870,PRJ-03254,District Administration,Approved,6
APR-000871,PRJ-02612,Rural Development,Pending,296
APR-000872,PRJ-04863,RDO,Approved,8
APR-000873,PRJ-03339,RDO,Approved,11
APR-000874,PRJ-04602,District Administration,Approved,16
APR-000875,PRJ-00702,RDO,Approved,33
APR-000876,PRJ-01230,PWD,Pending,443
APR-000877,PRJ-03558,Rural Development,Approved,38
APR-000878,PRJ-01793,Rural Development,Approved,0
APR-000879,PRJ-04511,Revenue,Approved,40
APR-000880,PRJ-03642,Revenue,Approved,11
APR-000881,PRJ-03178,Rural Development,Approved,1
APR-000882,PRJ-00589,RDO,Approved,26
APR-000883,PRJ-04029,District Administration,Approved,15
APR-000884,PRJ-02454,RDO,Approved,10
APR-000885,PRJ-04708,PWD,Approved,40
APR-000886,PRJ-01529,RDO,Pending,461
APR-000887,PRJ-04581,RDO,Approved,18
APR-000888,PRJ-04776,Rural Development,Approved,4
APR-000889,PRJ-01466,Rural Development,Approved,3
APR-000890,PRJ-03511,PWD,Approved,5
APR-000891,PRJ-04731,RDO,Approved,40
APR-000892,PRJ-00142,District Administration,Approved,11
APR-000893,PRJ-01625,PWD,Approved,35
APR-000894,PRJ-01541,District Administration,Approved,1
APR-000895,PRJ-00023,RDO,Approved,0
APR-000896,PRJ-04990,Revenue,Approved,27
APR-000897,PRJ-04600,Revenue,Approved,5
APR-000898,PRJ-00438,Rural Development,Approved,37
APR-000899,PRJ-04896,Revenue,Approved,20
APR-000900,PRJ-02348,PWD,Approved,24
APR-000901,PRJ-04786,Revenue,Approved,0
APR-000902,PRJ-01476,PWD,Approved,31
APR-000903,PRJ-01284,PWD,Pending,481
APR-000904,PRJ-00559,PWD,Approved,25
APR-000905,PRJ-04670,Rural Development,Approved,20
APR-000906,PRJ-02954,District Administration,Approved,27
APR-000907,PRJ-04946,PWD,Approved,6
APR-000908,PRJ-04803,PWD,Approved,24
APR-000909,PRJ-03123,Revenue,Pending,350
APR-000910,PRJ-01551,Revenue,Approved,21
APR-000911,PRJ-01748,PWD,Approved,39
APR-000912,PRJ-02071,RDO,Pending,451
APR-000913,PRJ-00483,District Administration,Approved,3
APR-000914,PRJ-02559,PWD,Approved,32
APR-000915,PRJ-01121,Revenue,Pending,138
APR-000916,PRJ-04612,Rural Development,Approved,3
APR-000917,PRJ-00316,Revenue,Approved,39
APR-000918,PRJ-00853,District Administration,Approved,4
APR-000919,PRJ-01525,Revenue,Approved,7
APR-000920,PRJ-03727,PWD,Approved,9
APR-000921,PRJ-02328,PWD,Pending,230
APR-000922,PRJ-01807,District Administration,Approved,10
APR-000923,PRJ-01695,RDO,Approved,22
APR-000924,PRJ-00736,District Administration,Approved,36
APR-000925,PRJ-00712,Revenue,Approved,6
APR-000926,PRJ-01449,Rural Development,Approved,2
APR-000927,PRJ-04845,PWD,Approved,30
APR-000928,PRJ-03142,RDO,Approved,9
APR-000929,PRJ-04311,Revenue,Approved,13
APR-000930,PRJ-00254,RDO,Approved,22
APR-000931,PRJ-02132,Rural Development,Approved,16
APR-000932,PRJ-02154,RDO,Approved,25
APR-000933,PRJ-03492,District Administration,Approved,31
APR-000934,PRJ-03715,RDO,Approved,27
APR-000935,PRJ-02305,District Administration,Approved,25
APR-000936,PRJ-04300,Revenue,Pending,275
APR-000937,PRJ-03625,PWD,Approved,3
APR-000938,PRJ-02740,PWD,Approved,17
APR-000939,PRJ-00915,Revenue,Approved,0
APR-000940,PRJ-03418,PWD,Approved,44
APR-000941,PRJ-04808,PWD,Approved,41
APR-000942,PRJ-01872,RDO,Approved,13
APR-000943,PRJ-02952,District Administration,Approved,20
APR-000944,PRJ-00663,PWD,Approved,12
APR-000945,PRJ-01436,PWD,Approved,34
APR-000946,PRJ-04125,District Administration,Pending,423
APR-000947,PRJ-00093,PWD,Approved,40
APR-000948,PRJ-02858,District Administration,Pending,100
APR-000949,PRJ-02855,Rural Development,Approved,34
APR-000950,PRJ-01244,RDO,Approved,37
APR-000951,PRJ-03059,Revenue,Approved,37
APR-000952,PRJ-01414,District Administration,Approved,25
APR-000953,PRJ-02270,PWD,Pending,310
APR-000954,PRJ-00617,Revenue,Approved,3
APR-000955,PRJ-03155,RDO,Approved,34
APR-000956,PRJ-04553,Rural Development,Approved,28
APR-000957,PRJ-03507,Rural Development,Pending,477
APR-000958,PRJ-00998,Rural Development,Approved,4
APR-000959,PRJ-03987,RDO,Approved,16
APR-000960,PRJ-03912,PWD,Approved,9
APR-000961,PRJ-03502,District Administration,Approved,7
APR-000962,PRJ-03827,RDO,Pending,279
APR-000963,PRJ-02915,PWD,Approved,31
APR-000964,PRJ-01866,Revenue,Approved,9
APR-000965,PRJ-02421,Revenue,Approved,2
APR-000966,PRJ-02840,Revenue,Approved,11
APR-000967,PRJ-03583,Revenue,Pending,283
APR-000968,PRJ-04231,PWD,Pending,106
APR-000969,PRJ-02445,PWD,Approved,39
APR-000970,PRJ-03870,Rural Development,Approved,24
APR-000971,PRJ-00204,Revenue,Approved,5
APR-000972,PRJ-00701,RDO,Approved,14
APR-000973,PRJ-04019,Rural Development,Approved,10
APR-000974,PRJ-03539,PWD,Approved,39
APR-000975,PRJ-02302,PWD,Approved,1
APR-000976,PRJ-00312,PWD,Approved,41
APR-000977,PRJ-01969,PWD,Approved,31
APR-000978,PRJ-02625,Rural Development,Approved,29
APR-000979,PRJ-03797,Rural Development,Pending,287
APR-000980,PRJ-03544,RDO,Approved,27
APR-000981,PRJ-01842,District Administration,Approved,44
APR-000982,PRJ-02226,Revenue,Approved,42
APR-000983,PRJ-03390,Rural Development,Pending,182
APR-000984,PRJ-02622,RDO,Approved,40
APR-000985,PRJ-00599,Rural Development,Approved,10
APR-000986,PRJ-04538,PWD,Approved,44
APR-000987,PRJ-03981,District Administration,Approved,20
APR-000988,PRJ-02293,Rural Development,Approved,7
APR-000989,PRJ-04927,District Administration,Approved,41
APR-000990,PRJ-00463,PWD,Approved,26
APR-000991,PRJ-03952,District Administration,Approved,9
APR-000992,PRJ-01387,District Administration,Approved,39
APR-000993,PRJ-03817,PWD,Pending,311
APR-000994,PRJ-00267,Revenue,Approved,31
APR-000995,PRJ-02197,Revenue,Approved,36
APR-000996,PRJ-04654,RDO,Approved,29
APR-000997,PRJ-00652,Revenue,Approved,11
APR-000998,PRJ-00729,RDO,Approved,36
APR-000999,PRJ-04209,Revenue,Approved,16
APR-001000,PRJ-03475,Revenue,Approved,25
APR-001001,PRJ-03118,District Administration,Approved,41
APR-001002,PRJ-01750,Rural Development,Approved,23
APR-001003,PRJ-04167,Rural Development,Approved,43
APR-001004,PRJ-00593,RDO,Approved,29
APR-001005,PRJ-00900,RDO,Approved,9
APR-001006,PRJ-01480,Rural Development,Approved,30
APR-001007,PRJ-00126,PWD,Approved,8
APR-001008,PRJ-03908,District Administration,Approved,19
APR-001009,PRJ-00558,District Administration,Approved,33
