document_id,record_id,document_type,language,image_quality,document_year
DOC-000533,533,Chitta,English,Moderate,1995
DOC-000534,534,A-Register,Tamil,Poor,1987
DOC-000535,535,Chitta,English,Moderate,1999
DOC-000536,536,Mutation Order,Tamil,Good,2023
DOC-000537,537,FMB,English,Good,2021
DOC-000538,538,FMB,Tamil,Good,2016
DOC-000539,539,FMB,Tamil,Moderate,2014
DOC-000540,540,Mutation Order,Tamil,Poor,1982
DOC-000541,541,Mutation Order,Tamil-English,Moderate,1983
DOC-000542,542,A-Register,Tamil,Poor,1989
DOC-000543,543,Patta,Tamil,Moderate,2006
DOC-000544,544,A-Register,Tamil,Poor,2016
DOC-000545,545,Sale Deed,English,Good,1983
DOC-000546,546,A-Register,Tamil,Good,1991
DOC-000547,547,Patta,Tamil-English,Poor,2019
DOC-000548,548,A-Register,Tamil,Moderate,1992
DOC-000549,549,Sale Deed,Tamil,Good,2005
DOC-000550,550,A-Register,Tamil,Moderate,1983
DOC-000551,551,A-Register,Tamil,Good,2008
DOC-000552,552,Chitta,English,Poor,1992
DOC-000553,553,Chitta,English,Moderate,2025
DOC-000554,554,Mutation Order,Tamil,Good,2024
DOC-000555,555,A-Register,Tamil,Moderate,2021
DOC-000556,556,Mutation Order,English,Good,2025
DOC-000557,557,FMB,Tamil-English,Moderate,2012
DOC-000558,558,Patta,Tamil,Good,1984
DOC-000559,559,Chitta,Tamil,Faded,2000
DOC-000560,560,A-Register,Tamil-English,Moderate,1981
DOC-000561,561,Chitta,Tamil-English,Moderate,2002
DOC-000562,562,Mutation Order,Tamil,Good,2000
DOC-000563,563,A-Register,Tamil,Poor,2020
DOC-000564,564,FMB,Tamil,Good,2010
DOC-000565,565,A-Register,English,Good,2016
DOC-000566,566,Sale Deed,Tamil,Good,2009
DOC-000567,567,A-Register,Tamil,Poor,1981
DOC-000568,568,Sale Deed,Tamil,Good,2015
DOC-000569,569,Patta,Tamil,Good,2001
DOC-000570,570,Patta,Tamil-English,Good,2024
DOC-000571,571,FMB,Tamil,Good,2000
DOC-000572,572,Patta,Tamil,Moderate,2000
DOC-000573,573,Sale Deed,Tamil,Faded,2007
DOC-000574,574,FMB,Tamil-English,Good,1997
DOC-000575,575,Sale Deed,Tamil,Moderate,2013
DOC-000576,576,Patta,Tamil,Poor,1999
DOC-000577,577,Mutation Order,Tamil,Moderate,2003
DOC-000578,578,Chitta,Tamil-English,Good,2003
DOC-000579,579,Chitta,English,Poor,2000
DOC-000580,580,Chitta,Tamil,Moderate,2009
DOC-000581,581,Sale Deed,Tamil,Moderate,1980
DOC-000582,582,Patta,Tamil,Faded,2010
DOC-000583,583,Sale Deed,Tamil,Moderate,2003
DOC-000584,584,Patta,Tamil,Good,2021
DOC-000585,585,A-Register,Tamil,Moderate,2022
DOC-000586,586,Chitta,Tamil,Moderate,1987
DOC-000587,587,Chitta,Tamil-English,Good,1998
DOC-000588,588,Mutation Order,Tamil-English,Moderate,2013
DOC-000589,589,Mutation Order,Tamil,Moderate,2001
DOC-000590,590,Sale Deed,Tamil,Good,1988
DOC-000591,591,FMB,Tamil,Moderate,1999
DOC-000592,592,Chitta,Tamil,Moderate,1999
DOC-000593,593,Patta,Tamil,Moderate,1987
DOC-000594,594,FMB,Tamil,Moderate,1983
DOC-000595,595,Sale Deed,English,Moderate,2005
DOC-000596,596,FMB,Tamil,Good,2003
DOC-000597,597,Chitta,Tamil-English,Moderate,1985
DOC-000598,598,Patta,Tamil,Good,2005
DOC-000599,599,FMB,Tamil,Moderate,1984
DOC-000600,600,Sale Deed,Tamil,Good,2011
DOC-000601,601,Sale Deed,Tamil-English,Good,1985
DOC-000602,602,Patta,Tamil,Good,2006
DOC-000603,603,Patta,Tamil,Moderate,2009
DOC-000604,604,Sale Deed,Tamil,Good,2017
DOC-000605,605,A-Register,Tamil,Moderate,1992
DOC-000606,606,A-Register,Tamil,Good,1995
DOC-000607,607,A-Register,Tamil,Good,2024
DOC-000608,608,Mutation Order,Tamil,Faded,2011
DOC-000609,609,Chitta,English,Moderate,2005
DOC-000610,610,FMB,Tamil-English,Good,1984
DOC-000611,611,Sale Deed,Tamil,Faded,1988
DOC-000612,612,Mutation Order,Tamil,Moderate,2006
DOC-000613,613,A-Register,Tamil,Moderate,2005
DOC-000614,614,Chitta,Tamil,Good,1999
DOC-000615,615,Patta,English,Good,2013
DOC-000616,616,Patta,Tamil-English,Good,1986
DOC-000617,617,Patta,Tamil,Moderate,2004
DOC-000618,618,Sale Deed,Tamil-English,Good,2011
DOC-000619,619,Mutation Order,Tamil-English,Poor,2010
DOC-000620,620,FMB,Tamil,Faded,2007
DOC-000621,621,Sale Deed,Tamil,Good,1992
DOC-000622,622,Patta,Tamil,Faded,2005
DOC-000623,623,Sale Deed,Tamil-English,Moderate,2011
DOC-000624,624,Mutation Order,Tamil,Good,2025
DOC-000625,625,Sale Deed,English,Good,2010
DOC-000626,626,Chitta,Tamil-English,Moderate,1989
DOC-000627,627,Sale Deed,Tamil,Faded,2019
DOC-000628,628,Chitta,Tamil-English,Good,2015
DOC-000629,629,Patta,Tamil-English,Good,1998
DOC-000630,630,A-Register,Tamil-English,Moderate,2023
DOC-000631,631,FMB,Tamil,Moderate,2006
DOC-000632,632,A-Register,Tamil-English,Good,1998
DOC-000633,633,Patta,Tamil,Poor,1997
DOC-000634,634,Sale Deed,Tamil,Moderate,1986
DOC-000635,635,Mutation Order,Tamil,Moderate,2011
DOC-000636,636,Chitta,Tamil-English,Good,1993
DOC-000637,637,FMB,Tamil,Good,2013
DOC-000638,638,FMB,Tamil,Good,1987
DOC-000639,639,Patta,Tamil-English,Good,1993
DOC-000640,640,Sale Deed,Tamil,Poor,2014
DOC-000641,641,A-Register,Tamil-English,Good,2011
DOC-000642,642,Chitta,Tamil,Good,1991
DOC-000643,643,A-Register,Tamil,Moderate,1997
DOC-000644,644,A-Register,Tamil,Faded,2001
DOC-000645,645,Sale Deed,English,Moderate,1987
DOC-000646,646,Chitta,Tamil-English,Good,2015
DOC-000647,647,FMB,Tamil,Poor,2013
DOC-000648,648,A-Register,Tamil-English,Good,1989
DOC-000649,649,A-Register,Tamil,Good,1992
DOC-000650,650,FMB,Tamil,Good,1990
DOC-000651,651,Sale Deed,Tamil,Poor,2002
DOC-000652,652,Mutation Order,Tamil-English,Good,1983
DOC-000653,653,Patta,Tamil,Good,1992
DOC-000654,654,A-Register,Tamil,Poor,2001
DOC-000655,655,Sale Deed,Tamil-English,Poor,1996
DOC-000656,656,Patta,Tamil,Poor,2007
DOC-000657,657,Mutation Order,Tamil,Moderate,1983
DOC-000658,658,FMB,Tamil,Moderate,2024
DOC-000659,659,A-Register,Tamil,Poor,2007
DOC-000660,660,Mutation Order,Tamil-English,Poor,2001
DOC-000661,661,A-Register,Tamil,Moderate,2002
DOC-000662,662,Patta,Tamil-English,Moderate,2017
DOC-000663,663,FMB,English,Moderate,2002
DOC-000664,664,Sale Deed,Tamil,Moderate,1980
DOC-000665,665,Patta,Tamil,Poor,1991
DOC-000666,666,Sale Deed,Tamil,Good,2014
DOC-000667,667,Patta,English,Good,1989
DOC-000668,668,FMB,Tamil,Poor,2004
DOC-000669,669,FMB,Tamil,Good,2021
DOC-000670,670,Mutation Order,Tamil,Good,2013
DOC-000671,671,FMB,Tamil,Good,1993
DOC-000672,672,Mutation Order,Tamil,Good,1984
DOC-000673,673,Mutation Order,Tamil,Moderate,1990
DOC-000674,674,FMB,Tamil,Moderate,1991
DOC-000675,675,A-Register,English,Moderate,2007
DOC-000676,676,A-Register,Tamil,Good,1982
DOC-000677,677,Sale Deed,Tamil,Moderate,2016
DOC-000678,678,FMB,Tamil,Good,2005
DOC-000679,679,Patta,Tamil-English,Good,2005
DOC-000680,680,Chitta,Tamil-English,Good,2018
DOC-000681,681,Patta,Tamil,Moderate,2008
DOC-000682,682,Sale Deed,Tamil-English,Good,1994
DOC-000683,683,FMB,English,Poor,1983
DOC-000684,684,Chitta,Tamil-English,Good,1990
DOC-000685,685,Sale Deed,Tamil,Good,2006
DOC-000686,686,Patta,Tamil,Moderate,1982
DOC-000687,687,Mutation Order,Tamil,Moderate,2022
DOC-000688,688,Mutation Order,Tamil,Moderate,2015
DOC-000689,689,Sale Deed,Tamil,Faded,2009
DOC-000690,690,FMB,Tamil,Good,1984
DOC-000691,691,Chitta,Tamil,Moderate,2009
DOC-000692,692,Mutation Order,Tamil,Good,1993
DOC-000693,693,FMB,Tamil,Good,1988
DOC-000694,694,FMB,Tamil-English,Moderate,1987
DOC-000695,695,Chitta,Tamil,Moderate,2021
DOC-000696,696,Patta,Tamil,Moderate,2024
DOC-000697,697,Chitta,Tamil,Good,2022
DOC-000698,698,Mutation Order,Tamil,Good,2000
DOC-000699,699,FMB,Tamil,Good,2000
DOC-000700,700,Mutation Order,Tamil-English,Moderate,2018
DOC-000701,701,FMB,Tamil-English,Moderate,2007
DOC-000702,702,Patta,Tamil,Faded,2008
DOC-000703,703,Chitta,Tamil,Good,2004
DOC-000704,704,A-Register,Tamil-English,Moderate,2020
DOC-000705,705,Patta,Tamil,Moderate,1981
DOC-000706,706,Patta,Tamil,Good,2006
DOC-000707,707,A-Register,Tamil,Good,1990
DOC-000708,708,A-Register,Tamil,Moderate,1993
DOC-000709,709,Mutation Order,Tamil,Moderate,1991
DOC-000710,710,Patta,English,Poor,2003
DOC-000711,711,Mutation Order,Tamil,Moderate,1990
DOC-000712,712,Patta,Tamil,Moderate,1990
DOC-000713,713,A-Register,Tamil-English,Moderate,2009
DOC-000714,714,Mutation Order,Tamil,Good,2015
DOC-000715,715,Mutation Order,Tamil,Moderate,1983
DOC-000716,716,Patta,Tamil,Moderate,1990
DOC-000717,717,Sale Deed,English,Poor,2011
DOC-000718,718,Sale Deed,Tamil,Poor,2008
DOC-000719,719,Chitta,Tamil,Good,2024
DOC-000720,720,A-Register,English,Good,1981
DOC-000721,721,Patta,Tamil,Poor,1989
DOC-000722,722,Patta,Tamil,Good,2021
DOC-000723,723,Chitta,Tamil-English,Poor,1986
DOC-000724,724,A-Register,Tamil-English,Moderate,2009
DOC-000725,725,Mutation Order,Tamil,Moderate,1989
DOC-000726,726,A-Register,English,Moderate,1995
DOC-000727,727,Patta,Tamil,Poor,2019
DOC-000728,728,FMB,Tamil,Poor,2010
DOC-000729,729,Patta,Tamil,Moderate,2018
DOC-000730,730,Patta,Tamil,Moderate,1990
DOC-000731,731,Mutation Order,Tamil,Moderate,1997
DOC-000732,732,Patta,Tamil-English,Poor,2024
DOC-000733,733,FMB,English,Moderate,2015
DOC-000734,734,Sale Deed,Tamil-English,Good,1985
DOC-000735,735,Mutation Order,Tamil,Good,1980
DOC-000736,736,Mutation Order,Tamil,Faded,2017
DOC-000737,737,FMB,Tamil,Good,2012
DOC-000738,738,Sale Deed,Tamil,Moderate,2010
DOC-000739,739,A-Register,Tamil,Good,2002
DOC-000740,740,Chitta,Tamil,Good,1994
DOC-000741,741,A-Register,Tamil,Faded,1981
DOC-000742,742,Sale Deed,Tamil,Poor,1998
DOC-000743,743,FMB,Tamil,Good,2023
DOC-000744,744,Chitta,Tamil,Good,2019
DOC-000745,745,A-Register,Tamil-English,Good,2008
DOC-000746,746,Sale Deed,Tamil,Poor,1995
DOC-000747,747,Patta,Tamil,Faded,1987
DOC-000748,748,Chitta,Tamil,Moderate,1990
DOC-000749,749,Sale Deed,Tamil,Good,1993
DOC-000750,750,FMB,Tamil,Good,1986
DOC-000751,751,Sale Deed,Tamil,Good,1992
DOC-000752,752,Sale Deed,Tamil-English,Good,2008
DOC-000753,753,Patta,Tamil-English,Good,1994
DOC-000754,754,Sale Deed,Tamil-English,Moderate,2014
DOC-000755,755,Sale Deed,Tamil,Moderate,2025
DOC-000756,756,Patta,Tamil-English,Moderate,2003
DOC-000757,757,A-Register,Tamil,Good,2014
DOC-000758,758,Patta,Tamil-English,Moderate,1996
DOC-000759,759,Patta,Tamil-English,Faded,1992
DOC-000760,760,Patta,Tamil,Poor,1991
DOC-000761,761,FMB,Tamil,Good,2024
DOC-000762,762,Sale Deed,Tamil,Poor,2013
DOC-000763,763,Chitta,Tamil,Good,1980
DOC-000764,764,Sale Deed,English,Poor,1984
DOC-000765,765,Sale Deed,Tamil,Moderate,1998
DOC-000766,766,Chitta,Tamil,Poor,1989
DOC-000767,767,Mutation Order,Tamil,Good,1985
DOC-000768,768,FMB,Tamil,Faded,2012
DOC-000769,769,Chitta,Tamil-English,Good,2014
DOC-000770,770,A-Register,Tamil,Good,1993
DOC-000771,771,Patta,Tamil,Good,2025
DOC-000772,772,Mutation Order,Tamil,Poor,1987
DOC-000773,773,Sale Deed,Tamil,Moderate,1987
DOC-000774,774,Mutation Order,Tamil-English,Good,1993
DOC-000775,775,Patta,Tamil-English,Faded,2006
DOC-000776,776,FMB,Tamil,Poor,2005
DOC-000777,777,A-Register,Tamil,Moderate,2011
DOC-000778,778,Mutation Order,Tamil,Moderate,2014
DOC-000779,779,A-Register,Tamil,Poor,1984
DOC-000780,780,Patta,Tamil,Moderate,1980
DOC-000781,781,FMB,Tamil,Poor,2002
DOC-000782,782,Sale Deed,English,Good,2021
DOC-000783,783,Chitta,Tamil,Moderate,2000
DOC-000784,784,Patta,Tamil-English,Moderate,1998
DOC-000785,785,Chitta,English,Moderate,2013
DOC-000786,786,A-Register,Tamil,Good,2016
DOC-000787,787,A-Register,Tamil,Good,2003
DOC-000788,788,A-Register,Tamil,Moderate,2019
DOC-000789,789,FMB,Tamil,Good,1997
DOC-000790,790,Patta,Tamil-English,Moderate,2010
DOC-000791,791,Sale Deed,Tamil,Moderate,2014
DOC-000792,792,Chitta,Tamil-English,Good,1985
DOC-000793,793,FMB,Tamil,Moderate,2020
DOC-000794,794,Mutation Order,English,Poor,1989
DOC-000795,795,Chitta,Tamil,Good,2005
DOC-000796,796,Sale Deed,Tamil,Good,1994
DOC-000797,797,FMB,English,Good,1983
DOC-000798,798,Patta,Tamil-English,Moderate,1993
DOC-000799,799,Chitta,Tamil,Good,2005
DOC-000800,800,FMB,English,Good,2024
DOC-000801,801,Patta,Tamil-English,Moderate,1995
DOC-000802,802,Chitta,Tamil,Good,2011
DOC-000803,803,Sale Deed,Tamil-English,Poor,1996
DOC-000804,804,Mutation Order,Tamil,Faded,2003
DOC-000805,805,Chitta,Tamil,Good,2018
DOC-000806,806,Mutation Order,Tamil,Good,2011
DOC-000807,807,Patta,Tamil-English,Moderate,1995
DOC-000808,808,Chitta,Tamil-English,Poor,2003
DOC-000809,809,FMB,Tamil,Moderate,1996
DOC-000810,810,FMB,Tamil-English,Good,1993
DOC-000811,811,A-Register,Tamil,Good,1982
DOC-000812,812,Mutation Order,English,Good,2011
DOC-000813,813,FMB,Tamil,Moderate,1997
DOC-000814,814,Patta,English,Moderate,2013
DOC-000815,815,Patta,Tamil,Good,2023
DOC-000816,816,Mutation Order,Tamil,Moderate,1997
DOC-000817,817,Chitta,Tamil,Poor,1989
DOC-000818,818,A-Register,English,Moderate,1998
DOC-000819,819,A-Register,Tamil,Moderate,1987
DOC-000820,820,Mutation Order,Tamil,Good,1982
DOC-000821,821,Mutation Order,Tamil-English,Moderate,1990
DOC-000822,822,Chitta,Tamil,Moderate,2020
DOC-000823,823,Chitta,Tamil,Moderate,2000
DOC-000824,824,FMB,Tamil,Good,2011
DOC-000825,825,Mutation Order,Tamil,Poor,1988
DOC-000826,826,Mutation Order,Tamil,Good,1984
DOC-000827,827,A-Register,Tamil,Good,2009
DOC-000828,828,Patta,Tamil-English,Good,2021
DOC-000829,829,Chitta,English,Good,1988
DOC-000830,830,Mutation Order,Tamil,Moderate,2018
DOC-000831,831,Mutation Order,Tamil,Good,1984
DOC-000832,832,Chitta,Tamil,Good,1997
DOC-000833,833,FMB,English,Moderate,1990
DOC-000834,834,Chitta,English,Moderate,1986
DOC-000835,835,Chitta,Tamil,Poor,2013
DOC-000836,836,FMB,Tamil-English,Poor,2003
DOC-000837,837,Mutation Order,Tamil,Moderate,2021
DOC-000838,838,Mutation Order,Tamil,Moderate,2023
DOC-000839,839,FMB,Tamil,Moderate,2006
DOC-000840,840,Mutation Order,Tamil,Good,2015
DOC-000841,841,Sale Deed,English,Moderate,2003
DOC-000842,842,Chitta,Tamil,Good,2014
DOC-000843,843,FMB,Tamil,Good,2017
DOC-000844,844,FMB,Tamil,Good,2001
DOC-000845,845,A-Register,Tamil-English,Moderate,1994
DOC-000846,846,FMB,Tamil,Good,1985
DOC-000847,847,FMB,Tamil,Moderate,2004
DOC-000848,848,Sale Deed,English,Moderate,2007
DOC-000849,849,FMB,Tamil,Moderate,2013
DOC-000850,850,Patta,Tamil-English,Good,2008
DOC-000851,851,Patta,Tamil,Moderate,2010
DOC-000852,852,FMB,Tamil,Poor,1994
DOC-000853,853,Chitta,English,Moderate,1987
DOC-000854,854,Mutation Order,Tamil,Moderate,1985
DOC-000855,855,Patta,Tamil-English,Good,1993
DOC-000856,856,Mutation Order,Tamil,Moderate,1982
DOC-000857,857,FMB,Tamil-English,Good,2018
DOC-000858,858,Patta,Tamil-English,Good,2024
DOC-000859,859,Chitta,Tamil-English,Moderate,2002
DOC-000860,860,FMB,Tamil,Good,2003
DOC-000861,861,FMB,Tamil,Good,2013
DOC-000862,862,FMB,Tamil,Good,1997
DOC-000863,863,Patta,Tamil-English,Good,2009
DOC-000864,864,Patta,Tamil,Good,2024
DOC-000865,865,Mutation Order,Tamil-English,Moderate,1992
DOC-000866,866,Mutation Order,English,Good,2005
DOC-000867,867,Mutation Order,Tamil-English,Moderate,2003
DOC-000868,868,FMB,English,Good,1990
DOC-000869,869,Mutation Order,English,Good,2003
DOC-000870,870,A-Register,Tamil,Good,1993
DOC-000871,871,A-Register,Tamil,Moderate,1983
DOC-000872,872,Mutation Order,Tamil,Good,2014
DOC-000873,873,Chitta,Tamil-English,Good,2025
DOC-000874,874,FMB,Tamil,Good,2004
DOC-000875,875,FMB,Tamil,Good,2008
DOC-000876,876,Mutation Order,Tamil,Moderate,2014
DOC-000877,877,Patta,Tamil,Good,2011
DOC-000878,878,Sale Deed,Tamil,Good,1990
DOC-000879,879,FMB,Tamil,Moderate,2000
DOC-000880,880,Sale Deed,Tamil,Moderate,2016
DOC-000881,881,FMB,Tamil,Good,2019
DOC-000882,882,A-Register,English,Good,2019
DOC-000883,883,Mutation Order,Tamil,Moderate,1996
DOC-000884,884,Patta,Tamil,Good,2019
DOC-000885,885,FMB,Tamil,Faded,1990
DOC-000886,886,Patta,English,Good,1985
DOC-000887,887,Patta,Tamil-English,Good,1999
DOC-000888,888,Sale Deed,Tamil,Moderate,1988
DOC-000889,889,Sale Deed,Tamil,Good,1980
DOC-000890,890,Sale Deed,Tamil,Moderate,2022
DOC-000891,891,A-Register,Tamil,Moderate,2022
DOC-000892,892,Chitta,Tamil,Moderate,1984
DOC-000893,893,Mutation Order,Tamil-English,Moderate,2011
DOC-000894,894,A-Register,Tamil,Poor,2017
DOC-000895,895,Chitta,Tamil,Good,2002
DOC-000896,896,FMB,Tamil-English,Moderate,2005
DOC-000897,897,Sale Deed,Tamil,Good,2003
DOC-000898,898,Chitta,Tamil,Moderate,2020
DOC-000899,899,FMB,Tamil,Moderate,2010
DOC-000900,900,Mutation Order,English,Poor,2017
DOC-000901,901,FMB,Tamil-English,Moderate,1988
DOC-000902,902,FMB,Tamil,Good,2021
DOC-000903,903,Mutation Order,Tamil,Moderate,1995
DOC-000904,904,A-Register,Tamil-English,Good,2006
DOC-000905,905,FMB,Tamil,Good,2019
DOC-000906,906,FMB,Tamil,Poor,1987
DOC-000907,907,Mutation Order,Tamil,Good,2008
DOC-000908,908,Patta,Tamil,Moderate,1994
DOC-000909,909,A-Register,English,Good,2014
DOC-000910,910,FMB,Tamil,Good,2009
DOC-000911,911,Sale Deed,Tamil,Good,2025
DOC-000912,912,Sale Deed,Tamil,Good,1987
DOC-000913,913,FMB,Tamil,Good,1982
DOC-000914,914,Mutation Order,Tamil,Faded,2010
DOC-000915,915,Patta,Tamil,Faded,2023
DOC-000916,916,FMB,Tamil,Moderate,2016
DOC-000917,917,Patta,Tamil,Moderate,2011
DOC-000918,918,A-Register,Tamil,Moderate,2022
DOC-000919,919,Chitta,Tamil,Good,2015
DOC-000920,920,FMB,Tamil,Moderate,1998
DOC-000921,921,Sale Deed,Tamil,Good,1995
DOC-000922,922,Chitta,Tamil-English,Moderate,2023
DOC-000923,923,Mutation Order,Tamil,Faded,1997
DOC-000924,924,A-Register,Tamil,Moderate,2025
DOC-000925,925,A-Register,Tamil-English,Good,2000
DOC-000926,926,Sale Deed,Tamil,Good,1981
DOC-000927,927,Chitta,Tamil-English,Good,1990
DOC-000928,928,Patta,Tamil,Moderate,2013
DOC-000929,929,Chitta,Tamil,Good,2009
DOC-000930,930,Sale Deed,Tamil,Good,2008
DOC-000931,931,FMB,Tamil,Moderate,2014
DOC-000932,932,Mutation Order,Tamil,Poor,2013
DOC-000933,933,Chitta,English,Good,2004
DOC-000934,934,A-Register,Tamil,Good,2006
DOC-000935,935,Mutation Order,Tamil,Moderate,1993
DOC-000936,936,Chitta,Tamil-English,Moderate,1984
DOC-000937,937,A-Register,Tamil,Moderate,2018
DOC-000938,938,Sale Deed,Tamil-English,Good,1996
DOC-000939,939,FMB,Tamil,Good,1993
DOC-000940,940,FMB,Tamil,Good,2007
DOC-000941,941,Sale Deed,Tamil,Moderate,2000
DOC-000942,942,FMB,Tamil,Good,1986
DOC-000943,943,FMB,Tamil-English,Moderate,2001
DOC-000944,944,Chitta,Tamil,Good,1980
DOC-000945,945,A-Register,Tamil,Good,2015
DOC-000946,946,FMB,Tamil,Good,2013
DOC-000947,947,A-Register,Tamil,Good,1986
DOC-000948,948,Sale Deed,Tamil,Good,1992
DOC-000949,949,Sale Deed,Tamil,Good,1988
DOC-000950,950,Sale Deed,Tamil,Moderate,2015
DOC-000951,951,Patta,Tamil,Good,1984
DOC-000952,952,A-Register,Tamil,Good,2020
DOC-000953,953,FMB,Tamil,Good,2005
DOC-000954,954,Sale Deed,Tamil,Faded,2007
DOC-000955,955,A-Register,Tamil,Good,1994
DOC-000956,956,Sale Deed,Tamil,Good,1987
DOC-000957,957,FMB,Tamil-English,Poor,2020
DOC-000958,958,A-Register,Tamil,Moderate,2015
DOC-000959,959,Chitta,Tamil,Faded,2011
DOC-000960,960,A-Register,Tamil-English,Good,1999
DOC-000961,961,Mutation Order,Tamil,Poor,1996
DOC-000962,962,Chitta,Tamil,Poor,2004
DOC-000963,963,Mutation Order,Tamil,Moderate,2008
DOC-000964,964,FMB,Tamil-English,Poor,2013
DOC-000965,965,Patta,Tamil-English,Good,2010
DOC-000966,966,Chitta,Tamil,Good,1987
DOC-000967,967,Patta,Tamil,Good,1990
DOC-000968,968,Sale Deed,Tamil,Good,2011
DOC-000969,969,Mutation Order,Tamil,Moderate,2009
DOC-000970,970,Sale Deed,Tamil-English,Faded,2023
DOC-000971,971,Patta,Tamil,Poor,2007
DOC-000972,972,Patta,Tamil,Moderate,2013
DOC-000973,973,Patta,Tamil-English,Poor,2001
DOC-000974,974,Chitta,Tamil-English,Poor,1996
DOC-000975,975,A-Register,Tamil,Moderate,1989
DOC-000976,976,Patta,Tamil,Good,2019
DOC-000977,977,A-Register,Tamil,Good,2020
DOC-000978,978,Mutation Order,Tamil,Good,1981
DOC-000979,979,A-Register,Tamil,Moderate,1996
DOC-000980,980,A-Register,Tamil,Moderate,1991
DOC-000981,981,A-Register,Tamil,Moderate,2010
DOC-000982,982,FMB,Tamil,Good,1984
DOC-000983,983,FMB,English,Faded,2003
DOC-000984,984,Mutation Order,English,Moderate,2015
DOC-000985,985,FMB,Tamil-English,Moderate,2025
DOC-000986,986,FMB,Tamil,Good,1993
DOC-000987,987,FMB,Tamil,Moderate,2016
DOC-000988,988,Patta,Tamil,Moderate,1987
DOC-000989,989,A-Register,Tamil,Good,2022
DOC-000990,990,Chitta,Tamil,Good,2023
DOC-000991,991,Sale Deed,English,Good,1996
DOC-000992,992,FMB,Tamil,Good,2013
DOC-000993,993,FMB,English,Good,2015
DOC-000994,994,Patta,Tamil,Good,1984
DOC-000995,995,Sale Deed,Tamil-English,Moderate,1996
DOC-000996,996,Patta,Tamil,Good,1993
DOC-000997,997,A-Register,Tamil,Good,1991
DOC-000998,998,FMB,Tamil-English,Moderate,2000
DOC-000999,999,Patta,Tamil,Poor,2021
DOC-001000,1000,Patta,Tamil,Poor,1988
DOC-001001,1001,Patta,Tamil-English,Good,1993
DOC-001002,1002,Sale Deed,Tamil,Moderate,2004
DOC-001003,1003,FMB,English,Faded,1985
DOC-001004,1004,A-Register,Tamil-English,Moderate,2019
DOC-001005,1005,Patta,Tamil,Good,2000
DOC-001006,1006,A-Register,English,Poor,2011
DOC-001007,1007,Mutation Order,English,Moderate,1987
DOC-001008,1008,Chitta,English,Good,2014
DOC-001009,1009,Mutation Order,Tamil-English,Good,2015
DOC-001010,1010,Sale Deed,Tamil,Good,2007
DOC-001011,1011,A-Register,English,Moderate,1986
DOC-001012,1012,Sale Deed,Tamil,Good,1990
DOC-001013,1013,A-Register,Tamil,Poor,2023
DOC-001014,1014,Mutation Order,Tamil,Moderate,2000
DOC-001015,1015,Chitta,English,Moderate,2001
DOC-001016,1016,A-Register,Tamil,Moderate,1995
DOC-001017,1017,A-Register,Tamil,Poor,1981
DOC-001018,1018,Patta,Tamil,Good,1993
DOC-001019,1019,Sale Deed,Tamil,Moderate,2024
DOC-001020,1020,Mutation Order,Tamil-English,Good,2022
DOC-001021,1021,Mutation Order,Tamil,Good,2019
DOC-001022,1022,A-Register,Tamil-English,Good,1997
DOC-001023,1023,Sale Deed,Tamil-English,Moderate,1980
DOC-001024,1024,A-Register,Tamil,Good,2000
DOC-001025,1025,A-Register,Tamil-English,Good,2001
DOC-001026,1026,Mutation Order,Tamil,Good,2000
DOC-001027,1027,Sale Deed,Tamil,Moderate,2001
DOC-001028,1028,Mutation Order,Tamil,Moderate,2011
DOC-001029,1029,Mutation Order,Tamil-English,Moderate,1984
DOC-001030,1030,Chitta,English,Moderate,1981
DOC-001031,1031,FMB,Tamil,Good,1994
DOC-001032,1032,Patta,Tamil,Good,2004
DOC-001033,1033,Patta,English,Good,1996
DOC-001034,1034,FMB,Tamil,Good,1990
DOC-001035,1035,Mutation Order,Tamil-English,Poor,2007
DOC-001036,1036,A-Register,English,Good,1992
DOC-001037,1037,Patta,Tamil,Moderate,2022
DOC-001038,1038,Patta,Tamil,Poor,2003
DOC-001039,1039,Chitta,Tamil,Moderate,2009
DOC-001040,1040,A-Register,Tamil,Good,2003
DOC-001041,1041,Mutation Order,Tamil,Good,2002
DOC-001042,1042,Mutation Order,Tamil-English,Good,1991
DOC-001043,1043,Sale Deed,Tamil,Good,2020
DOC-001044,1044,Patta,English,Good,2016
DOC-001045,1045,A-Register,Tamil,Good,1996
DOC-001046,1046,Chitta,Tamil,Moderate,1980
