weather_id,project_id,monsoon_exposure,extreme_rain_events,weather_risk_score
WX-000600,PRJ-02857,Low,1,28.7
WX-000601,PRJ-00108,Low,1,96.6
WX-000602,PRJ-01835,Medium,2,59.5
WX-000603,PRJ-01121,Medium,1,61.0
WX-000604,PRJ-00650,Medium,2,93.4
WX-000605,PRJ-03474,Medium,3,32.6
WX-000606,PRJ-03668,Medium,2,32.4
WX-000607,PRJ-00537,High,2,58.6
WX-000608,PRJ-01745,Low,1,60.8
WX-000609,PRJ-03691,Low,2,86.6
WX-000610,PRJ-04579,Medium,3,10.0
WX-000611,PRJ-03492,Medium,0,80.9
WX-000612,PRJ-01241,Medium,0,87.5
WX-000613,PRJ-02091,Low,2,7.6
WX-000614,PRJ-02223,Low,3,44.3
WX-000615,PRJ-01952,Low,2,60.4
WX-000616,PRJ-03376,Low,2,3.9
WX-000617,PRJ-00071,Medium,3,9.8
WX-000618,PRJ-01933,Medium,3,9.9
WX-000619,PRJ-00098,Low,3,13.0
WX-000620,PRJ-03559,Medium,2,95.5
WX-000621,PRJ-00216,Medium,2,73.1
WX-000622,PRJ-02120,Low,0,42.0
WX-000623,PRJ-00743,Low,5,37.6
WX-000624,PRJ-00029,Low,3,56.3
WX-000625,PRJ-00469,Low,0,30.6
WX-000626,PRJ-01371,Low,2,46.6
WX-000627,PRJ-01423,Low,2,2.7
WX-000628,PRJ-04152,High,3,48.7
WX-000629,PRJ-02189,Medium,1,75.8
WX-000630,PRJ-03233,Low,3,19.3
WX-000631,PRJ-00660,Low,2,7.3
WX-000632,PRJ-03310,High,1,35.9
WX-000633,PRJ-02302,Low,0,86.1
WX-000634,PRJ-03423,Medium,2,73.3
WX-000635,PRJ-00653,Low,1,87.2
WX-000636,PRJ-00768,Medium,3,25.9
WX-000637,PRJ-03181,Low,2,33.5
WX-000638,PRJ-00002,Medium,1,81.0
WX-000639,PRJ-03568,Low,1,33.4
WX-000640,PRJ-02502,High,1,11.6
WX-000641,PRJ-01871,Low,2,74.5
WX-000642,PRJ-00520,Low,3,29.5
WX-000643,PRJ-00579,High,4,27.0
WX-000644,PRJ-00445,Low,1,65.4
WX-000645,PRJ-02113,Low,2,81.4
WX-000646,PRJ-00609,Medium,2,35.6
WX-000647,PRJ-03282,Low,1,88.7
WX-000648,PRJ-02762,Low,1,26.8
WX-000649,PRJ-00092,Low,5,70.4
WX-000650,PRJ-03133,Low,5,26.0
WX-000651,PRJ-03018,Low,3,89.0
WX-000652,PRJ-01254,Medium,2,98.4
WX-000653,PRJ-02101,Low,1,86.6
WX-000654,PRJ-01085,Medium,3,56.1
WX-000655,PRJ-04399,Low,2,75.1
WX-000656,PRJ-01098,Medium,3,10.3
WX-000657,PRJ-03245,Low,1,89.8
WX-000658,PRJ-02129,High,3,26.4
WX-000659,PRJ-01636,Low,2,9.0
WX-000660,PRJ-04921,Medium,3,71.6
WX-000661,PRJ-01625,Medium,0,21.4
WX-000662,PRJ-00182,Medium,1,17.0
WX-000663,PRJ-00364,Medium,3,82.3
WX-000664,PRJ-03698,Low,1,17.8
WX-000665,PRJ-03292,Medium,2,67.5
WX-000666,PRJ-02027,Medium,2,84.6
WX-000667,PRJ-04508,Low,2,79.1
WX-000668,PRJ-00107,Medium,1,40.9
WX-000669,PRJ-00892,Low,0,15.2
WX-000670,PRJ-02960,Medium,1,32.0
WX-000671,PRJ-01162,Medium,1,69.6
WX-000672,PRJ-04423,Low,1,50.9
WX-000673,PRJ-04049,Low,2,17.8
WX-000674,PRJ-00035,Medium,2,46.6
WX-000675,PRJ-00752,Low,2,45.6
WX-000676,PRJ-03273,Medium,1,25.5
WX-000677,PRJ-03692,High,3,75.1
WX-000678,PRJ-01206,Medium,0,61.7
WX-000679,PRJ-04635,Medium,1,22.9
WX-000680,PRJ-01874,Low,1,99.2
WX-000681,PRJ-01916,Low,0,45.7
WX-000682,PRJ-04581,Medium,1,27.0
WX-000683,PRJ-00251,Medium,2,42.4
WX-000684,PRJ-03879,Low,0,23.5
WX-000685,PRJ-02463,Medium,1,45.9
WX-000686,PRJ-00827,Low,2,33.1
WX-000687,PRJ-02355,Medium,2,47.6
WX-000688,PRJ-02142,Low,1,82.3
WX-000689,PRJ-01909,Medium,0,17.6
WX-000690,PRJ-02479,Low,1,51.4
WX-000691,PRJ-00586,Medium,2,29.4
WX-000692,PRJ-00357,Low,1,92.4
WX-000693,PRJ-02383,Low,1,17.6
WX-000694,PRJ-04781,Medium,1,30.6
WX-000695,PRJ-00188,Low,3,18.4
WX-000696,PRJ-01977,Low,0,41.9
WX-000697,PRJ-01694,Medium,2,70.7
WX-000698,PRJ-04246,Low,1,93.3
WX-000699,PRJ-01302,Medium,1,29.0
WX-000700,PRJ-03047,Medium,2,31.3
WX-000701,PRJ-00542,Low,0,32.2
WX-000702,PRJ-01014,Low,0,37.3
WX-000703,PRJ-03085,High,3,55.8
WX-000704,PRJ-04986,Low,2,86.2
WX-000705,PRJ-02245,Medium,2,88.9
WX-000706,PRJ-00891,Medium,2,36.7
WX-000707,PRJ-02026,Medium,0,69.9
WX-000708,PRJ-04560,Medium,4,68.0
WX-000709,PRJ-02998,Low,2,54.6
WX-000710,PRJ-01730,Low,2,10.0
WX-000711,PRJ-04894,Low,1,88.0
WX-000712,PRJ-02512,Medium,2,49.9
WX-000713,PRJ-02122,Medium,0,34.4
WX-000714,PRJ-01302,Low,2,47.0
WX-000715,PRJ-02287,Medium,3,39.9
WX-000716,PRJ-03277,Low,1,39.7
WX-000717,PRJ-04892,Medium,1,80.9
WX-000718,PRJ-00110,Medium,0,92.5
WX-000719,PRJ-04828,Low,2,38.1
WX-000720,PRJ-04868,Medium,1,44.1
WX-000721,PRJ-02430,Medium,3,14.8
WX-000722,PRJ-03844,Low,2,58.8
WX-000723,PRJ-04758,Low,0,32.0
WX-000724,PRJ-01304,Medium,1,4.4
WX-000725,PRJ-01507,Low,0,90.5
WX-000726,PRJ-03975,Medium,2,42.4
WX-000727,PRJ-04241,Low,2,49.5
WX-000728,PRJ-04720,Low,4,69.5
WX-000729,PRJ-03364,Low,3,2.6
WX-000730,PRJ-04677,Low,0,80.5
WX-000731,PRJ-00433,Low,2,97.5
WX-000732,PRJ-01213,Medium,3,44.8
WX-000733,PRJ-01956,Medium,1,51.1
WX-000734,PRJ-03921,Low,2,33.7
WX-000735,PRJ-03779,Low,3,7.7
WX-000736,PRJ-00465,High,3,93.0
WX-000737,PRJ-00550,Medium,3,42.1
WX-000738,PRJ-01872,Low,1,16.3
WX-000739,PRJ-01406,Medium,2,81.1
WX-000740,PRJ-02796,Low,1,93.8
WX-000741,PRJ-01808,Low,1,36.7
WX-000742,PRJ-04996,Low,3,1.4
WX-000743,PRJ-04878,Low,1,94.3
WX-000744,PRJ-01255,Low,1,52.2
WX-000745,PRJ-03703,Medium,4,55.9
WX-000746,PRJ-00219,Medium,4,79.3
WX-000747,PRJ-02503,Low,2,25.4
WX-000748,PRJ-00198,High,1,76.4
WX-000749,PRJ-01341,Low,1,70.9
WX-000750,PRJ-03336,Medium,2,38.4
WX-000751,PRJ-03639,Low,1,33.9
WX-000752,PRJ-00098,Medium,0,89.2
WX-000753,PRJ-04193,Medium,1,70.1
WX-000754,PRJ-00037,Medium,1,47.2
WX-000755,PRJ-00788,Low,1,81.7
WX-000756,PRJ-02350,Low,1,35.7
WX-000757,PRJ-04739,High,0,52.6
WX-000758,PRJ-03209,Medium,1,25.2
WX-000759,PRJ-03489,High,4,77.9
WX-000760,PRJ-02567,Low,1,16.7
WX-000761,PRJ-01296,Medium,4,87.6
WX-000762,PRJ-01078,High,2,33.5
WX-000763,PRJ-01995,Low,3,61.0
WX-000764,PRJ-04831,Medium,0,85.4
WX-000765,PRJ-00276,Medium,1,32.5
WX-000766,PRJ-02439,Low,0,37.1
WX-000767,PRJ-03401,Low,1,98.1
WX-000768,PRJ-04587,Low,2,0.2
WX-000769,PRJ-01401,High,2,68.8
WX-000770,PRJ-01587,Low,1,50.6
WX-000771,PRJ-01670,Low,2,63.1
WX-000772,PRJ-03319,Medium,4,0.7
WX-000773,PRJ-00046,High,4,13.7
WX-000774,PRJ-02341,Medium,3,64.7
WX-000775,PRJ-02642,Medium,0,32.3
WX-000776,PRJ-01623,Low,1,90.0
WX-000777,PRJ-01581,Medium,0,78.8
WX-000778,PRJ-03371,Low,2,75.0
WX-000779,PRJ-01859,Medium,1,68.5
WX-000780,PRJ-02610,Medium,1,34.4
WX-000781,PRJ-03507,Medium,2,38.9
WX-000782,PRJ-04648,Low,1,14.6
WX-000783,PRJ-00266,Low,1,48.1
WX-000784,PRJ-04806,High,2,83.8
WX-000785,PRJ-00537,Low,2,50.3
WX-000786,PRJ-01287,Low,3,55.3
WX-000787,PRJ-00269,Medium,1,24.7
WX-000788,PRJ-01887,Low,5,39.5
WX-000789,PRJ-04363,Medium,5,30.3
WX-000790,PRJ-01257,High,0,64.1
WX-000791,PRJ-01140,Low,4,41.4
WX-000792,PRJ-01341,Low,1,2.7
WX-000793,PRJ-03230,Low,1,13.6
WX-000794,PRJ-03011,Medium,1,13.6
WX-000795,PRJ-02104,Medium,0,36.2
WX-000796,PRJ-04254,Medium,0,11.9
WX-000797,PRJ-00919,Medium,0,8.3
WX-000798,PRJ-04063,High,0,17.2
WX-000799,PRJ-01712,High,1,42.6
WX-000800,PRJ-01197,Medium,1,74.1
WX-000801,PRJ-00733,Low,1,64.2
WX-000802,PRJ-00319,Low,0,31.0
WX-000803,PRJ-03709,Low,3,15.4
WX-000804,PRJ-04039,Low,0,92.7
WX-000805,PRJ-02295,High,1,68.6
WX-000806,PRJ-00756,Medium,3,64.8
WX-000807,PRJ-03924,High,3,44.9
WX-000808,PRJ-04378,Low,2,1.1
WX-000809,PRJ-01446,Medium,4,84.3
WX-000810,PRJ-04855,Medium,6,54.0
WX-000811,PRJ-02181,Medium,2,43.0
WX-000812,PRJ-02306,Low,1,39.6
WX-000813,PRJ-04979,Medium,3,33.6
WX-000814,PRJ-00923,Medium,2,75.1
WX-000815,PRJ-03541,Low,1,23.6
WX-000816,PRJ-03833,Medium,3,2.3
WX-000817,PRJ-00721,Low,1,13.6
WX-000818,PRJ-02435,Low,1,22.8
WX-000819,PRJ-02756,Medium,1,67.4
WX-000820,PRJ-01108,Medium,0,95.6
WX-000821,PRJ-04370,Low,4,41.0
WX-000822,PRJ-04608,Low,0,83.2
WX-000823,PRJ-04401,Low,0,41.1
WX-000824,PRJ-01735,Medium,2,15.4
WX-000825,PRJ-01636,Low,1,53.7
WX-000826,PRJ-01743,Low,4,1.4
WX-000827,PRJ-04160,Low,1,35.7
WX-000828,PRJ-00059,Low,2,41.5
WX-000829,PRJ-04862,Medium,0,29.0
WX-000830,PRJ-01547,Medium,0,81.1
WX-000831,PRJ-03700,Medium,2,73.9
WX-000832,PRJ-00220,High,2,33.3
WX-000833,PRJ-03106,Low,1,1.1
WX-000834,PRJ-01798,Low,3,7.3
WX-000835,PRJ-02738,Low,1,89.7
WX-000836,PRJ-04453,Low,0,78.6
WX-000837,PRJ-01220,Low,1,56.4
WX-000838,PRJ-03934,Low,0,19.0
WX-000839,PRJ-04094,Low,0,30.4
WX-000840,PRJ-03754,Low,1,89.0
WX-000841,PRJ-04277,Low,1,32.2
WX-000842,PRJ-00171,Low,1,53.7
WX-000843,PRJ-04507,Low,1,13.3
WX-000844,PRJ-02401,Low,1,98.0
WX-000845,PRJ-01508,Low,2,65.8
WX-000846,PRJ-04031,Low,1,63.5
WX-000847,PRJ-01654,High,3,57.4
WX-000848,PRJ-04113,High,2,59.7
WX-000849,PRJ-03128,High,0,39.9
WX-000850,PRJ-02956,Low,3,80.8
WX-000851,PRJ-03512,Low,1,60.7
WX-000852,PRJ-02439,Low,2,99.5
WX-000853,PRJ-01298,Low,0,54.0
WX-000854,PRJ-04693,Low,0,46.3
WX-000855,PRJ-02055,Low,1,23.1
WX-000856,PRJ-04416,Medium,3,15.8
WX-000857,PRJ-00562,Low,1,99.3
WX-000858,PRJ-04196,Low,0,72.7
WX-000859,PRJ-02346,Medium,0,51.7
WX-000860,PRJ-00587,Low,1,9.0
WX-000861,PRJ-00382,High,2,88.6
WX-000862,PRJ-02926,High,0,81.5
WX-000863,PRJ-03195,Medium,0,41.7
WX-000864,PRJ-03353,Low,3,82.3
WX-000865,PRJ-01276,Low,2,69.0
WX-000866,PRJ-00750,Medium,1,94.0
WX-000867,PRJ-03057,Medium,4,29.2
WX-000868,PRJ-03095,Medium,1,44.0
WX-000869,PRJ-01257,Medium,2,100.0
WX-000870,PRJ-03254,Low,0,82.4
WX-000871,PRJ-02612,High,0,83.1
WX-000872,PRJ-04863,Low,1,37.1
WX-000873,PRJ-03339,Medium,4,79.5
WX-000874,PRJ-04602,Low,2,55.5
WX-000875,PRJ-00702,Low,2,34.4
WX-000876,PRJ-01230,Low,0,78.3
WX-000877,PRJ-03558,Medium,3,24.3
WX-000878,PRJ-01793,High,2,42.7
WX-000879,PRJ-04511,Low,1,91.3
WX-000880,PRJ-03642,Low,2,33.5
WX-000881,PRJ-03178,Low,1,64.5
WX-000882,PRJ-00589,Medium,2,23.6
WX-000883,PRJ-04029,Low,2,61.7
WX-000884,PRJ-02454,Medium,1,87.5
WX-000885,PRJ-04708,Medium,1,69.7
WX-000886,PRJ-01529,Low,4,2.5
WX-000887,PRJ-04581,Medium,2,86.9
WX-000888,PRJ-04776,High,0,10.9
WX-000889,PRJ-01466,Medium,0,51.5
WX-000890,PRJ-03511,Low,3,2.9
WX-000891,PRJ-04731,High,3,7.3
WX-000892,PRJ-00142,Medium,3,83.9
WX-000893,PRJ-01625,Low,2,96.2
WX-000894,PRJ-01541,Medium,0,11.2
WX-000895,PRJ-00023,Low,1,8.1
WX-000896,PRJ-04990,Low,0,69.5
WX-000897,PRJ-04600,Low,1,68.0
WX-000898,PRJ-00438,Medium,3,94.6
WX-000899,PRJ-04896,Low,5,92.8
WX-000900,PRJ-02348,Medium,3,46.5
WX-000901,PRJ-04786,Medium,2,24.3
WX-000902,PRJ-01476,Medium,2,36.5
WX-000903,PRJ-01284,Low,1,34.1
WX-000904,PRJ-00559,Low,2,39.2
WX-000905,PRJ-04670,Medium,2,1.1
WX-000906,PRJ-02954,Low,0,52.0
WX-000907,PRJ-04946,Low,1,75.1
WX-000908,PRJ-04803,Low,1,13.3
WX-000909,PRJ-03123,Low,1,43.5
WX-000910,PRJ-01551,Low,2,96.5
WX-000911,PRJ-01748,Low,0,67.1
WX-000912,PRJ-02071,High,1,1.6
WX-000913,PRJ-00483,Low,2,37.6
WX-000914,PRJ-02559,Low,0,37.8
WX-000915,PRJ-01121,Low,1,67.9
WX-000916,PRJ-04612,Low,1,37.2
WX-000917,PRJ-00316,Low,0,34.3
WX-000918,PRJ-00853,High,0,87.7
WX-000919,PRJ-01525,Low,0,93.3
WX-000920,PRJ-03727,High,2,59.0
WX-000921,PRJ-02328,Medium,2,96.4
WX-000922,PRJ-01807,Medium,3,20.7
WX-000923,PRJ-01695,High,0,4.3
WX-000924,PRJ-00736,High,4,76.5
WX-000925,PRJ-00712,Medium,1,32.0
WX-000926,PRJ-01449,Medium,0,1.5
WX-000927,PRJ-04845,Medium,3,6.2
WX-000928,PRJ-03142,Low,2,15.9
WX-000929,PRJ-04311,Low,3,0.7
WX-000930,PRJ-00254,Medium,0,27.1
WX-000931,PRJ-02132,Low,3,83.0
WX-000932,PRJ-02154,Low,3,98.8
WX-000933,PRJ-03492,High,1,6.6
WX-000934,PRJ-03715,Medium,2,67.6
WX-000935,PRJ-02305,High,1,85.0
WX-000936,PRJ-04300,Low,1,90.2
WX-000937,PRJ-03625,Low,1,57.4
WX-000938,PRJ-02740,Low,2,25.1
WX-000939,PRJ-00915,Medium,1,52.7
WX-000940,PRJ-03418,Low,2,87.3
WX-000941,PRJ-04808,Medium,1,82.1
WX-000942,PRJ-01872,Medium,1,8.9
WX-000943,PRJ-02952,Medium,2,94.2
WX-000944,PRJ-00663,Low,4,36.3
WX-000945,PRJ-01436,Low,0,31.8
WX-000946,PRJ-04125,Low,0,97.7
WX-000947,PRJ-00093,Medium,1,99.1
WX-000948,PRJ-02858,Medium,0,80.2
WX-000949,PRJ-02855,Low,1,46.1
WX-000950,PRJ-01244,Medium,2,53.5
WX-000951,PRJ-03059,Low,1,78.2
WX-000952,PRJ-01414,Medium,2,73.3
WX-000953,PRJ-02270,Low,2,0.2
WX-000954,PRJ-00617,Medium,1,53.9
WX-000955,PRJ-03155,Medium,2,42.2
WX-000956,PRJ-04553,Low,3,14.4
WX-000957,PRJ-03507,Low,3,88.2
WX-000958,PRJ-00998,Medium,3,31.9
WX-000959,PRJ-03987,Medium,1,52.1
WX-000960,PRJ-03912,Medium,0,29.7
WX-000961,PRJ-03502,Low,2,8.4
WX-000962,PRJ-03827,Low,1,16.6
WX-000963,PRJ-02915,Medium,3,39.0
WX-000964,PRJ-01866,Low,3,58.8
WX-000965,PRJ-02421,Low,1,50.6
WX-000966,PRJ-02840,Medium,0,60.7
WX-000967,PRJ-03583,High,1,78.8
WX-000968,PRJ-04231,Low,1,99.3
WX-000969,PRJ-02445,Low,2,7.5
WX-000970,PRJ-03870,Medium,1,34.0
WX-000971,PRJ-00204,Medium,2,27.9
WX-000972,PRJ-00701,High,0,82.2
WX-000973,PRJ-04019,Low,0,12.8
WX-000974,PRJ-03539,Medium,1,24.0
WX-000975,PRJ-02302,Low,1,82.6
WX-000976,PRJ-00312,Medium,2,72.1
WX-000977,PRJ-01969,Low,3,50.6
WX-000978,PRJ-02625,Low,3,34.0
WX-000979,PRJ-03797,Low,2,28.2
WX-000980,PRJ-03544,High,0,50.1
WX-000981,PRJ-01842,Medium,1,33.5
WX-000982,PRJ-02226,Low,6,11.6
WX-000983,PRJ-03390,Medium,0,4.8
WX-000984,PRJ-02622,Medium,6,61.3
WX-000985,PRJ-00599,Medium,3,0.1
WX-000986,PRJ-04538,Medium,2,27.3
WX-000987,PRJ-03981,High,1,13.0
WX-000988,PRJ-02293,High,0,2.0
WX-000989,PRJ-04927,Medium,1,22.5
WX-000990,PRJ-00463,Low,1,51.5
WX-000991,PRJ-03952,Low,1,10.5
WX-000992,PRJ-01387,Low,2,56.6
WX-000993,PRJ-03817,Medium,2,62.4
WX-000994,PRJ-00267,Medium,0,23.3
WX-000995,PRJ-02197,High,5,54.1
WX-000996,PRJ-04654,Low,0,16.3
WX-000997,PRJ-00652,Low,1,42.2
WX-000998,PRJ-00729,Medium,2,87.5
WX-000999,PRJ-04209,Medium,2,64.4
WX-001000,PRJ-03475,Low,0,47.8
WX-001001,PRJ-03118,High,1,59.2
WX-001002,PRJ-01750,Medium,3,80.9
WX-001003,PRJ-04167,Low,0,73.3
WX-001004,PRJ-00593,High,1,34.7
WX-001005,PRJ-00900,Low,2,38.0
WX-001006,PRJ-01480,Medium,2,35.7
WX-001007,PRJ-00126,Low,1,22.2
WX-001008,PRJ-03908,Low,1,92.2
WX-001009,PRJ-00558,Medium,0,8.7
WX-001010,PRJ-03820,High,1,73.9
WX-001011,PRJ-01053,High,2,98.9
WX-001012,PRJ-01438,Low,0,51.8
WX-001013,PRJ-03590,Medium,3,70.2
WX-001014,PRJ-00712,Low,1,10.8
WX-001015,PRJ-01915,Low,3,71.1
WX-001016,PRJ-02909,Low,2,86.5
WX-001017,PRJ-04862,Medium,1,30.1
WX-001018,PRJ-01658,Medium,0,46.0
WX-001019,PRJ-04834,Low,2,70.1
WX-001020,PRJ-03653,High,2,98.9
WX-001021,PRJ-04755,Low,3,85.4
WX-001022,PRJ-02231,Medium,3,64.2
WX-001023,PRJ-03629,Medium,4,97.8
WX-001024,PRJ-04305,High,0,72.9
WX-001025,PRJ-03402,Low,2,34.7
WX-001026,PRJ-03153,High,2,11.8
WX-001027,PRJ-03944,Low,0,79.7
WX-001028,PRJ-02809,Medium,0,95.8
WX-001029,PRJ-00233,Medium,2,59.7
WX-001030,PRJ-03518,Medium,1,76.0
WX-001031,PRJ-02156,High,2,59.2
WX-001032,PRJ-03755,Medium,3,40.0
WX-001033,PRJ-00460,Medium,3,34.7
WX-001034,PRJ-01713,High,4,69.7
WX-001035,PRJ-01955,Low,0,70.1
WX-001036,PRJ-01218,Low,2,42.5
WX-001037,PRJ-00866,Medium,1,44.1
WX-001038,PRJ-01956,Low,2,46.1
WX-001039,PRJ-03684,Low,0,42.3
WX-001040,PRJ-00678,Low,3,64.1
WX-001041,PRJ-01048,Low,0,50.1
WX-001042,PRJ-01377,Medium,1,23.2
WX-001043,PRJ-02496,Low,1,10.0
WX-001044,PRJ-01772,High,1,53.1
WX-001045,PRJ-04363,Medium,2,56.0
WX-001046,PRJ-01797,Low,1,2.5
WX-001047,PRJ-03609,High,0,85.1
WX-001048,PRJ-03747,Low,0,35.4
WX-001049,PRJ-03164,High,1,51.8
WX-001050,PRJ-02248,High,0,85.8
WX-001051,PRJ-04546,High,1,93.9
WX-001052,PRJ-01084,Low,1,73.6
WX-001053,PRJ-04616,Low,1,60.5
WX-001054,PRJ-04421,High,0,59.8
WX-001055,PRJ-02050,Medium,3,37.2
WX-001056,PRJ-04017,High,0,40.3
WX-001057,PRJ-00637,Low,0,32.7
WX-001058,PRJ-04821,Medium,1,32.5
WX-001059,PRJ-01373,Low,1,65.5
WX-001060,PRJ-01891,Low,1,76.1
WX-001061,PRJ-02698,Low,2,10.7
WX-001062,PRJ-02785,Medium,0,94.0
WX-001063,PRJ-02801,Medium,2,67.8
WX-001064,PRJ-00812,Low,0,22.3
WX-001065,PRJ-02902,Medium,2,68.2
WX-001066,PRJ-02953,Low,3,86.8
WX-001067,PRJ-01072,High,3,43.8
WX-001068,PRJ-04194,Medium,1,20.0
WX-001069,PRJ-01375,Medium,0,98.8
WX-001070,PRJ-01001,Low,1,60.4
WX-001071,PRJ-02194,Low,0,87.0
WX-001072,PRJ-04706,High,2,58.4
WX-001073,PRJ-01065,Medium,2,27.5
WX-001074,PRJ-03525,Medium,2,87.4
WX-001075,PRJ-00139,Low,1,92.6
WX-001076,PRJ-00504,Low,0,87.4
WX-001077,PRJ-00552,Low,7,83.7
WX-001078,PRJ-01079,Medium,1,93.3
WX-001079,PRJ-03841,Medium,1,42.5
WX-001080,PRJ-00273,Low,0,33.8
WX-001081,PRJ-03015,Low,2,18.8
WX-001082,PRJ-00677,Low,1,60.9
WX-001083,PRJ-04901,Low,2,61.1
WX-001084,PRJ-02633,Medium,1,60.5
WX-001085,PRJ-04574,High,2,51.9
WX-001086,PRJ-02921,High,2,15.4
WX-001087,PRJ-00478,Low,0,12.8
WX-001088,PRJ-00055,Low,2,88.2
WX-001089,PRJ-02993,High,2,92.0
WX-001090,PRJ-02053,Low,2,39.3
WX-001091,PRJ-01510,Low,1,98.3
WX-001092,PRJ-01029,Medium,4,21.3
WX-001093,PRJ-02595,Low,1,72.7
WX-001094,PRJ-01818,Low,0,42.4
WX-001095,PRJ-01628,Low,1,0.9
WX-001096,PRJ-00898,High,2,15.8
WX-001097,PRJ-03014,High,0,16.6
WX-001098,PRJ-02986,Low,2,94.4
WX-001099,PRJ-03369,Low,1,25.0
WX-001100,PRJ-04677,Medium,1,2.7
WX-001101,PRJ-04134,Low,2,31.4
WX-001102,PRJ-00617,Low,1,16.5
WX-001103,PRJ-00650,Medium,1,18.1
WX-001104,PRJ-01647,Low,1,69.2
WX-001105,PRJ-01621,Medium,2,35.9
WX-001106,PRJ-00635,Low,0,91.9
WX-001107,PRJ-02544,Low,6,21.2
WX-001108,PRJ-02512,Low,1,76.1
WX-001109,PRJ-00880,High,0,44.8
WX-001110,PRJ-03648,High,2,71.7
WX-001111,PRJ-01972,Low,1,77.7
WX-001112,PRJ-01879,Low,2,83.4
WX-001113,PRJ-04294,Low,0,55.4
WX-001114,PRJ-02352,Low,3,44.9
WX-001115,PRJ-01588,Medium,0,0.4
WX-001116,PRJ-00118,Low,0,29.7
WX-001117,PRJ-00581,Low,1,70.2
WX-001118,PRJ-03814,Low,2,55.2
WX-001119,PRJ-00810,Medium,1,96.6
WX-001120,PRJ-02054,Low,1,46.1
WX-001121,PRJ-04265,Medium,1,97.2
WX-001122,PRJ-03389,Medium,0,83.2
WX-001123,PRJ-03687,Medium,1,82.6
WX-001124,PRJ-03887,Medium,0,0.6
WX-001125,PRJ-03582,Medium,0,65.9
WX-001126,PRJ-03839,Low,1,83.1
WX-001127,PRJ-00972,High,4,30.1
WX-001128,PRJ-03165,Medium,1,67.2
WX-001129,PRJ-04350,Low,2,86.2
WX-001130,PRJ-03601,Low,1,92.9
WX-001131,PRJ-04437,Medium,1,59.6
WX-001132,PRJ-04441,Medium,1,99.9
WX-001133,PRJ-00088,Low,2,74.3
WX-001134,PRJ-01786,Low,0,87.0
WX-001135,PRJ-04058,Low,1,17.5
WX-001136,PRJ-00225,Low,0,6.5
WX-001137,PRJ-00879,Medium,0,10.6
WX-001138,PRJ-04767,Low,2,61.4
WX-001139,PRJ-01216,Low,0,10.1
WX-001140,PRJ-00723,Low,0,52.6
WX-001141,PRJ-02779,Low,1,72.3
WX-001142,PRJ-04585,High,0,6.3
WX-001143,PRJ-00634,Medium,0,58.2
WX-001144,PRJ-04599,Medium,2,42.4
WX-001145,PRJ-04070,Medium,0,6.6
WX-001146,PRJ-04023,Medium,4,1.6
WX-001147,PRJ-01906,High,3,34.0
WX-001148,PRJ-04491,High,3,53.1
WX-001149,PRJ-02429,Low,1,48.9
WX-001150,PRJ-01714,High,2,16.4
WX-001151,PRJ-00421,Medium,1,12.0
WX-001152,PRJ-02899,Low,3,26.9
WX-001153,PRJ-02010,Medium,3,58.2
WX-001154,PRJ-02716,Low,1,15.7
WX-001155,PRJ-02978,Medium,3,7.8
WX-001156,PRJ-02487,Low,0,97.2
WX-001157,PRJ-00981,Low,0,58.7
WX-001158,PRJ-01530,Medium,0,24.8
WX-001159,PRJ-02434,Low,0,57.3
WX-001160,PRJ-03431,Medium,2,43.5
WX-001161,PRJ-00791,Low,0,5.4
WX-001162,PRJ-03268,Low,3,56.9
WX-001163,PRJ-03940,Medium,3,88.5
WX-001164,PRJ-03881,Low,2,28.0
WX-001165,PRJ-03327,Medium,0,21.1
WX-001166,PRJ-00008,Low,3,33.6
WX-001167,PRJ-03405,Low,0,55.9
WX-001168,PRJ-01017,Medium,3,69.9
WX-001169,PRJ-02950,Medium,1,8.7
WX-001170,PRJ-03152,Low,7,40.9
WX-001171,PRJ-04338,Low,0,24.4
WX-001172,PRJ-02488,Medium,1,47.9
WX-001173,PRJ-02122,Medium,2,85.9
WX-001174,PRJ-04315,Low,1,36.4
WX-001175,PRJ-01148,Low,1,48.9
WX-001176,PRJ-00185,Low,0,58.4
WX-001177,PRJ-03986,High,1,0.3
WX-001178,PRJ-02978,High,1,6.7
WX-001179,PRJ-03820,Low,1,76.8
WX-001180,PRJ-02292,Medium,1,71.2
WX-001181,PRJ-03434,Low,1,98.4
WX-001182,PRJ-04590,High,1,90.1
WX-001183,PRJ-02059,Medium,0,25.8
WX-001184,PRJ-01616,High,0,95.5
WX-001185,PRJ-02159,Low,0,22.8
WX-001186,PRJ-02118,High,2,44.1
WX-001187,PRJ-03798,Low,2,21.3
WX-001188,PRJ-00174,High,1,8.7
WX-001189,PRJ-01143,Medium,1,15.4
WX-001190,PRJ-04634,Medium,0,90.1
WX-001191,PRJ-01672,Medium,1,58.2
WX-001192,PRJ-03395,Medium,2,78.2
WX-001193,PRJ-02704,Low,1,48.3
WX-001194,PRJ-03483,Low,0,64.3
WX-001195,PRJ-00390,Low,0,77.0
WX-001196,PRJ-02793,Medium,1,12.1
WX-001197,PRJ-03619,Low,3,71.6
WX-001198,PRJ-03095,Medium,0,72.2
WX-001199,PRJ-03906,Low,4,45.3
WX-001200,PRJ-04822,Low,1,4.9
