project_id,parcel_id,case_id,land_required,affected_family_count,priority
PRJ-03042,PAR-000442,CASE-000442,0.858,2,Strategic
PRJ-03346,PAR-000443,CASE-000443,0.396,2,High
PRJ-04767,PAR-000444,CASE-000444,0.851,2,Strategic
PRJ-04973,PAR-000445,CASE-000445,1.439,3,High
PRJ-04587,PAR-000446,CASE-000446,0.616,3,High
PRJ-02541,PAR-000447,CASE-000447,0.722,4,Strategic
PRJ-00426,PAR-000448,CASE-000448,0.271,3,Normal
PRJ-02317,PAR-000449,CASE-000449,1.318,2,Strategic
PRJ-01886,PAR-000450,CASE-000450,0.654,4,High
PRJ-02754,PAR-000451,CASE-000451,0.597,1,Normal
PRJ-00022,PAR-000452,CASE-000452,0.623,2,Normal
PRJ-00716,PAR-000453,CASE-000453,0.33,2,High
PRJ-03755,PAR-000454,CASE-000454,1.611,2,Normal
PRJ-02338,PAR-000455,CASE-000455,0.491,1,Normal
PRJ-03937,PAR-000456,CASE-000456,0.625,3,High
PRJ-03469,PAR-000457,CASE-000457,0.293,1,Normal
PRJ-01184,PAR-000458,CASE-000458,0.691,4,Normal
PRJ-00464,PAR-000459,CASE-000459,1.703,1,High
PRJ-01976,PAR-000460,CASE-000460,0.373,3,Normal
PRJ-01869,PAR-000461,CASE-000461,0.368,2,Normal
PRJ-01265,PAR-000462,CASE-000462,0.799,3,High
PRJ-02492,PAR-000463,CASE-000463,0.994,2,Normal
PRJ-02844,PAR-000464,CASE-000464,0.318,4,High
PRJ-03328,PAR-000465,CASE-000465,1.206,2,Normal
PRJ-04451,PAR-000466,CASE-000466,1.722,1,Strategic
PRJ-02435,PAR-000467,CASE-000467,1.329,3,Normal
PRJ-03547,PAR-000468,CASE-000468,0.585,3,High
PRJ-03162,PAR-000469,CASE-000469,0.895,2,Normal
PRJ-01118,PAR-000470,CASE-000470,1.707,3,Normal
PRJ-01508,PAR-000471,CASE-000471,0.225,2,Strategic
PRJ-00273,PAR-000472,CASE-000472,1.162,2,Normal
PRJ-03816,PAR-000473,CASE-000473,0.408,3,High
PRJ-03875,PAR-000474,CASE-000474,1.21,3,Strategic
PRJ-00864,PAR-000475,CASE-000475,0.338,1,High
PRJ-01815,PAR-000476,CASE-000476,1.238,2,Normal
PRJ-03165,PAR-000477,CASE-000477,0.651,2,Normal
PRJ-00652,PAR-000478,CASE-000478,1.634,3,High
PRJ-04239,PAR-000479,CASE-000479,0.757,2,Normal
PRJ-01988,PAR-000480,CASE-000480,3.279,2,Normal
PRJ-04130,PAR-000481,CASE-000481,0.375,2,Normal
PRJ-00374,PAR-000482,CASE-000482,0.567,2,Normal
PRJ-02866,PAR-000483,CASE-000483,3.441,3,Strategic
PRJ-00548,PAR-000484,CASE-000484,0.992,2,Normal
PRJ-02260,PAR-000485,CASE-000485,0.516,2,Strategic
PRJ-03156,PAR-000486,CASE-000486,0.428,3,Normal
PRJ-01466,PAR-000487,CASE-000487,0.875,2,Normal
PRJ-02106,PAR-000488,CASE-000488,0.504,1,Normal
PRJ-01501,PAR-000489,CASE-000489,0.476,5,Normal
PRJ-01538,PAR-000490,CASE-000490,0.25,3,Normal
PRJ-02289,PAR-000491,CASE-000491,0.733,3,Normal
PRJ-01259,PAR-000492,CASE-000492,0.195,3,Normal
PRJ-01084,PAR-000493,CASE-000493,0.803,2,High
PRJ-04389,PAR-000494,CASE-000494,0.554,1,High
PRJ-04552,PAR-000495,CASE-000495,0.63,1,Normal
PRJ-02351,PAR-000496,CASE-000496,1.306,1,Normal
PRJ-04629,PAR-000497,CASE-000497,0.706,2,High
PRJ-03093,PAR-000498,CASE-000498,1.248,4,Normal
PRJ-03010,PAR-000499,CASE-000499,0.614,3,Normal
PRJ-04957,PAR-000500,CASE-000500,0.715,1,Normal
PRJ-03713,PAR-000501,CASE-000501,0.811,2,Normal
PRJ-04437,PAR-000502,CASE-000502,1.145,3,High
PRJ-00745,PAR-000503,CASE-000503,1.349,1,High
PRJ-00305,PAR-000504,CASE-000504,0.333,3,High
PRJ-02693,PAR-000505,CASE-000505,0.544,1,Normal
PRJ-00619,PAR-000506,CASE-000506,0.79,2,High
PRJ-04895,PAR-000507,CASE-000507,1.358,2,High
PRJ-01145,PAR-000508,CASE-000508,0.462,4,High
PRJ-04577,PAR-000509,CASE-000509,0.275,2,Normal
PRJ-02401,PAR-000510,CASE-000510,0.538,1,Normal
PRJ-02819,PAR-000511,CASE-000511,1.08,4,Strategic
PRJ-00035,PAR-000512,CASE-000512,0.883,4,Normal
PRJ-02567,PAR-000513,CASE-000513,0.629,2,Normal
PRJ-02177,PAR-000514,CASE-000514,0.414,3,Normal
PRJ-00474,PAR-000515,CASE-000515,0.55,2,Normal
PRJ-01283,PAR-000516,CASE-000516,2.646,4,Normal
PRJ-03161,PAR-000517,CASE-000517,0.245,3,Normal
PRJ-04826,PAR-000518,CASE-000518,1.033,2,Normal
PRJ-01316,PAR-000519,CASE-000519,0.287,3,Normal
PRJ-02585,PAR-000520,CASE-000520,0.345,2,High
PRJ-01625,PAR-000521,CASE-000521,0.64,2,Strategic
PRJ-03509,PAR-000522,CASE-000522,2.039,3,Normal
PRJ-04374,PAR-000523,CASE-000523,0.297,2,Normal
PRJ-03032,PAR-000524,CASE-000524,0.359,2,High
PRJ-02769,PAR-000525,CASE-000525,0.634,4,High
PRJ-00093,PAR-000526,CASE-000526,1.533,1,High
PRJ-01939,PAR-000527,CASE-000527,0.393,1,Normal
PRJ-02008,PAR-000528,CASE-000528,1.612,1,Normal
PRJ-01728,PAR-000529,CASE-000529,0.767,2,Normal
PRJ-01327,PAR-000530,CASE-000530,1.779,4,Normal
PRJ-02822,PAR-000531,CASE-000531,0.579,1,Strategic
PRJ-04076,PAR-000532,CASE-000532,0.969,3,High
PRJ-01742,PAR-000533,CASE-000533,0.562,2,Normal
PRJ-00927,PAR-000534,CASE-000534,1.142,1,High
PRJ-02859,PAR-000535,CASE-000535,7.943,4,High
PRJ-01119,PAR-000536,CASE-000536,0.518,2,High
PRJ-02913,PAR-000537,CASE-000537,0.884,4,High
PRJ-02064,PAR-000538,CASE-000538,0.675,3,Normal
PRJ-04551,PAR-000539,CASE-000539,0.74,3,Normal
PRJ-01035,PAR-000540,CASE-000540,1.456,4,Normal
PRJ-02844,PAR-000541,CASE-000541,1.9,3,High
PRJ-00039,PAR-000542,CASE-000542,0.538,2,Normal
PRJ-00084,PAR-000543,CASE-000543,1.122,4,High
PRJ-00285,PAR-000544,CASE-000544,0.868,2,High
PRJ-00496,PAR-000545,CASE-000545,0.266,1,Normal
PRJ-01332,PAR-000546,CASE-000546,1.224,2,Normal
PRJ-01491,PAR-000547,CASE-000547,2.121,2,Normal
PRJ-04869,PAR-000548,CASE-000548,0.32,3,High
PRJ-04884,PAR-000549,CASE-000549,0.474,3,Normal
PRJ-01585,PAR-000550,CASE-000550,1.597,3,Normal
PRJ-02470,PAR-000551,CASE-000551,0.592,3,Normal
PRJ-01007,PAR-000552,CASE-000552,1.093,2,Normal
PRJ-04468,PAR-000553,CASE-000553,1.241,3,Normal
PRJ-00113,PAR-000554,CASE-000554,0.703,3,Normal
PRJ-04986,PAR-000555,CASE-000555,0.659,2,High
PRJ-02856,PAR-000556,CASE-000556,1.319,2,Normal
PRJ-00818,PAR-000557,CASE-000557,0.056,2,Normal
PRJ-01336,PAR-000558,CASE-000558,0.373,2,Normal
PRJ-01120,PAR-000559,CASE-000559,0.245,2,High
PRJ-02291,PAR-000560,CASE-000560,0.81,3,Normal
PRJ-02210,PAR-000561,CASE-000561,0.922,2,Normal
PRJ-00336,PAR-000562,CASE-000562,0.944,2,Strategic
PRJ-00068,PAR-000563,CASE-000563,1.196,2,Normal
PRJ-03627,PAR-000564,CASE-000564,1.275,2,Normal
PRJ-02867,PAR-000565,CASE-000565,0.962,4,Normal
PRJ-01429,PAR-000566,CASE-000566,1.281,3,High
PRJ-04236,PAR-000567,CASE-000567,4.211,3,Normal
PRJ-04698,PAR-000568,CASE-000568,1.574,2,Normal
PRJ-03200,PAR-000569,CASE-000569,0.308,2,High
PRJ-03174,PAR-000570,CASE-000570,1.293,3,High
PRJ-00671,PAR-000571,CASE-000571,1.679,3,High
PRJ-03613,PAR-000572,CASE-000572,1.93,4,Normal
PRJ-04462,PAR-000573,CASE-000573,0.221,2,Normal
PRJ-03657,PAR-000574,CASE-000574,0.809,1,Normal
PRJ-02351,PAR-000575,CASE-000575,1.688,2,Normal
PRJ-02909,PAR-000576,CASE-000576,1.957,2,High
PRJ-03239,PAR-000577,CASE-000577,0.148,2,Normal
PRJ-02084,PAR-000578,CASE-000578,0.719,2,High
PRJ-02447,PAR-000579,CASE-000579,1.12,3,Normal
PRJ-02699,PAR-000580,CASE-000580,0.368,1,High
PRJ-00445,PAR-000581,CASE-000581,2.915,2,Normal
PRJ-03300,PAR-000582,CASE-000582,3.533,2,Normal
PRJ-02210,PAR-000583,CASE-000583,1.132,2,Normal
PRJ-02641,PAR-000584,CASE-000584,0.298,1,Normal
PRJ-03828,PAR-000585,CASE-000585,4.034,2,Normal
PRJ-04641,PAR-000586,CASE-000586,0.869,2,Strategic
PRJ-02951,PAR-000587,CASE-000587,1.171,3,Normal
PRJ-01601,PAR-000588,CASE-000588,0.401,2,Normal
PRJ-02029,PAR-000589,CASE-000589,1.303,2,Normal
PRJ-03115,PAR-000590,CASE-000590,0.423,1,High
PRJ-03050,PAR-000591,CASE-000591,0.663,2,High
PRJ-04555,PAR-000592,CASE-000592,0.876,1,High
PRJ-02404,PAR-000593,CASE-000593,0.772,2,Strategic
PRJ-04415,PAR-000594,CASE-000594,2.42,2,Normal
PRJ-00805,PAR-000595,CASE-000595,0.473,2,High
PRJ-04287,PAR-000596,CASE-000596,2.674,3,Strategic
PRJ-04820,PAR-000597,CASE-000597,0.652,2,High
PRJ-00784,PAR-000598,CASE-000598,0.177,1,Normal
PRJ-02445,PAR-000599,CASE-000599,2.134,2,High
PRJ-02857,PAR-000600,CASE-000600,1.168,2,High
PRJ-00108,PAR-000601,CASE-000601,1.345,4,Normal
PRJ-01835,PAR-000602,CASE-000602,0.649,2,High
PRJ-01121,PAR-000603,CASE-000603,0.929,4,Normal
PRJ-00650,PAR-000604,CASE-000604,0.714,1,Normal
PRJ-03474,PAR-000605,CASE-000605,1.531,4,High
PRJ-03668,PAR-000606,CASE-000606,1.187,2,High
PRJ-00537,PAR-000607,CASE-000607,1.95,3,Normal
PRJ-01745,PAR-000608,CASE-000608,1.086,3,High
PRJ-03691,PAR-000609,CASE-000609,1.471,1,Normal
PRJ-04579,PAR-000610,CASE-000610,1.547,2,High
PRJ-03492,PAR-000611,CASE-000611,1.153,4,High
PRJ-01241,PAR-000612,CASE-000612,1.088,2,Normal
PRJ-02091,PAR-000613,CASE-000613,1.559,2,High
PRJ-02223,PAR-000614,CASE-000614,0.27,1,Normal
PRJ-01952,PAR-000615,CASE-000615,0.881,1,Normal
PRJ-03376,PAR-000616,CASE-000616,3.992,1,Normal
PRJ-00071,PAR-000617,CASE-000617,0.543,1,Normal
PRJ-01933,PAR-000618,CASE-000618,0.524,5,High
PRJ-00098,PAR-000619,CASE-000619,0.202,1,Normal
PRJ-03559,PAR-000620,CASE-000620,0.985,3,Normal
PRJ-00216,PAR-000621,CASE-000621,2.245,1,Normal
PRJ-02120,PAR-000622,CASE-000622,1.023,2,Normal
PRJ-00743,PAR-000623,CASE-000623,7.176,2,Normal
PRJ-00029,PAR-000624,CASE-000624,0.92,3,Normal
PRJ-00469,PAR-000625,CASE-000625,1.299,3,Normal
PRJ-01371,PAR-000626,CASE-000626,1.088,4,Strategic
PRJ-01423,PAR-000627,CASE-000627,0.601,4,High
PRJ-04152,PAR-000628,CASE-000628,1.381,3,High
PRJ-02189,PAR-000629,CASE-000629,1.417,1,Normal
PRJ-03233,PAR-000630,CASE-000630,0.355,2,Strategic
PRJ-00660,PAR-000631,CASE-000631,1.297,2,Normal
PRJ-03310,PAR-000632,CASE-000632,0.613,3,Normal
PRJ-02302,PAR-000633,CASE-000633,0.603,3,Normal
PRJ-03423,PAR-000634,CASE-000634,0.477,2,High
PRJ-00653,PAR-000635,CASE-000635,2.667,3,High
PRJ-00768,PAR-000636,CASE-000636,0.112,2,Normal
PRJ-03181,PAR-000637,CASE-000637,0.719,1,Strategic
PRJ-00002,PAR-000638,CASE-000638,1.617,1,Normal
PRJ-03568,PAR-000639,CASE-000639,0.221,1,High
PRJ-02502,PAR-000640,CASE-000640,0.996,2,Normal
PRJ-01871,PAR-000641,CASE-000641,0.747,3,Normal
PRJ-00520,PAR-000642,CASE-000642,1.006,2,Normal
PRJ-00579,PAR-000643,CASE-000643,2.392,2,Strategic
PRJ-00445,PAR-000644,CASE-000644,0.664,1,Normal
PRJ-02113,PAR-000645,CASE-000645,0.397,2,High
PRJ-00609,PAR-000646,CASE-000646,0.485,2,High
PRJ-03282,PAR-000647,CASE-000647,0.669,2,Normal
PRJ-02762,PAR-000648,CASE-000648,3.031,3,Normal
PRJ-00092,PAR-000649,CASE-000649,0.553,3,Normal
PRJ-03133,PAR-000650,CASE-000650,0.945,2,High
PRJ-03018,PAR-000651,CASE-000651,1.768,2,Normal
PRJ-01254,PAR-000652,CASE-000652,0.293,4,Normal
PRJ-02101,PAR-000653,CASE-000653,1.146,3,Normal
PRJ-01085,PAR-000654,CASE-000654,1.112,1,Normal
PRJ-04399,PAR-000655,CASE-000655,1.89,3,Normal
PRJ-01098,PAR-000656,CASE-000656,1.249,2,Normal
PRJ-03245,PAR-000657,CASE-000657,0.689,3,High
PRJ-02129,PAR-000658,CASE-000658,0.642,3,High
PRJ-01636,PAR-000659,CASE-000659,0.677,2,Normal
PRJ-04921,PAR-000660,CASE-000660,0.474,1,Normal
PRJ-01625,PAR-000661,CASE-000661,0.319,1,Normal
PRJ-00182,PAR-000662,CASE-000662,2.409,3,Normal
PRJ-00364,PAR-000663,CASE-000663,2.179,2,High
PRJ-03698,PAR-000664,CASE-000664,0.2,3,Normal
PRJ-03292,PAR-000665,CASE-000665,5.982,1,Normal
PRJ-02027,PAR-000666,CASE-000666,0.422,2,Normal
PRJ-04508,PAR-000667,CASE-000667,3.686,3,High
PRJ-00107,PAR-000668,CASE-000668,2.219,1,Strategic
PRJ-00892,PAR-000669,CASE-000669,1.982,3,Normal
PRJ-02960,PAR-000670,CASE-000670,1.691,3,Strategic
PRJ-01162,PAR-000671,CASE-000671,0.975,3,Normal
PRJ-04423,PAR-000672,CASE-000672,0.677,1,Normal
PRJ-04049,PAR-000673,CASE-000673,0.472,3,High
PRJ-00035,PAR-000674,CASE-000674,0.251,4,Normal
PRJ-00752,PAR-000675,CASE-000675,1.465,3,High
PRJ-03273,PAR-000676,CASE-000676,3.132,2,High
PRJ-03692,PAR-000677,CASE-000677,1.403,2,Normal
PRJ-01206,PAR-000678,CASE-000678,0.946,1,High
PRJ-04635,PAR-000679,CASE-000679,0.594,4,Strategic
PRJ-01874,PAR-000680,CASE-000680,0.782,1,High
PRJ-01916,PAR-000681,CASE-000681,1.787,3,High
PRJ-04581,PAR-000682,CASE-000682,1.149,3,High
PRJ-00251,PAR-000683,CASE-000683,1.169,1,Normal
PRJ-03879,PAR-000684,CASE-000684,0.443,2,Normal
PRJ-02463,PAR-000685,CASE-000685,0.418,4,Normal
PRJ-00827,PAR-000686,CASE-000686,0.255,2,High
PRJ-02355,PAR-000687,CASE-000687,0.374,1,Normal
PRJ-02142,PAR-000688,CASE-000688,2.947,3,Normal
PRJ-01909,PAR-000689,CASE-000689,3.978,3,Normal
PRJ-02479,PAR-000690,CASE-000690,0.355,4,Normal
PRJ-00586,PAR-000691,CASE-000691,0.421,1,High
PRJ-00357,PAR-000692,CASE-000692,1.981,2,Normal
PRJ-02383,PAR-000693,CASE-000693,0.802,3,High
PRJ-04781,PAR-000694,CASE-000694,0.421,3,Normal
PRJ-00188,PAR-000695,CASE-000695,1.52,3,High
PRJ-01977,PAR-000696,CASE-000696,1.005,2,Normal
PRJ-01694,PAR-000697,CASE-000697,1.284,2,Normal
PRJ-04246,PAR-000698,CASE-000698,2.206,2,Normal
PRJ-01302,PAR-000699,CASE-000699,2.198,2,Normal
PRJ-03047,PAR-000700,CASE-000700,0.682,2,Normal
PRJ-00542,PAR-000701,CASE-000701,1.063,3,Normal
PRJ-01014,PAR-000702,CASE-000702,3.13,2,Normal
PRJ-03085,PAR-000703,CASE-000703,0.331,2,Normal
PRJ-04986,PAR-000704,CASE-000704,1.594,1,Normal
PRJ-02245,PAR-000705,CASE-000705,3.611,3,Normal
PRJ-00891,PAR-000706,CASE-000706,1.954,3,Normal
PRJ-02026,PAR-000707,CASE-000707,2.299,4,Normal
PRJ-04560,PAR-000708,CASE-000708,0.461,3,Normal
PRJ-02998,PAR-000709,CASE-000709,0.785,2,High
PRJ-01730,PAR-000710,CASE-000710,0.557,2,Normal
PRJ-04894,PAR-000711,CASE-000711,0.588,3,Normal
PRJ-02512,PAR-000712,CASE-000712,0.51,2,Normal
PRJ-02122,PAR-000713,CASE-000713,0.252,1,High
PRJ-01302,PAR-000714,CASE-000714,1.541,4,Normal
PRJ-02287,PAR-000715,CASE-000715,0.761,2,Strategic
PRJ-03277,PAR-000716,CASE-000716,0.755,3,Normal
PRJ-04892,PAR-000717,CASE-000717,0.858,3,Normal
PRJ-00110,PAR-000718,CASE-000718,0.552,3,High
PRJ-04828,PAR-000719,CASE-000719,3.505,2,High
PRJ-04868,PAR-000720,CASE-000720,0.165,1,Normal
PRJ-02430,PAR-000721,CASE-000721,0.705,2,Normal
PRJ-03844,PAR-000722,CASE-000722,0.396,2,Normal
PRJ-04758,PAR-000723,CASE-000723,0.881,3,Normal
PRJ-01304,PAR-000724,CASE-000724,0.417,3,Normal
PRJ-01507,PAR-000725,CASE-000725,1.162,2,Normal
PRJ-03975,PAR-000726,CASE-000726,0.29,2,Normal
PRJ-04241,PAR-000727,CASE-000727,3.398,1,High
PRJ-04720,PAR-000728,CASE-000728,1.74,3,High
PRJ-03364,PAR-000729,CASE-000729,0.472,1,Normal
PRJ-04677,PAR-000730,CASE-000730,1.014,1,Normal
PRJ-00433,PAR-000731,CASE-000731,1.484,4,High
PRJ-01213,PAR-000732,CASE-000732,0.994,3,Normal
PRJ-01956,PAR-000733,CASE-000733,1.272,3,Normal
PRJ-03921,PAR-000734,CASE-000734,0.604,2,High
PRJ-03779,PAR-000735,CASE-000735,0.323,1,Normal
PRJ-00465,PAR-000736,CASE-000736,0.941,3,Normal
PRJ-00550,PAR-000737,CASE-000737,0.642,5,Normal
PRJ-01872,PAR-000738,CASE-000738,0.992,3,High
PRJ-01406,PAR-000739,CASE-000739,0.897,4,Normal
PRJ-02796,PAR-000740,CASE-000740,2.275,2,Normal
PRJ-01808,PAR-000741,CASE-000741,0.814,3,Strategic
PRJ-04996,PAR-000742,CASE-000742,0.272,3,Normal
PRJ-04878,PAR-000743,CASE-000743,0.507,2,Normal
PRJ-01255,PAR-000744,CASE-000744,0.341,2,High
PRJ-03703,PAR-000745,CASE-000745,0.373,2,High
PRJ-00219,PAR-000746,CASE-000746,1.983,1,Normal
PRJ-02503,PAR-000747,CASE-000747,0.183,3,Normal
PRJ-00198,PAR-000748,CASE-000748,0.157,3,Normal
PRJ-01341,PAR-000749,CASE-000749,0.775,1,Normal
PRJ-03336,PAR-000750,CASE-000750,3.441,3,High
PRJ-03639,PAR-000751,CASE-000751,0.717,4,Normal
PRJ-00098,PAR-000752,CASE-000752,0.461,2,Normal
PRJ-04193,PAR-000753,CASE-000753,0.714,2,Normal
PRJ-00037,PAR-000754,CASE-000754,2.383,3,Normal
PRJ-00788,PAR-000755,CASE-000755,0.523,4,Normal
PRJ-02350,PAR-000756,CASE-000756,0.421,4,Normal
PRJ-04739,PAR-000757,CASE-000757,1.413,3,High
PRJ-03209,PAR-000758,CASE-000758,0.513,1,High
PRJ-03489,PAR-000759,CASE-000759,2.445,2,Strategic
PRJ-02567,PAR-000760,CASE-000760,3.239,3,Normal
PRJ-01296,PAR-000761,CASE-000761,0.512,2,Normal
PRJ-01078,PAR-000762,CASE-000762,1.04,2,Normal
PRJ-01995,PAR-000763,CASE-000763,1.427,5,Normal
PRJ-04831,PAR-000764,CASE-000764,0.435,1,Normal
PRJ-00276,PAR-000765,CASE-000765,0.356,1,Normal
PRJ-02439,PAR-000766,CASE-000766,0.591,2,Normal
PRJ-03401,PAR-000767,CASE-000767,0.46,2,Normal
PRJ-04587,PAR-000768,CASE-000768,0.29,2,Strategic
PRJ-01401,PAR-000769,CASE-000769,2.419,3,High
PRJ-01587,PAR-000770,CASE-000770,2.727,1,Normal
PRJ-01670,PAR-000771,CASE-000771,1.753,2,High
PRJ-03319,PAR-000772,CASE-000772,0.833,2,Normal
PRJ-00046,PAR-000773,CASE-000773,1.336,2,Normal
PRJ-02341,PAR-000774,CASE-000774,0.763,3,Normal
PRJ-02642,PAR-000775,CASE-000775,1.168,2,Normal
PRJ-01623,PAR-000776,CASE-000776,0.563,2,Normal
PRJ-01581,PAR-000777,CASE-000777,1.132,1,High
PRJ-03371,PAR-000778,CASE-000778,2.497,2,High
PRJ-01859,PAR-000779,CASE-000779,1.804,2,High
PRJ-02610,PAR-000780,CASE-000780,0.255,3,Strategic
PRJ-03507,PAR-000781,CASE-000781,0.889,4,Normal
PRJ-04648,PAR-000782,CASE-000782,0.616,2,Normal
PRJ-00266,PAR-000783,CASE-000783,0.387,2,High
PRJ-04806,PAR-000784,CASE-000784,0.342,2,Strategic
PRJ-00537,PAR-000785,CASE-000785,0.342,3,Normal
PRJ-01287,PAR-000786,CASE-000786,1.745,2,Strategic
PRJ-00269,PAR-000787,CASE-000787,0.989,2,High
PRJ-01887,PAR-000788,CASE-000788,0.377,3,High
PRJ-04363,PAR-000789,CASE-000789,0.327,1,High
PRJ-01257,PAR-000790,CASE-000790,0.571,2,High
PRJ-01140,PAR-000791,CASE-000791,0.595,2,Normal
PRJ-01341,PAR-000792,CASE-000792,2.972,1,High
PRJ-03230,PAR-000793,CASE-000793,0.63,3,Normal
PRJ-03011,PAR-000794,CASE-000794,1.158,1,Strategic
PRJ-02104,PAR-000795,CASE-000795,0.637,1,High
PRJ-04254,PAR-000796,CASE-000796,1.937,2,Normal
PRJ-00919,PAR-000797,CASE-000797,4.333,2,Normal
PRJ-04063,PAR-000798,CASE-000798,0.798,2,Normal
PRJ-01712,PAR-000799,CASE-000799,1.249,2,High
PRJ-01197,PAR-000800,CASE-000800,0.263,4,Normal
PRJ-00733,PAR-000801,CASE-000801,1.038,3,High
PRJ-00319,PAR-000802,CASE-000802,0.585,2,Normal
PRJ-03709,PAR-000803,CASE-000803,2.163,2,Normal
PRJ-04039,PAR-000804,CASE-000804,2.327,3,Strategic
PRJ-02295,PAR-000805,CASE-000805,1.54,1,Strategic
PRJ-00756,PAR-000806,CASE-000806,0.474,3,Normal
PRJ-03924,PAR-000807,CASE-000807,1.03,2,Normal
PRJ-04378,PAR-000808,CASE-000808,0.525,3,Strategic
PRJ-01446,PAR-000809,CASE-000809,1.116,1,Normal
PRJ-04855,PAR-000810,CASE-000810,1.051,1,Normal
PRJ-02181,PAR-000811,CASE-000811,0.504,4,Normal
PRJ-02306,PAR-000812,CASE-000812,0.293,2,High
PRJ-04979,PAR-000813,CASE-000813,1.308,4,Normal
PRJ-00923,PAR-000814,CASE-000814,1.086,3,Strategic
PRJ-03541,PAR-000815,CASE-000815,1.019,3,Normal
PRJ-03833,PAR-000816,CASE-000816,0.626,2,Normal
PRJ-00721,PAR-000817,CASE-000817,0.525,4,Normal
PRJ-02435,PAR-000818,CASE-000818,1.669,1,Normal
PRJ-02756,PAR-000819,CASE-000819,0.789,4,High
PRJ-01108,PAR-000820,CASE-000820,0.597,1,Normal
PRJ-04370,PAR-000821,CASE-000821,1.666,1,Normal
PRJ-04608,PAR-000822,CASE-000822,0.203,3,Normal
PRJ-04401,PAR-000823,CASE-000823,0.346,3,Normal
PRJ-01735,PAR-000824,CASE-000824,1.164,3,Normal
PRJ-01636,PAR-000825,CASE-000825,0.245,2,Normal
PRJ-01743,PAR-000826,CASE-000826,0.804,2,High
PRJ-04160,PAR-000827,CASE-000827,1.102,4,Normal
PRJ-00059,PAR-000828,CASE-000828,0.257,5,Strategic
PRJ-04862,PAR-000829,CASE-000829,2.709,4,Normal
PRJ-01547,PAR-000830,CASE-000830,1.802,1,Normal
PRJ-03700,PAR-000831,CASE-000831,2.797,3,Normal
PRJ-00220,PAR-000832,CASE-000832,1.342,1,Normal
PRJ-03106,PAR-000833,CASE-000833,1.394,3,Strategic
PRJ-01798,PAR-000834,CASE-000834,2.182,3,Normal
PRJ-02738,PAR-000835,CASE-000835,1.018,5,High
PRJ-04453,PAR-000836,CASE-000836,0.354,2,Normal
PRJ-01220,PAR-000837,CASE-000837,0.265,2,Normal
PRJ-03934,PAR-000838,CASE-000838,0.312,1,High
PRJ-04094,PAR-000839,CASE-000839,3.457,3,Normal
PRJ-03754,PAR-000840,CASE-000840,0.423,1,High
PRJ-04277,PAR-000841,CASE-000841,3.993,3,Strategic
PRJ-00171,PAR-000842,CASE-000842,0.96,3,Strategic
PRJ-04507,PAR-000843,CASE-000843,0.268,1,Strategic
PRJ-02401,PAR-000844,CASE-000844,0.546,1,Normal
PRJ-01508,PAR-000845,CASE-000845,1.702,3,Normal
PRJ-04031,PAR-000846,CASE-000846,1.11,2,High
PRJ-01654,PAR-000847,CASE-000847,1.084,1,High
PRJ-04113,PAR-000848,CASE-000848,1.131,3,High
PRJ-03128,PAR-000849,CASE-000849,0.674,1,Normal
PRJ-02956,PAR-000850,CASE-000850,0.748,3,Normal
PRJ-03512,PAR-000851,CASE-000851,2.621,3,Normal
PRJ-02439,PAR-000852,CASE-000852,0.541,1,Normal
PRJ-01298,PAR-000853,CASE-000853,0.933,3,High
PRJ-04693,PAR-000854,CASE-000854,1.779,1,High
PRJ-02055,PAR-000855,CASE-000855,0.716,2,Normal
PRJ-04416,PAR-000856,CASE-000856,0.667,3,Normal
PRJ-00562,PAR-000857,CASE-000857,0.453,1,Normal
PRJ-04196,PAR-000858,CASE-000858,5.629,2,High
PRJ-02346,PAR-000859,CASE-000859,0.782,2,High
PRJ-00587,PAR-000860,CASE-000860,1.217,3,High
PRJ-00382,PAR-000861,CASE-000861,0.532,3,Normal
PRJ-02926,PAR-000862,CASE-000862,1.273,1,Normal
PRJ-03195,PAR-000863,CASE-000863,2.098,1,Normal
PRJ-03353,PAR-000864,CASE-000864,0.387,2,Strategic
PRJ-01276,PAR-000865,CASE-000865,0.665,2,High
PRJ-00750,PAR-000866,CASE-000866,0.236,3,Strategic
PRJ-03057,PAR-000867,CASE-000867,0.26,4,Normal
PRJ-03095,PAR-000868,CASE-000868,0.148,2,Strategic
PRJ-01257,PAR-000869,CASE-000869,0.977,1,Normal
PRJ-03254,PAR-000870,CASE-000870,0.262,3,High
PRJ-02612,PAR-000871,CASE-000871,0.304,3,Normal
PRJ-04863,PAR-000872,CASE-000872,0.662,3,Normal
PRJ-03339,PAR-000873,CASE-000873,0.754,3,Normal
PRJ-04602,PAR-000874,CASE-000874,1.258,3,High
PRJ-00702,PAR-000875,CASE-000875,1.092,2,Normal
PRJ-01230,PAR-000876,CASE-000876,1.096,2,Normal
PRJ-03558,PAR-000877,CASE-000877,0.24,3,High
PRJ-01793,PAR-000878,CASE-000878,0.218,3,Strategic
PRJ-04511,PAR-000879,CASE-000879,0.559,1,Normal
PRJ-03642,PAR-000880,CASE-000880,0.255,1,Normal
PRJ-03178,PAR-000881,CASE-000881,0.599,4,Strategic
PRJ-00589,PAR-000882,CASE-000882,3.962,1,High
PRJ-04029,PAR-000883,CASE-000883,1.37,3,Normal
PRJ-02454,PAR-000884,CASE-000884,0.775,2,High
