response_id,project_id,stakeholder_type,response_time_days,responsiveness_score
RESP-000525,PRJ-02769,Project Manager,6,84.1
RESP-000526,PRJ-00093,Project Manager,10,72.4
RESP-000527,PRJ-01939,Landowner,11,65.5
RESP-000528,PRJ-02008,Landowner,19,88.7
RESP-000529,PRJ-01728,Project Manager,6,95.9
RESP-000530,PRJ-01327,Landowner,6,76.9
RESP-000531,PRJ-02822,Landowner,14,87.5
RESP-000532,PRJ-04076,Contractor,16,84.2
RESP-000533,PRJ-01742,RDO,5,85.4
RESP-000534,PRJ-00927,Project Manager,5,89.0
RESP-000535,PRJ-02859,Contractor,17,97.5
RESP-000536,PRJ-01119,Project Manager,2,84.2
RESP-000537,PRJ-02913,Revenue Officer,11,91.0
RESP-000538,PRJ-02064,Project Manager,7,91.5
RESP-000539,PRJ-04551,RDO,14,75.8
RESP-000540,PRJ-01035,Revenue Officer,10,96.4
RESP-000541,PRJ-02844,Project Manager,9,77.8
RESP-000542,PRJ-00039,Landowner,27,95.1
RESP-000543,PRJ-00084,Landowner,9,70.7
RESP-000544,PRJ-00285,Contractor,14,75.9
RESP-000545,PRJ-00496,Project Manager,8,96.1
RESP-000546,PRJ-01332,Contractor,10,73.0
RESP-000547,PRJ-01491,RDO,12,96.4
RESP-000548,PRJ-04869,Contractor,18,85.4
RESP-000549,PRJ-04884,Project Manager,18,100.0
RESP-000550,PRJ-01585,Revenue Officer,16,60.8
RESP-000551,PRJ-02470,RDO,8,84.9
RESP-000552,PRJ-01007,Revenue Officer,13,88.8
RESP-000553,PRJ-04468,Contractor,10,100.0
RESP-000554,PRJ-00113,Landowner,23,99.6
RESP-000555,PRJ-04986,RDO,10,74.9
RESP-000556,PRJ-02856,Revenue Officer,12,73.2
RESP-000557,PRJ-00818,Revenue Officer,6,81.9
RESP-000558,PRJ-01336,Landowner,6,96.0
RESP-000559,PRJ-01120,Project Manager,1,97.6
RESP-000560,PRJ-02291,Contractor,26,89.4
RESP-000561,PRJ-02210,Landowner,5,81.2
RESP-000562,PRJ-00336,Contractor,4,98.3
RESP-000563,PRJ-00068,Revenue Officer,4,98.6
RESP-000564,PRJ-03627,Project Manager,3,83.8
RESP-000565,PRJ-02867,Revenue Officer,14,81.0
RESP-000566,PRJ-01429,Landowner,12,92.1
RESP-000567,PRJ-04236,RDO,25,94.7
RESP-000568,PRJ-04698,Contractor,11,100.0
RESP-000569,PRJ-03200,Landowner,14,97.1
RESP-000570,PRJ-03174,Contractor,12,93.6
RESP-000571,PRJ-00671,Project Manager,11,90.9
RESP-000572,PRJ-03613,Project Manager,2,87.3
RESP-000573,PRJ-04462,Project Manager,3,92.8
RESP-000574,PRJ-03657,Contractor,8,73.4
RESP-000575,PRJ-02351,Revenue Officer,5,100.0
RESP-000576,PRJ-02909,Landowner,17,100.0
RESP-000577,PRJ-03239,RDO,4,100.0
RESP-000578,PRJ-02084,Landowner,17,51.1
RESP-000579,PRJ-02447,RDO,28,61.1
RESP-000580,PRJ-02699,Revenue Officer,8,79.5
RESP-000581,PRJ-00445,RDO,4,91.8
RESP-000582,PRJ-03300,Revenue Officer,7,100.0
RESP-000583,PRJ-02210,Revenue Officer,11,59.5
RESP-000584,PRJ-02641,Revenue Officer,5,100.0
RESP-000585,PRJ-03828,Contractor,26,83.0
RESP-000586,PRJ-04641,Revenue Officer,5,66.0
RESP-000587,PRJ-02951,Landowner,28,54.2
RESP-000588,PRJ-01601,Landowner,9,100.0
RESP-000589,PRJ-02029,Landowner,5,77.1
RESP-000590,PRJ-03115,RDO,6,100.0
RESP-000591,PRJ-03050,Contractor,8,86.7
RESP-000592,PRJ-04555,RDO,8,95.6
RESP-000593,PRJ-02404,RDO,3,90.0
RESP-000594,PRJ-04415,Landowner,11,77.8
RESP-000595,PRJ-00805,Contractor,2,91.2
RESP-000596,PRJ-04287,Landowner,4,100.0
RESP-000597,PRJ-04820,Landowner,17,100.0
RESP-000598,PRJ-00784,Project Manager,18,50.7
RESP-000599,PRJ-02445,Landowner,3,100.0
RESP-000600,PRJ-02857,Revenue Officer,2,93.7
RESP-000601,PRJ-00108,Landowner,12,63.7
RESP-000602,PRJ-01835,RDO,9,77.6
RESP-000603,PRJ-01121,Landowner,8,93.6
RESP-000604,PRJ-00650,Project Manager,22,93.4
RESP-000605,PRJ-03474,RDO,6,71.7
RESP-000606,PRJ-03668,Contractor,9,94.2
RESP-000607,PRJ-00537,Landowner,10,100.0
RESP-000608,PRJ-01745,Contractor,3,100.0
RESP-000609,PRJ-03691,Contractor,7,88.9
RESP-000610,PRJ-04579,RDO,10,88.7
RESP-000611,PRJ-03492,RDO,15,100.0
RESP-000612,PRJ-01241,Landowner,15,84.6
RESP-000613,PRJ-02091,Landowner,9,99.6
RESP-000614,PRJ-02223,Contractor,7,66.8
RESP-000615,PRJ-01952,Project Manager,6,86.5
RESP-000616,PRJ-03376,Project Manager,12,88.6
RESP-000617,PRJ-00071,RDO,12,75.9
RESP-000618,PRJ-01933,Revenue Officer,12,99.3
RESP-000619,PRJ-00098,Landowner,12,86.9
RESP-000620,PRJ-03559,Contractor,8,68.5
RESP-000621,PRJ-00216,Contractor,19,87.3
RESP-000622,PRJ-02120,Project Manager,6,100.0
RESP-000623,PRJ-00743,Landowner,20,98.6
RESP-000624,PRJ-00029,Revenue Officer,10,84.2
RESP-000625,PRJ-00469,Project Manager,7,80.7
RESP-000626,PRJ-01371,Revenue Officer,10,100.0
RESP-000627,PRJ-01423,Project Manager,5,98.2
RESP-000628,PRJ-04152,Project Manager,6,81.4
RESP-000629,PRJ-02189,Landowner,10,87.6
RESP-000630,PRJ-03233,Landowner,16,63.3
RESP-000631,PRJ-00660,Project Manager,28,100.0
RESP-000632,PRJ-03310,Contractor,7,100.0
RESP-000633,PRJ-02302,Project Manager,23,57.7
RESP-000634,PRJ-03423,RDO,8,95.2
RESP-000635,PRJ-00653,Revenue Officer,4,81.8
RESP-000636,PRJ-00768,Contractor,17,98.9
RESP-000637,PRJ-03181,Landowner,11,81.4
RESP-000638,PRJ-00002,Project Manager,2,85.9
RESP-000639,PRJ-03568,Revenue Officer,13,73.4
RESP-000640,PRJ-02502,RDO,6,78.1
RESP-000641,PRJ-01871,Revenue Officer,2,77.1
RESP-000642,PRJ-00520,Project Manager,9,84.7
RESP-000643,PRJ-00579,Project Manager,3,100.0
RESP-000644,PRJ-00445,Contractor,30,96.2
RESP-000645,PRJ-02113,Revenue Officer,6,65.8
RESP-000646,PRJ-00609,Project Manager,7,100.0
RESP-000647,PRJ-03282,Revenue Officer,17,92.4
RESP-000648,PRJ-02762,RDO,8,71.0
RESP-000649,PRJ-00092,Landowner,8,69.8
RESP-000650,PRJ-03133,RDO,14,96.0
RESP-000651,PRJ-03018,Revenue Officer,12,82.9
RESP-000652,PRJ-01254,Contractor,15,88.7
RESP-000653,PRJ-02101,RDO,5,90.9
RESP-000654,PRJ-01085,Landowner,7,90.3
RESP-000655,PRJ-04399,Contractor,9,98.0
RESP-000656,PRJ-01098,Landowner,21,90.8
RESP-000657,PRJ-03245,Revenue Officer,7,100.0
RESP-000658,PRJ-02129,Revenue Officer,6,85.9
RESP-000659,PRJ-01636,Contractor,3,78.1
RESP-000660,PRJ-04921,RDO,8,79.1
RESP-000661,PRJ-01625,RDO,8,65.9
RESP-000662,PRJ-00182,Contractor,4,67.6
RESP-000663,PRJ-00364,Revenue Officer,13,75.3
RESP-000664,PRJ-03698,RDO,8,63.1
RESP-000665,PRJ-03292,Contractor,5,84.8
RESP-000666,PRJ-02027,RDO,24,68.8
RESP-000667,PRJ-04508,Landowner,5,81.5
RESP-000668,PRJ-00107,Revenue Officer,12,92.1
RESP-000669,PRJ-00892,Contractor,8,90.1
RESP-000670,PRJ-02960,RDO,10,85.1
RESP-000671,PRJ-01162,Landowner,17,96.6
RESP-000672,PRJ-04423,RDO,13,95.8
RESP-000673,PRJ-04049,Project Manager,6,84.3
RESP-000674,PRJ-00035,RDO,10,77.1
RESP-000675,PRJ-00752,Landowner,5,94.2
RESP-000676,PRJ-03273,RDO,16,86.0
RESP-000677,PRJ-03692,Landowner,20,86.8
RESP-000678,PRJ-01206,Landowner,11,63.3
RESP-000679,PRJ-04635,Project Manager,3,80.7
RESP-000680,PRJ-01874,RDO,7,100.0
RESP-000681,PRJ-01916,Contractor,10,100.0
RESP-000682,PRJ-04581,Landowner,8,65.0
RESP-000683,PRJ-00251,Project Manager,3,72.8
RESP-000684,PRJ-03879,Project Manager,3,88.8
RESP-000685,PRJ-02463,Revenue Officer,3,72.1
RESP-000686,PRJ-00827,Landowner,18,100.0
RESP-000687,PRJ-02355,Landowner,6,85.5
RESP-000688,PRJ-02142,RDO,9,88.9
RESP-000689,PRJ-01909,Landowner,3,93.2
RESP-000690,PRJ-02479,Contractor,5,82.5
RESP-000691,PRJ-00586,Contractor,8,63.4
RESP-000692,PRJ-00357,Project Manager,12,81.6
RESP-000693,PRJ-02383,Contractor,11,95.5
RESP-000694,PRJ-04781,Revenue Officer,19,85.1
RESP-000695,PRJ-00188,RDO,8,100.0
RESP-000696,PRJ-01977,Project Manager,10,98.5
RESP-000697,PRJ-01694,Contractor,19,98.2
RESP-000698,PRJ-04246,Landowner,15,78.6
RESP-000699,PRJ-01302,Contractor,12,81.8
RESP-000700,PRJ-03047,RDO,17,83.5
RESP-000701,PRJ-00542,Revenue Officer,9,75.4
RESP-000702,PRJ-01014,Contractor,12,98.2
RESP-000703,PRJ-03085,Landowner,7,85.1
RESP-000704,PRJ-04986,Landowner,3,65.2
RESP-000705,PRJ-02245,Revenue Officer,26,96.7
RESP-000706,PRJ-00891,RDO,8,90.4
RESP-000707,PRJ-02026,RDO,6,54.3
RESP-000708,PRJ-04560,Landowner,1,97.4
RESP-000709,PRJ-02998,Project Manager,13,92.3
RESP-000710,PRJ-01730,Project Manager,14,70.2
RESP-000711,PRJ-04894,Landowner,23,89.0
RESP-000712,PRJ-02512,Revenue Officer,5,88.4
RESP-000713,PRJ-02122,Landowner,4,95.2
RESP-000714,PRJ-01302,RDO,9,88.0
RESP-000715,PRJ-02287,Landowner,14,77.4
RESP-000716,PRJ-03277,Contractor,12,96.2
RESP-000717,PRJ-04892,Landowner,4,76.1
RESP-000718,PRJ-00110,Project Manager,28,95.4
RESP-000719,PRJ-04828,Project Manager,18,100.0
RESP-000720,PRJ-04868,Revenue Officer,2,82.2
RESP-000721,PRJ-02430,Landowner,3,78.0
RESP-000722,PRJ-03844,Landowner,2,88.9
RESP-000723,PRJ-04758,Landowner,14,85.0
RESP-000724,PRJ-01304,Revenue Officer,19,92.1
RESP-000725,PRJ-01507,RDO,7,71.9
RESP-000726,PRJ-03975,Landowner,3,75.8
RESP-000727,PRJ-04241,RDO,8,94.3
RESP-000728,PRJ-04720,Project Manager,14,88.5
RESP-000729,PRJ-03364,Revenue Officer,13,93.2
RESP-000730,PRJ-04677,Revenue Officer,12,93.9
RESP-000731,PRJ-00433,Project Manager,2,86.9
RESP-000732,PRJ-01213,Project Manager,11,66.9
RESP-000733,PRJ-01956,RDO,30,91.9
RESP-000734,PRJ-03921,RDO,11,90.8
RESP-000735,PRJ-03779,Landowner,16,83.0
RESP-000736,PRJ-00465,Landowner,7,99.9
RESP-000737,PRJ-00550,Revenue Officer,14,61.2
RESP-000738,PRJ-01872,Project Manager,6,99.8
RESP-000739,PRJ-01406,Project Manager,13,64.0
RESP-000740,PRJ-02796,Revenue Officer,4,75.7
RESP-000741,PRJ-01808,RDO,11,73.6
RESP-000742,PRJ-04996,RDO,2,74.7
RESP-000743,PRJ-04878,RDO,21,100.0
RESP-000744,PRJ-01255,Project Manager,12,100.0
RESP-000745,PRJ-03703,Revenue Officer,14,83.2
RESP-000746,PRJ-00219,Project Manager,6,93.8
RESP-000747,PRJ-02503,Landowner,10,85.0
RESP-000748,PRJ-00198,Landowner,27,99.4
RESP-000749,PRJ-01341,Contractor,25,77.1
RESP-000750,PRJ-03336,Contractor,31,79.5
RESP-000751,PRJ-03639,Revenue Officer,23,100.0
RESP-000752,PRJ-00098,Project Manager,10,98.7
RESP-000753,PRJ-04193,Project Manager,10,83.7
RESP-000754,PRJ-00037,Revenue Officer,4,74.2
RESP-000755,PRJ-00788,Revenue Officer,11,91.6
RESP-000756,PRJ-02350,Landowner,14,84.7
RESP-000757,PRJ-04739,Contractor,17,95.9
RESP-000758,PRJ-03209,Revenue Officer,25,72.4
RESP-000759,PRJ-03489,Landowner,6,95.8
RESP-000760,PRJ-02567,RDO,12,98.6
RESP-000761,PRJ-01296,Revenue Officer,1,89.9
RESP-000762,PRJ-01078,Landowner,14,92.6
RESP-000763,PRJ-01995,Project Manager,13,100.0
RESP-000764,PRJ-04831,Landowner,21,89.1
RESP-000765,PRJ-00276,Project Manager,8,94.6
RESP-000766,PRJ-02439,Landowner,13,95.4
RESP-000767,PRJ-03401,RDO,8,84.4
RESP-000768,PRJ-04587,Contractor,21,100.0
RESP-000769,PRJ-01401,Project Manager,25,90.6
RESP-000770,PRJ-01587,RDO,10,97.2
RESP-000771,PRJ-01670,Project Manager,6,81.4
RESP-000772,PRJ-03319,Contractor,5,91.5
RESP-000773,PRJ-00046,Revenue Officer,8,90.0
RESP-000774,PRJ-02341,Project Manager,4,77.4
RESP-000775,PRJ-02642,Revenue Officer,15,79.3
RESP-000776,PRJ-01623,Revenue Officer,11,99.6
RESP-000777,PRJ-01581,RDO,22,76.5
RESP-000778,PRJ-03371,Contractor,13,89.0
RESP-000779,PRJ-01859,Landowner,4,88.7
RESP-000780,PRJ-02610,Project Manager,11,86.6
RESP-000781,PRJ-03507,RDO,4,89.8
RESP-000782,PRJ-04648,Contractor,12,88.9
RESP-000783,PRJ-00266,RDO,4,100.0
RESP-000784,PRJ-04806,Landowner,12,100.0
RESP-000785,PRJ-00537,Contractor,12,61.3
RESP-000786,PRJ-01287,Project Manager,5,68.0
RESP-000787,PRJ-00269,Contractor,13,100.0
RESP-000788,PRJ-01887,Landowner,1,89.4
RESP-000789,PRJ-04363,Contractor,14,81.2
RESP-000790,PRJ-01257,Project Manager,19,99.4
RESP-000791,PRJ-01140,Contractor,6,76.3
RESP-000792,PRJ-01341,Contractor,43,84.7
RESP-000793,PRJ-03230,Landowner,11,94.9
RESP-000794,PRJ-03011,Contractor,31,100.0
RESP-000795,PRJ-02104,RDO,13,87.0
RESP-000796,PRJ-04254,Contractor,5,100.0
RESP-000797,PRJ-00919,Landowner,16,90.9
RESP-000798,PRJ-04063,Revenue Officer,24,100.0
RESP-000799,PRJ-01712,Landowner,3,98.0
RESP-000800,PRJ-01197,Revenue Officer,9,99.6
RESP-000801,PRJ-00733,Project Manager,9,92.2
RESP-000802,PRJ-00319,Revenue Officer,12,92.2
RESP-000803,PRJ-03709,Project Manager,4,81.3
RESP-000804,PRJ-04039,Project Manager,10,69.8
RESP-000805,PRJ-02295,Project Manager,14,88.9
RESP-000806,PRJ-00756,RDO,15,89.1
RESP-000807,PRJ-03924,Contractor,3,77.1
RESP-000808,PRJ-04378,RDO,13,70.6
RESP-000809,PRJ-01446,Project Manager,8,92.0
RESP-000810,PRJ-04855,RDO,19,59.0
RESP-000811,PRJ-02181,Revenue Officer,3,95.2
RESP-000812,PRJ-02306,Contractor,7,88.4
RESP-000813,PRJ-04979,Landowner,4,100.0
RESP-000814,PRJ-00923,Revenue Officer,10,91.5
RESP-000815,PRJ-03541,Project Manager,5,87.7
RESP-000816,PRJ-03833,Landowner,7,100.0
RESP-000817,PRJ-00721,Landowner,14,68.1
RESP-000818,PRJ-02435,Landowner,32,89.1
RESP-000819,PRJ-02756,Contractor,10,93.6
RESP-000820,PRJ-01108,Revenue Officer,20,81.7
RESP-000821,PRJ-04370,Contractor,4,100.0
RESP-000822,PRJ-04608,Project Manager,18,52.7
RESP-000823,PRJ-04401,Revenue Officer,8,93.7
RESP-000824,PRJ-01735,Landowner,11,76.9
RESP-000825,PRJ-01636,Landowner,7,100.0
RESP-000826,PRJ-01743,Revenue Officer,4,82.2
RESP-000827,PRJ-04160,Revenue Officer,15,84.0
RESP-000828,PRJ-00059,Landowner,5,75.4
RESP-000829,PRJ-04862,Contractor,6,92.1
RESP-000830,PRJ-01547,Revenue Officer,9,51.8
RESP-000831,PRJ-03700,RDO,10,91.1
RESP-000832,PRJ-00220,Landowner,10,69.1
RESP-000833,PRJ-03106,Project Manager,11,99.6
RESP-000834,PRJ-01798,Contractor,5,87.1
RESP-000835,PRJ-02738,Project Manager,13,83.0
RESP-000836,PRJ-04453,Project Manager,11,100.0
RESP-000837,PRJ-01220,Revenue Officer,16,84.9
RESP-000838,PRJ-03934,RDO,9,79.1
RESP-000839,PRJ-04094,RDO,8,91.7
RESP-000840,PRJ-03754,Project Manager,13,100.0
RESP-000841,PRJ-04277,Contractor,8,90.6
RESP-000842,PRJ-00171,Contractor,11,100.0
RESP-000843,PRJ-04507,Landowner,23,90.1
RESP-000844,PRJ-02401,Project Manager,2,100.0
RESP-000845,PRJ-01508,Landowner,20,78.2
RESP-000846,PRJ-04031,RDO,7,85.7
RESP-000847,PRJ-01654,Revenue Officer,20,94.1
RESP-000848,PRJ-04113,Contractor,10,83.9
RESP-000849,PRJ-03128,Contractor,24,98.7
RESP-000850,PRJ-02956,Landowner,19,96.5
RESP-000851,PRJ-03512,Contractor,25,84.2
RESP-000852,PRJ-02439,RDO,6,95.6
RESP-000853,PRJ-01298,Landowner,10,100.0
RESP-000854,PRJ-04693,Contractor,4,69.7
RESP-000855,PRJ-02055,RDO,14,81.4
RESP-000856,PRJ-04416,Landowner,12,87.6
RESP-000857,PRJ-00562,Contractor,11,100.0
RESP-000858,PRJ-04196,Landowner,8,87.9
RESP-000859,PRJ-02346,Contractor,2,100.0
RESP-000860,PRJ-00587,RDO,20,88.1
RESP-000861,PRJ-00382,Revenue Officer,9,72.7
RESP-000862,PRJ-02926,Project Manager,6,100.0
RESP-000863,PRJ-03195,Project Manager,9,91.4
RESP-000864,PRJ-03353,Project Manager,6,86.4
RESP-000865,PRJ-01276,Project Manager,8,77.3
RESP-000866,PRJ-00750,Revenue Officer,15,84.8
RESP-000867,PRJ-03057,RDO,4,100.0
RESP-000868,PRJ-03095,Revenue Officer,8,98.2
RESP-000869,PRJ-01257,Contractor,27,78.9
RESP-000870,PRJ-03254,Landowner,18,85.8
RESP-000871,PRJ-02612,Landowner,5,86.9
RESP-000872,PRJ-04863,Project Manager,11,87.4
RESP-000873,PRJ-03339,Landowner,4,100.0
RESP-000874,PRJ-04602,Revenue Officer,8,99.6
RESP-000875,PRJ-00702,Project Manager,9,76.6
RESP-000876,PRJ-01230,Contractor,7,74.6
RESP-000877,PRJ-03558,RDO,7,69.7
RESP-000878,PRJ-01793,Revenue Officer,18,90.9
RESP-000879,PRJ-04511,Revenue Officer,7,68.5
RESP-000880,PRJ-03642,RDO,4,100.0
RESP-000881,PRJ-03178,Contractor,9,90.2
RESP-000882,PRJ-00589,Landowner,17,92.3
RESP-000883,PRJ-04029,Project Manager,14,96.8
RESP-000884,PRJ-02454,RDO,9,91.8
RESP-000885,PRJ-04708,Contractor,19,97.8
RESP-000886,PRJ-01529,Landowner,10,90.6
RESP-000887,PRJ-04581,Contractor,9,83.3
RESP-000888,PRJ-04776,Project Manager,16,100.0
RESP-000889,PRJ-01466,Revenue Officer,15,98.3
RESP-000890,PRJ-03511,Project Manager,3,100.0
RESP-000891,PRJ-04731,Landowner,7,86.8
RESP-000892,PRJ-00142,Project Manager,10,87.0
RESP-000893,PRJ-01625,Contractor,20,100.0
RESP-000894,PRJ-01541,Project Manager,7,84.6
RESP-000895,PRJ-00023,Project Manager,21,90.7
RESP-000896,PRJ-04990,Revenue Officer,14,77.8
RESP-000897,PRJ-04600,Contractor,10,75.1
RESP-000898,PRJ-00438,Project Manager,5,100.0
RESP-000899,PRJ-04896,Contractor,7,93.9
RESP-000900,PRJ-02348,Revenue Officer,5,100.0
RESP-000901,PRJ-04786,Project Manager,9,78.2
RESP-000902,PRJ-01476,Landowner,3,100.0
RESP-000903,PRJ-01284,Revenue Officer,19,76.1
RESP-000904,PRJ-00559,Revenue Officer,5,90.0
RESP-000905,PRJ-04670,Project Manager,17,77.3
RESP-000906,PRJ-02954,Landowner,21,100.0
RESP-000907,PRJ-04946,Contractor,13,81.8
RESP-000908,PRJ-04803,RDO,6,89.5
RESP-000909,PRJ-03123,Project Manager,8,70.0
RESP-000910,PRJ-01551,Contractor,8,100.0
RESP-000911,PRJ-01748,Contractor,22,84.9
RESP-000912,PRJ-02071,Project Manager,16,100.0
RESP-000913,PRJ-00483,Contractor,17,86.5
RESP-000914,PRJ-02559,RDO,18,95.2
RESP-000915,PRJ-01121,Revenue Officer,5,94.4
RESP-000916,PRJ-04612,RDO,12,100.0
RESP-000917,PRJ-00316,RDO,14,95.3
RESP-000918,PRJ-00853,RDO,31,77.0
RESP-000919,PRJ-01525,Revenue Officer,48,91.8
RESP-000920,PRJ-03727,Revenue Officer,4,69.0
RESP-000921,PRJ-02328,Project Manager,23,74.7
RESP-000922,PRJ-01807,Project Manager,15,78.3
RESP-000923,PRJ-01695,Revenue Officer,9,100.0
RESP-000924,PRJ-00736,Contractor,9,80.1
RESP-000925,PRJ-00712,Landowner,11,100.0
RESP-000926,PRJ-01449,Revenue Officer,6,98.4
RESP-000927,PRJ-04845,Contractor,30,86.3
RESP-000928,PRJ-03142,Revenue Officer,6,93.5
RESP-000929,PRJ-04311,Landowner,10,82.2
RESP-000930,PRJ-00254,Project Manager,12,97.4
RESP-000931,PRJ-02132,Contractor,10,81.9
RESP-000932,PRJ-02154,Revenue Officer,5,81.3
RESP-000933,PRJ-03492,Contractor,3,89.0
RESP-000934,PRJ-03715,Contractor,4,94.3
RESP-000935,PRJ-02305,Landowner,9,93.8
RESP-000936,PRJ-04300,Contractor,14,59.2
RESP-000937,PRJ-03625,RDO,15,89.6
RESP-000938,PRJ-02740,RDO,14,71.8
RESP-000939,PRJ-00915,RDO,5,83.2
RESP-000940,PRJ-03418,Landowner,3,95.7
RESP-000941,PRJ-04808,RDO,19,87.7
RESP-000942,PRJ-01872,Landowner,13,92.7
RESP-000943,PRJ-02952,Landowner,16,95.4
RESP-000944,PRJ-00663,Project Manager,15,95.8
RESP-000945,PRJ-01436,RDO,16,81.9
RESP-000946,PRJ-04125,Revenue Officer,7,86.5
RESP-000947,PRJ-00093,Landowner,10,98.5
RESP-000948,PRJ-02858,Landowner,15,83.6
RESP-000949,PRJ-02855,Landowner,17,72.4
RESP-000950,PRJ-01244,Project Manager,17,100.0
RESP-000951,PRJ-03059,Contractor,10,75.6
RESP-000952,PRJ-01414,Revenue Officer,7,89.5
RESP-000953,PRJ-02270,RDO,9,89.6
RESP-000954,PRJ-00617,Landowner,22,97.3
RESP-000955,PRJ-03155,Landowner,11,94.1
RESP-000956,PRJ-04553,Landowner,31,100.0
RESP-000957,PRJ-03507,Landowner,2,80.5
RESP-000958,PRJ-00998,Contractor,9,100.0
RESP-000959,PRJ-03987,Project Manager,9,90.9
RESP-000960,PRJ-03912,Contractor,13,87.7
RESP-000961,PRJ-03502,RDO,5,100.0
RESP-000962,PRJ-03827,Revenue Officer,18,88.1
RESP-000963,PRJ-02915,Contractor,13,71.1
RESP-000964,PRJ-01866,RDO,8,88.1
RESP-000965,PRJ-02421,Contractor,9,73.8
RESP-000966,PRJ-02840,Project Manager,22,99.3
RESP-000967,PRJ-03583,RDO,23,87.1
RESP-000968,PRJ-04231,Revenue Officer,7,98.8
RESP-000969,PRJ-02445,Project Manager,7,89.9
RESP-000970,PRJ-03870,Revenue Officer,4,100.0
RESP-000971,PRJ-00204,Landowner,20,84.8
RESP-000972,PRJ-00701,Project Manager,10,91.7
RESP-000973,PRJ-04019,RDO,8,74.7
RESP-000974,PRJ-03539,Contractor,24,75.0
RESP-000975,PRJ-02302,Revenue Officer,3,95.3
RESP-000976,PRJ-00312,Project Manager,18,76.3
RESP-000977,PRJ-01969,Revenue Officer,7,100.0
RESP-000978,PRJ-02625,RDO,18,77.5
RESP-000979,PRJ-03797,RDO,5,74.2
RESP-000980,PRJ-03544,RDO,26,86.1
RESP-000981,PRJ-01842,Contractor,20,94.1
RESP-000982,PRJ-02226,RDO,3,80.9
RESP-000983,PRJ-03390,Revenue Officer,8,76.9
RESP-000984,PRJ-02622,Revenue Officer,16,83.2
RESP-000985,PRJ-00599,Contractor,22,98.2
RESP-000986,PRJ-04538,RDO,12,79.0
RESP-000987,PRJ-03981,Revenue Officer,3,100.0
RESP-000988,PRJ-02293,RDO,13,93.2
RESP-000989,PRJ-04927,Revenue Officer,12,80.9
RESP-000990,PRJ-00463,Landowner,15,100.0
RESP-000991,PRJ-03952,Landowner,10,95.2
RESP-000992,PRJ-01387,Contractor,20,83.5
RESP-000993,PRJ-03817,Landowner,18,94.0
RESP-000994,PRJ-00267,RDO,22,95.6
RESP-000995,PRJ-02197,Contractor,12,79.0
RESP-000996,PRJ-04654,RDO,10,85.9
RESP-000997,PRJ-00652,Landowner,9,100.0
RESP-000998,PRJ-00729,Project Manager,5,90.3
RESP-000999,PRJ-04209,Revenue Officer,10,100.0
RESP-001000,PRJ-03475,RDO,12,75.2
RESP-001001,PRJ-03118,Contractor,6,100.0
RESP-001002,PRJ-01750,RDO,11,94.5
RESP-001003,PRJ-04167,RDO,9,93.5
RESP-001004,PRJ-00593,Revenue Officer,11,87.1
RESP-001005,PRJ-00900,Landowner,9,99.8
RESP-001006,PRJ-01480,Revenue Officer,12,97.5
RESP-001007,PRJ-00126,Project Manager,18,63.5
RESP-001008,PRJ-03908,Landowner,8,90.2
RESP-001009,PRJ-00558,Contractor,14,97.5
RESP-001010,PRJ-03820,Contractor,10,83.3
RESP-001011,PRJ-01053,Project Manager,19,72.3
RESP-001012,PRJ-01438,Project Manager,9,82.4
RESP-001013,PRJ-03590,RDO,14,92.9
RESP-001014,PRJ-00712,RDO,9,79.8
RESP-001015,PRJ-01915,RDO,11,55.5
RESP-001016,PRJ-02909,Revenue Officer,11,88.4
RESP-001017,PRJ-04862,RDO,16,84.6
RESP-001018,PRJ-01658,Revenue Officer,19,72.2
RESP-001019,PRJ-04834,Landowner,4,82.3
RESP-001020,PRJ-03653,Revenue Officer,8,75.1
RESP-001021,PRJ-04755,Contractor,13,89.5
RESP-001022,PRJ-02231,RDO,9,84.3
RESP-001023,PRJ-03629,Contractor,6,100.0
RESP-001024,PRJ-04305,Revenue Officer,27,77.5
RESP-001025,PRJ-03402,Project Manager,17,100.0
RESP-001026,PRJ-03153,Landowner,9,79.9
RESP-001027,PRJ-03944,Project Manager,4,93.2
RESP-001028,PRJ-02809,Contractor,19,92.1
RESP-001029,PRJ-00233,Revenue Officer,7,88.6
RESP-001030,PRJ-03518,Landowner,20,92.0
RESP-001031,PRJ-02156,Project Manager,12,90.1
RESP-001032,PRJ-03755,Revenue Officer,11,59.4
RESP-001033,PRJ-00460,Revenue Officer,19,84.2
RESP-001034,PRJ-01713,Revenue Officer,10,82.3
RESP-001035,PRJ-01955,Revenue Officer,9,96.7
RESP-001036,PRJ-01218,Revenue Officer,34,100.0
RESP-001037,PRJ-00866,Contractor,16,94.5
RESP-001038,PRJ-01956,Landowner,8,88.1
RESP-001039,PRJ-03684,Project Manager,5,91.6
RESP-001040,PRJ-00678,Revenue Officer,5,100.0
RESP-001041,PRJ-01048,Project Manager,9,85.2
RESP-001042,PRJ-01377,Landowner,4,99.1
RESP-001043,PRJ-02496,RDO,24,92.6
RESP-001044,PRJ-01772,Landowner,6,100.0
RESP-001045,PRJ-04363,Contractor,18,78.9
RESP-001046,PRJ-01797,Project Manager,6,89.4
RESP-001047,PRJ-03609,RDO,7,100.0
RESP-001048,PRJ-03747,Revenue Officer,7,100.0
