project_id,project_type,land_required,affected_parcels,affected_families,legal_disputes,compensation_pending,approval_pending,documentation_pending,rehabilitation_pending,notification_pending,award_pending,possession_pending,stakeholder_responsiveness,environmental_risk,weather_risk,risk_score,delay_probability,delay_risk_label,delay_days
PRJ-03688,Industrial Corridor,2.06,6,12,0,0,0,0,0,1,0,0,100.0,26.9,33.4,14.7,0.19,LOW,0
PRJ-03733,Road,3.18,5,5,0,1,0,0,0,0,1,0,83.0,72.82,0.84,28.7,0.2689,MEDIUM,122
PRJ-02569,Irrigation,2.13,8,3,0,1,0,0,0,0,0,0,73.7,83.42,29.11,14.9,0.1978,LOW,68
PRJ-01767,Road,1.23,5,6,0,0,0,0,0,0,0,1,100.0,19.21,12.97,14.1,0.1545,LOW,0
PRJ-02155,Road,0.99,1,8,0,0,0,1,0,0,0,0,77.0,72.33,38.81,26.6,0.2405,MEDIUM,0
PRJ-03206,Rail,1.42,4,4,0,0,0,0,0,0,0,0,100.0,61.88,16.03,8.5,0.0998,LOW,0
PRJ-04503,Rail,0.75,8,2,1,0,1,0,1,0,0,0,75.4,24.18,5.14,44.6,0.4502,MEDIUM,0
PRJ-03379,Rail,2.17,3,6,0,0,0,0,0,0,0,0,100.0,66.1,1.7,9.0,0.0998,LOW,0
PRJ-01925,Urban Development,2.92,6,5,0,0,0,0,0,0,0,0,83.6,61.42,11.88,12.0,0.0998,LOW,0
PRJ-02195,Industrial Corridor,0.39,3,7,0,0,0,0,0,0,1,0,87.8,65.71,9.2,15.0,0.1751,LOW,0
PRJ-04609,Renewable Energy,4.54,6,5,0,0,0,0,0,0,0,0,81.9,36.96,45.07,10.4,0.0998,LOW,0
PRJ-04093,Road,1.63,8,6,1,0,1,0,0,1,0,0,61.2,1.61,94.99,48.3,0.4502,MEDIUM,0
PRJ-03252,Industrial Corridor,3.05,1,6,1,0,0,1,0,0,0,0,86.8,66.66,22.54,39.2,0.3775,MEDIUM,113
PRJ-03740,Irrigation,0.94,6,7,0,0,1,0,1,0,0,0,87.7,69.64,27.29,31.0,0.2994,MEDIUM,187
PRJ-01637,Irrigation,1.82,9,5,0,0,0,0,0,0,0,0,79.5,60.51,36.62,7.6,0.0998,LOW,0
PRJ-03901,Industrial Corridor,1.39,10,8,1,0,0,1,1,0,0,0,78.9,91.02,69.85,56.6,0.5622,HIGH,85
PRJ-01263,Road,1.38,5,5,0,0,1,0,0,0,0,0,80.2,5.67,78.6,13.2,0.168,LOW,0
PRJ-00255,Irrigation,0.75,7,6,0,0,0,0,0,0,0,0,96.9,94.4,53.1,10.1,0.0998,LOW,0
PRJ-03543,Road,2.39,5,5,0,0,0,0,0,0,0,1,100.0,62.87,93.48,15.2,0.1545,LOW,0
PRJ-02700,Industrial Corridor,1.72,8,3,0,0,0,0,1,0,0,1,89.1,66.08,72.35,18.4,0.2315,LOW,0
PRJ-00864,Road,1.35,4,6,0,0,0,0,0,0,1,0,86.7,43.26,27.93,14.8,0.1419,LOW,0
PRJ-00215,Road,0.5,7,8,0,1,0,0,1,0,0,0,83.1,20.57,93.98,34.6,0.343,MEDIUM,130
PRJ-00906,Road,1.56,4,7,0,0,0,0,1,0,0,0,100.0,0.58,5.57,16.3,0.19,LOW,0
PRJ-03088,Renewable Energy,0.99,3,5,0,0,1,0,0,0,0,0,95.5,80.72,50.48,13.2,0.168,LOW,0
PRJ-04713,Industrial Corridor,1.49,7,6,0,0,0,0,0,0,0,1,95.3,47.4,8.47,13.3,0.1545,LOW,0
PRJ-01926,Road,2.09,2,6,0,0,0,0,0,0,1,0,81.3,91.95,71.15,13.6,0.1419,LOW,0
PRJ-03993,Urban Development,1.41,14,7,0,0,0,0,0,0,0,0,92.2,96.51,72.12,11.4,0.1246,LOW,0
PRJ-02235,Road,0.95,7,4,0,0,0,0,0,0,0,0,100.0,74.92,29.33,12.4,0.0998,LOW,0
PRJ-00057,Irrigation,0.38,4,7,0,0,0,0,1,0,0,0,85.4,83.92,58.98,14.6,0.19,LOW,0
PRJ-01381,Irrigation,2.38,8,6,0,0,0,0,0,0,0,0,92.6,82.84,50.98,12.1,0.0998,LOW,0
PRJ-02267,Industrial Corridor,0.77,5,7,0,0,0,0,0,1,0,0,100.0,62.72,98.41,23.3,0.19,LOW,110
PRJ-03314,Urban Development,1.94,6,2,0,0,0,0,0,0,0,0,100.0,78.69,42.05,9.7,0.0998,LOW,0
PRJ-00652,Renewable Energy,0.61,8,5,0,0,0,0,0,0,0,0,100.0,99.04,39.05,4.2,0.0998,LOW,0
PRJ-03030,Industrial Corridor,1.01,6,7,0,0,0,1,0,0,0,0,100.0,59.25,22.03,18.2,0.2405,LOW,0
PRJ-02294,Urban Development,3.72,5,8,1,0,0,0,1,0,0,0,77.5,8.31,22.46,40.9,0.3659,MEDIUM,0
PRJ-01755,Urban Development,3.88,3,8,0,1,0,1,0,0,0,0,71.3,56.33,78.89,41.1,0.4134,MEDIUM,0
PRJ-03096,Irrigation,0.42,7,4,0,0,0,0,0,0,0,0,88.4,72.85,40.18,13.0,0.0998,LOW,0
PRJ-00178,Road,1.31,8,4,0,0,0,0,0,0,0,0,100.0,10.41,89.77,9.0,0.0998,LOW,0
PRJ-04920,Renewable Energy,1.09,8,3,0,0,0,0,0,1,0,0,77.9,51.96,77.22,14.5,0.1545,LOW,0
PRJ-02905,Rail,1.36,5,3,0,0,0,1,0,0,0,0,80.3,58.64,46.84,22.0,0.1978,LOW,0
PRJ-04148,Road,5.29,5,3,0,0,0,0,1,0,0,0,82.5,4.51,83.23,19.9,0.1545,LOW,75
PRJ-02204,Industrial Corridor,1.62,3,4,0,0,0,0,0,0,0,0,100.0,30.78,43.83,9.8,0.0998,LOW,0
PRJ-02052,Road,0.8,11,4,0,0,0,0,0,0,1,0,79.8,72.3,93.26,17.1,0.1419,LOW,88
PRJ-03416,Road,0.51,2,8,0,0,0,0,1,0,0,0,100.0,31.22,73.95,15.8,0.19,LOW,0
PRJ-04192,Urban Development,6.02,4,5,0,0,0,0,0,0,0,0,100.0,20.14,73.42,13.3,0.0998,LOW,0
PRJ-02077,Urban Development,2.28,7,4,0,1,0,0,0,0,0,0,84.0,13.52,65.39,21.5,0.1978,LOW,48
PRJ-00125,Road,3.65,4,4,0,0,0,0,0,0,0,0,100.0,55.05,31.85,4.8,0.0998,LOW,0
PRJ-04711,Industrial Corridor,0.63,12,5,0,0,1,0,0,0,0,0,92.9,15.64,27.24,13.6,0.168,LOW,0
PRJ-05000,Industrial Corridor,0.65,6,4,1,1,0,0,0,0,1,0,93.8,65.99,79.51,41.4,0.475,MEDIUM,130
PRJ-04560,Industrial Corridor,0.96,7,3,0,0,0,1,0,0,0,0,91.2,73.32,96.56,18.4,0.1978,LOW,140
PRJ-01543,Urban Development,2.69,4,4,0,0,0,0,0,0,0,1,93.7,76.89,73.9,10.2,0.1545,LOW,126
PRJ-01967,Road,0.99,9,6,0,1,0,0,0,0,0,0,100.0,73.84,24.17,20.9,0.1978,LOW,112
PRJ-04758,Renewable Energy,5.28,5,7,0,0,0,0,1,0,0,0,73.7,37.1,98.57,17.6,0.19,LOW,0
PRJ-04238,Road,1.34,7,8,0,0,1,0,0,1,0,0,64.7,94.13,67.89,35.0,0.2994,MEDIUM,0
PRJ-04912,Road,7.57,7,6,0,0,0,0,0,0,0,0,88.3,89.74,13.76,9.3,0.0998,LOW,0
PRJ-00046,Urban Development,0.65,5,6,0,0,0,1,1,0,0,0,75.3,90.86,32.98,29.0,0.2891,MEDIUM,0
PRJ-02266,Road,1.04,7,1,0,0,1,0,0,0,0,0,66.6,22.59,2.7,14.3,0.168,LOW,101
PRJ-03538,Industrial Corridor,3.75,4,9,0,0,0,0,0,0,0,0,97.1,97.88,82.27,13.2,0.1246,LOW,0
PRJ-03568,Rail,1.92,7,6,0,0,0,0,0,1,0,0,90.3,11.74,34.89,19.6,0.1545,LOW,0
PRJ-04073,Irrigation,1.2,7,6,0,0,0,0,0,0,0,0,89.4,62.78,23.39,13.2,0.0998,LOW,0
PRJ-03871,Urban Development,0.54,6,5,0,0,0,0,0,0,0,0,92.5,96.73,64.37,12.1,0.0998,LOW,0
PRJ-02200,Road,0.76,4,4,0,0,1,0,0,0,1,1,98.7,22.87,82.13,32.2,0.3318,MEDIUM,0
PRJ-01084,Industrial Corridor,0.65,5,6,0,1,0,0,0,0,0,0,94.8,53.31,19.73,21.4,0.1978,LOW,0
PRJ-03868,Road,1.72,7,7,0,0,0,0,0,0,0,0,100.0,28.9,95.85,10.0,0.1246,LOW,0
PRJ-04002,Renewable Energy,0.63,9,4,0,1,0,0,0,0,1,0,69.1,71.31,86.63,25.7,0.2689,MEDIUM,0
PRJ-04722,Road,1.79,6,4,0,0,0,0,0,0,0,0,100.0,61.88,46.11,13.1,0.0998,LOW,0
PRJ-01411,Rail,0.32,8,2,0,0,0,0,0,0,0,0,100.0,49.37,0.87,3.8,0.0998,LOW,0
PRJ-00115,Road,6.37,8,6,0,0,0,0,0,1,0,0,97.7,47.12,22.02,19.5,0.1545,LOW,0
PRJ-04353,Rail,12.36,4,7,0,1,0,0,0,0,0,0,78.3,71.37,97.21,28.4,0.2891,MEDIUM,0
PRJ-02366,Road,1.57,7,3,0,0,1,0,0,0,0,0,88.2,81.44,79.71,16.1,0.168,LOW,0
PRJ-03667,Urban Development,1.28,7,3,0,0,0,0,0,0,0,0,92.3,62.61,28.51,14.1,0.0998,LOW,0
PRJ-04338,Renewable Energy,1.38,8,4,0,0,0,0,0,1,0,0,68.8,48.51,37.23,20.5,0.1545,LOW,0
PRJ-01711,Road,6.57,8,3,1,0,1,1,0,1,1,0,69.6,78.45,51.11,70.1,0.7311,HIGH,205
PRJ-03678,Renewable Energy,0.57,6,2,0,0,0,0,0,0,0,0,93.3,14.43,87.31,10.6,0.0998,LOW,0
PRJ-00643,Industrial Corridor,1.66,3,6,1,0,0,0,0,0,0,0,100.0,33.54,52.62,24.7,0.2142,LOW,0
PRJ-04225,Urban Development,0.7,9,2,0,0,0,0,0,1,0,0,84.9,82.74,46.27,15.4,0.1545,LOW,0
PRJ-04217,Road,0.28,6,5,0,0,0,0,0,0,0,0,93.2,58.31,13.23,13.0,0.0998,LOW,0
PRJ-01105,Urban Development,5.26,4,4,0,0,0,0,0,0,1,0,91.1,2.55,50.81,12.0,0.1419,LOW,0
PRJ-01970,Renewable Energy,2.22,5,5,0,0,0,0,0,0,0,0,100.0,59.85,37.81,11.9,0.0998,LOW,0
PRJ-03763,Road,1.59,10,4,0,1,0,0,0,0,1,0,76.5,98.35,50.9,28.0,0.2689,MEDIUM,84
PRJ-04558,Renewable Energy,1.58,6,2,1,0,1,0,0,0,0,0,67.6,90.61,24.74,35.3,0.3318,MEDIUM,91
PRJ-04186,Rail,0.98,7,4,0,1,1,0,0,0,0,0,92.5,97.36,78.64,36.8,0.31,MEDIUM,0
PRJ-02873,Industrial Corridor,2.11,5,6,0,0,0,0,0,0,0,0,95.5,7.45,6.72,9.6,0.0998,LOW,0
PRJ-02293,Industrial Corridor,0.75,9,5,0,0,0,0,0,0,0,0,86.6,20.71,23.02,8.7,0.0998,LOW,0
PRJ-04894,Road,0.7,9,3,0,0,0,0,0,0,1,0,97.0,72.91,8.38,13.6,0.1419,LOW,0
PRJ-04803,Road,2.16,9,4,0,0,1,0,0,0,0,0,100.0,0.16,33.03,10.8,0.168,LOW,0
PRJ-00144,Renewable Energy,2.11,9,2,0,0,0,0,0,0,0,0,87.2,4.6,14.58,9.5,0.0998,LOW,0
PRJ-01599,Industrial Corridor,1.8,5,4,0,1,0,0,0,0,0,0,84.6,36.3,84.99,19.6,0.1978,LOW,44
PRJ-00026,Industrial Corridor,0.93,7,4,0,1,0,0,0,0,0,0,86.2,61.54,31.41,15.2,0.1978,LOW,0
PRJ-03427,Urban Development,2.36,6,9,0,0,0,0,0,0,0,0,100.0,46.37,98.5,10.3,0.1246,LOW,0
PRJ-00585,Irrigation,2.32,7,7,0,0,0,0,0,0,0,1,90.3,52.94,28.92,15.7,0.19,LOW,0
PRJ-03615,Rail,0.95,8,8,0,0,0,0,1,0,0,0,100.0,27.8,20.39,19.7,0.19,LOW,0
PRJ-01532,Renewable Energy,2.05,9,4,0,0,0,0,0,0,0,0,86.8,1.56,80.49,8.3,0.0998,LOW,0
PRJ-02728,Road,1.27,5,9,0,0,0,1,0,0,0,0,78.8,28.14,66.08,23.8,0.2405,LOW,0
PRJ-02894,Industrial Corridor,1.22,6,4,1,0,0,0,1,0,0,1,70.8,31.34,63.41,42.3,0.4256,MEDIUM,0
PRJ-04118,Road,0.67,8,1,0,0,0,0,0,0,1,0,87.4,63.9,49.86,19.6,0.1419,LOW,0
PRJ-01803,Road,1.11,3,3,0,0,1,0,0,0,1,0,79.8,10.71,39.05,28.7,0.2315,MEDIUM,0
PRJ-04510,Rail,1.33,5,2,0,0,0,0,0,0,0,0,92.5,91.87,64.02,11.5,0.0998,LOW,0
PRJ-04938,Renewable Energy,2.25,4,4,0,0,0,0,0,0,0,0,91.3,61.05,95.12,13.8,0.0998,LOW,0
PRJ-04688,Road,0.81,5,3,0,0,0,1,1,0,0,0,100.0,19.59,59.46,23.1,0.2891,LOW,0
PRJ-02528,Rail,0.82,6,3,0,0,0,0,0,0,0,0,83.7,80.67,5.15,7.5,0.0998,LOW,0
PRJ-01692,Urban Development,0.74,3,2,0,0,1,0,0,0,0,0,100.0,89.18,1.7,15.8,0.168,LOW,0
PRJ-03154,Rail,1.59,5,3,0,0,0,0,0,0,0,0,89.4,96.22,94.2,8.0,0.0998,LOW,126
PRJ-01755,Urban Development,2.07,4,2,0,0,0,0,0,1,0,1,100.0,2.11,78.48,21.5,0.2315,LOW,0
PRJ-02010,Urban Development,9.1,8,5,0,0,0,0,1,0,0,0,93.6,54.0,41.59,17.3,0.19,LOW,0
PRJ-02828,Renewable Energy,0.31,9,5,0,0,0,0,0,0,0,0,89.1,70.2,33.89,10.5,0.0998,LOW,0
PRJ-02269,Rail,1.28,11,6,0,1,0,0,0,0,1,0,82.7,30.46,18.87,31.5,0.2689,MEDIUM,0
PRJ-03186,Urban Development,2.85,2,6,1,1,0,1,0,0,1,0,46.5,44.33,18.07,68.1,0.6682,HIGH,77
PRJ-03735,Irrigation,3.38,6,7,1,1,0,0,1,0,0,0,68.2,48.82,53.88,58.8,0.5622,HIGH,0
PRJ-04581,Road,1.05,6,2,0,0,0,0,0,0,0,0,100.0,51.28,5.56,9.7,0.0998,LOW,0
PRJ-03924,Irrigation,0.88,1,3,0,0,0,0,0,0,0,0,93.7,13.39,96.5,9.4,0.0998,LOW,0
PRJ-04781,Renewable Energy,3.04,6,4,1,0,0,0,0,0,0,0,81.3,99.11,95.22,25.4,0.2142,MEDIUM,0
PRJ-04996,Road,2.0,12,8,0,0,0,0,0,0,0,0,76.4,38.84,31.52,13.8,0.1246,LOW,0
PRJ-04267,Road,1.31,6,5,0,0,0,0,0,0,0,0,91.3,44.31,75.09,7.8,0.0998,LOW,0
PRJ-02359,Renewable Energy,2.34,5,8,0,1,1,0,0,0,0,1,56.9,91.75,52.09,51.4,0.4875,HIGH,0
PRJ-02211,Renewable Energy,0.2,11,2,0,0,0,0,0,0,0,1,100.0,37.78,56.57,16.5,0.1545,LOW,0
PRJ-02353,Renewable Energy,2.53,10,4,0,0,0,0,0,0,0,0,100.0,48.76,62.49,7.4,0.0998,LOW,0
PRJ-02286,Rail,1.71,3,5,1,0,0,0,0,0,0,0,99.5,25.28,93.13,21.4,0.2142,LOW,104
PRJ-01604,Renewable Energy,0.43,3,5,0,0,0,0,0,0,0,0,97.0,24.08,31.24,14.8,0.0998,LOW,0
PRJ-02907,Road,1.86,6,3,0,0,0,0,1,0,1,0,81.9,23.48,88.46,21.4,0.2142,LOW,0
PRJ-00033,Road,4.01,7,4,0,1,1,1,0,1,0,0,75.7,81.72,25.89,62.1,0.6225,HIGH,0
PRJ-00538,Road,0.47,10,3,0,0,0,0,0,0,1,0,88.6,77.42,73.31,14.2,0.1419,LOW,0
PRJ-02760,Urban Development,1.12,8,7,0,0,0,0,0,0,0,0,98.0,9.5,32.44,14.4,0.1246,LOW,0
PRJ-02411,Irrigation,0.71,5,3,1,0,1,0,0,0,0,0,92.5,77.93,99.32,33.2,0.3318,MEDIUM,0
PRJ-01462,Irrigation,0.66,5,3,0,0,0,1,0,0,0,0,98.1,78.39,81.75,18.3,0.1978,LOW,0
PRJ-03965,Industrial Corridor,1.47,9,6,1,1,0,0,0,0,0,0,63.3,57.09,8.05,38.1,0.3775,MEDIUM,0
PRJ-00087,Irrigation,2.62,3,7,0,0,0,0,0,0,0,0,78.3,67.27,76.7,14.0,0.1246,LOW,39
PRJ-01715,Urban Development,0.92,7,1,0,0,0,0,0,1,0,0,80.1,91.38,42.52,14.5,0.1545,LOW,0
PRJ-04045,Road,0.52,6,10,0,0,0,0,0,0,0,0,100.0,71.29,58.57,7.7,0.1246,LOW,0
PRJ-03131,Industrial Corridor,0.26,6,4,0,0,1,1,0,0,0,0,65.8,14.56,70.88,34.7,0.31,MEDIUM,0
PRJ-01013,Road,0.73,3,4,0,1,0,0,0,0,0,0,94.8,89.65,15.81,17.6,0.1978,LOW,96
PRJ-03779,Urban Development,0.3,5,4,0,0,0,0,0,0,0,0,100.0,25.3,34.59,14.6,0.0998,LOW,0
PRJ-00434,Urban Development,2.77,6,2,0,1,0,0,0,0,1,0,70.1,69.51,99.52,27.0,0.2689,MEDIUM,154
PRJ-03039,Urban Development,3.47,7,6,0,0,0,0,1,0,0,1,96.7,19.54,18.43,18.9,0.2315,LOW,0
PRJ-03221,Road,3.01,3,5,0,0,0,1,0,0,0,0,88.2,50.24,59.83,20.0,0.1978,LOW,62
PRJ-04120,Urban Development,1.27,5,3,0,0,0,0,0,0,1,0,100.0,7.32,52.82,19.0,0.1419,LOW,0
PRJ-02898,Urban Development,1.06,3,8,0,0,0,1,0,0,0,0,91.0,81.66,49.88,24.0,0.2405,LOW,0
PRJ-04017,Road,0.89,2,3,0,0,0,0,0,0,0,0,100.0,39.32,94.89,9.4,0.0998,LOW,0
PRJ-03129,Rail,3.98,7,4,0,0,0,0,0,0,0,0,100.0,63.78,69.33,9.2,0.0998,LOW,0
PRJ-03209,Renewable Energy,1.68,6,9,0,1,0,0,0,0,1,0,84.0,77.09,95.29,31.0,0.3208,MEDIUM,0
PRJ-04198,Irrigation,1.42,6,2,0,1,0,0,0,0,0,0,85.6,45.82,33.91,21.7,0.1978,LOW,0
PRJ-04429,Industrial Corridor,1.45,9,6,0,0,0,0,0,0,0,0,89.5,62.34,13.68,11.6,0.0998,LOW,0
PRJ-00433,Road,0.69,10,10,0,0,0,0,1,0,0,0,80.6,57.05,50.58,23.0,0.19,LOW,0
PRJ-00886,Road,3.52,2,3,0,0,1,0,0,0,0,0,73.5,32.88,22.64,9.2,0.168,LOW,0
PRJ-03511,Urban Development,1.09,5,6,0,0,0,0,1,0,0,0,78.3,59.5,77.34,16.2,0.1545,LOW,0
PRJ-00710,Irrigation,1.04,12,6,0,0,0,0,1,0,0,0,90.5,93.87,87.59,15.4,0.1545,LOW,0
PRJ-04312,Urban Development,1.08,5,4,0,0,0,0,1,0,0,0,81.6,36.31,29.2,16.3,0.1545,LOW,0
PRJ-02804,Road,1.16,5,2,0,1,0,0,0,0,0,0,90.4,6.72,15.77,23.7,0.1978,LOW,0
PRJ-02387,Industrial Corridor,0.93,5,4,0,1,0,1,0,0,1,1,62.3,27.54,76.16,51.0,0.5744,HIGH,0
PRJ-00695,Irrigation,1.74,15,4,0,0,0,0,0,0,1,0,96.7,39.02,85.94,11.8,0.1419,LOW,0
PRJ-03254,Urban Development,0.75,9,3,0,0,0,0,0,0,0,0,100.0,84.21,26.38,9.7,0.0998,LOW,0
PRJ-02101,Irrigation,0.39,5,5,0,1,0,0,0,1,0,0,83.3,13.04,75.51,25.1,0.2891,MEDIUM,35
PRJ-04777,Renewable Energy,1.12,11,5,0,0,0,0,0,0,0,0,90.5,84.91,25.25,11.8,0.0998,LOW,0
PRJ-03553,Road,0.72,6,6,1,1,0,0,1,0,1,0,61.1,66.32,28.54,58.2,0.5987,HIGH,0
PRJ-04319,Urban Development,1.01,5,7,0,0,0,1,0,1,0,0,76.7,37.66,87.5,33.0,0.343,MEDIUM,0
PRJ-01904,Industrial Corridor,0.56,11,3,0,0,0,0,0,0,0,0,81.0,99.42,71.15,12.8,0.0998,LOW,0
PRJ-00438,Urban Development,2.08,8,4,0,0,0,0,0,0,0,0,93.1,43.31,86.51,12.2,0.0998,LOW,0
PRJ-03800,Road,0.81,6,5,1,0,0,0,0,0,0,0,96.5,85.58,99.76,18.4,0.2142,LOW,0
PRJ-04321,Rail,1.56,9,5,0,0,0,0,0,0,0,0,96.8,33.82,16.76,7.8,0.0998,LOW,0
PRJ-04882,Road,1.8,3,4,0,1,0,0,1,0,0,0,99.1,25.34,94.38,30.6,0.2891,MEDIUM,0
PRJ-01816,Road,3.41,6,4,0,0,0,0,0,0,0,0,91.0,98.55,25.94,8.4,0.0998,LOW,0
PRJ-01308,Industrial Corridor,2.7,6,5,0,0,0,0,1,0,1,0,100.0,88.58,93.27,19.8,0.2142,LOW,0
PRJ-01011,Renewable Energy,0.82,5,4,0,0,0,0,0,0,0,0,85.0,42.95,4.21,12.9,0.0998,LOW,0
PRJ-00953,Road,2.06,6,7,0,0,0,0,0,0,0,1,82.4,20.82,27.03,17.1,0.19,LOW,46
PRJ-00465,Urban Development,6.19,6,3,0,0,1,0,0,1,0,0,92.9,14.92,54.43,26.7,0.2497,MEDIUM,0
PRJ-00183,Industrial Corridor,1.31,3,4,0,0,1,0,0,0,0,0,77.6,85.11,32.58,15.1,0.168,LOW,0
PRJ-03857,Irrigation,0.79,5,2,0,0,0,0,0,0,0,0,84.9,6.85,65.64,12.2,0.0998,LOW,0
PRJ-03604,Irrigation,2.61,5,5,0,0,0,0,1,0,0,1,80.1,83.5,62.14,18.7,0.2315,LOW,0
PRJ-01063,Irrigation,2.82,6,3,0,0,0,0,0,0,0,0,83.0,25.27,27.93,9.3,0.0998,LOW,0
PRJ-03008,Renewable Energy,3.6,3,4,0,0,1,1,0,1,0,0,73.0,19.59,25.99,42.1,0.4256,MEDIUM,0
PRJ-02771,Urban Development,0.78,9,3,0,0,0,1,0,0,0,0,100.0,47.5,65.46,14.5,0.1978,LOW,0
PRJ-00641,Road,1.21,8,6,1,0,0,0,1,1,0,1,73.7,76.99,0.03,54.9,0.5498,HIGH,115
PRJ-00505,Road,1.66,5,6,0,1,0,0,0,0,0,0,100.0,78.38,8.83,15.5,0.1978,LOW,0
PRJ-01202,Urban Development,3.23,11,7,0,0,0,0,0,0,1,0,94.4,81.34,56.01,21.1,0.1751,LOW,123
PRJ-01728,Irrigation,0.68,4,3,0,0,0,0,0,1,0,0,86.0,4.88,83.86,16.2,0.1545,LOW,0
PRJ-02926,Irrigation,3.46,5,7,0,0,1,0,1,0,0,0,92.7,0.8,62.66,32.0,0.2994,MEDIUM,0
PRJ-02193,Renewable Energy,2.78,6,8,0,1,0,0,0,0,0,0,77.1,76.34,11.83,28.3,0.2405,MEDIUM,0
PRJ-02231,Road,1.22,5,4,0,0,0,0,0,0,0,0,86.4,69.6,81.07,8.8,0.0998,LOW,0
PRJ-01930,Irrigation,1.22,5,8,0,0,1,0,0,0,0,0,88.0,56.88,47.23,21.8,0.2059,LOW,0
PRJ-00334,Urban Development,0.73,10,5,0,0,0,0,0,0,0,0,89.1,97.37,47.77,15.3,0.0998,LOW,35
PRJ-03161,Road,3.86,7,8,1,1,0,0,0,0,0,0,60.5,59.76,50.29,44.4,0.4378,MEDIUM,0
PRJ-00579,Industrial Corridor,0.51,8,4,0,0,0,0,0,0,0,0,85.6,4.76,71.35,10.9,0.0998,LOW,0
PRJ-00037,Rail,30.45,3,6,1,0,0,0,0,0,0,1,72.3,36.93,69.6,35.6,0.3659,MEDIUM,0
PRJ-01103,Industrial Corridor,0.23,6,6,1,0,0,0,0,0,0,1,90.3,22.14,22.18,25.5,0.31,MEDIUM,0
PRJ-02403,Renewable Energy,0.88,3,6,0,0,0,0,0,0,0,0,84.5,60.19,17.12,12.1,0.0998,LOW,0
PRJ-02671,Road,1.45,4,6,0,0,0,0,1,0,1,1,88.0,41.32,49.6,31.8,0.31,MEDIUM,0
PRJ-01735,Rail,2.39,6,7,0,1,0,0,0,1,1,1,98.5,21.96,95.99,53.8,0.5622,HIGH,0
PRJ-02934,Road,0.51,6,8,1,0,1,0,0,0,0,0,75.1,63.81,41.52,41.7,0.3894,MEDIUM,0
PRJ-03629,Road,0.68,4,3,0,0,0,0,0,0,1,0,90.2,3.95,42.7,12.8,0.1419,LOW,0
PRJ-03646,Urban Development,0.52,3,3,0,0,0,0,0,0,0,0,97.6,57.8,18.92,7.6,0.0998,LOW,0
PRJ-00616,Rail,0.38,4,2,1,0,0,0,0,0,0,0,77.1,60.16,73.03,20.4,0.2142,LOW,0
PRJ-00736,Urban Development,2.13,7,6,0,0,0,0,1,1,1,0,71.4,87.62,4.69,32.6,0.31,MEDIUM,0
PRJ-03718,Renewable Energy,1.38,6,6,0,0,0,0,1,0,0,0,71.4,0.01,66.56,14.2,0.1545,LOW,0
PRJ-03759,Urban Development,6.07,7,4,0,0,0,0,0,0,0,0,86.6,62.26,32.72,10.4,0.0998,LOW,0
PRJ-01380,Industrial Corridor,0.9,8,1,0,0,0,0,0,0,0,0,100.0,85.42,0.37,8.5,0.0998,LOW,0
PRJ-04755,Urban Development,2.61,4,2,0,0,0,0,0,0,0,0,87.3,20.24,16.69,11.0,0.0998,LOW,0
PRJ-02917,Rail,0.94,6,12,0,0,0,0,1,0,0,0,89.4,51.28,34.69,14.6,0.19,LOW,0
PRJ-03032,Irrigation,4.71,4,14,0,1,0,0,0,1,0,1,77.0,32.29,43.69,44.8,0.4626,MEDIUM,81
PRJ-04672,Road,5.35,4,3,0,0,0,0,0,0,0,0,94.9,79.1,53.8,16.7,0.0998,LOW,0
PRJ-00356,Irrigation,1.65,7,6,0,0,0,0,1,0,0,0,76.6,68.53,26.43,12.4,0.1545,LOW,0
PRJ-01667,Renewable Energy,2.35,6,6,0,0,0,0,0,0,0,0,100.0,9.68,76.26,20.8,0.0998,LOW,90
PRJ-01706,Industrial Corridor,0.82,4,4,0,0,1,1,0,0,0,0,84.6,6.39,23.0,30.4,0.31,MEDIUM,0
PRJ-01663,Rail,0.43,6,6,0,0,0,1,1,1,0,0,74.2,9.91,1.77,44.1,0.4013,MEDIUM,86
PRJ-01716,Road,1.13,8,1,0,0,1,0,0,0,0,0,85.2,78.61,32.55,15.6,0.168,LOW,146
PRJ-03275,Road,2.31,10,5,0,0,0,0,0,0,1,0,100.0,26.77,75.46,20.0,0.1419,LOW,0
PRJ-03252,Urban Development,1.35,7,5,0,0,0,0,1,0,0,0,96.0,60.3,62.13,17.7,0.1545,LOW,0
PRJ-04562,Irrigation,2.26,4,4,0,0,0,0,0,0,1,0,83.0,54.73,64.84,16.5,0.1419,LOW,0
PRJ-03520,Irrigation,2.54,1,4,0,0,1,1,0,0,0,0,67.6,79.16,45.32,31.6,0.31,MEDIUM,70
PRJ-04714,Rail,0.63,4,5,0,0,0,0,0,0,0,0,100.0,94.36,20.54,12.8,0.0998,LOW,0
PRJ-02958,Irrigation,2.24,2,6,0,0,0,0,0,0,0,0,98.7,97.19,80.94,5.5,0.0998,LOW,0
PRJ-01563,Irrigation,2.41,10,1,1,0,1,0,0,0,0,0,77.5,88.19,27.97,34.3,0.3318,MEDIUM,0
PRJ-01410,Renewable Energy,1.21,4,5,1,0,0,0,0,0,1,0,73.0,61.53,33.53,30.5,0.2891,MEDIUM,0
