compensation_id,case_id,project_id,assessed_amount,amount_paid,payment_status,payment_delay_days
COMP-000358,CASE-000358,PRJ-02804,467822.45,1004798.79,Pending,350
COMP-000359,CASE-000359,PRJ-02387,1006059.44,335056.54,Pending,160
COMP-000360,CASE-000360,PRJ-00695,338251.71,1190796.82,Paid,17
COMP-000361,CASE-000361,PRJ-03254,469243.86,705444.3,Paid,5
COMP-000362,CASE-000362,PRJ-02101,592010.66,289735.72,Pending,367
COMP-000363,CASE-000363,PRJ-04777,620556.21,525533.42,Paid,5
COMP-000364,CASE-000364,PRJ-03553,747252.8,78502.29,Pending,23
COMP-000365,CASE-000365,PRJ-04319,1052533.44,1794118.17,Paid,4
COMP-000366,CASE-000366,PRJ-01904,281402.06,361539.48,Paid,22
COMP-000367,CASE-000367,PRJ-00438,737910.45,2051450.8,Paid,4
COMP-000368,CASE-000368,PRJ-03800,1297414.28,821291.04,Paid,26
COMP-000369,CASE-000369,PRJ-04321,3159745.38,1115878.98,Paid,9
COMP-000370,CASE-000370,PRJ-04882,427497.75,969874.9,Pending,103
COMP-000371,CASE-000371,PRJ-01816,4839021.01,4395436.41,Paid,23
COMP-000372,CASE-000372,PRJ-01308,2532647.95,2456197.49,Paid,3
COMP-000373,CASE-000373,PRJ-01011,650156.52,417207.51,Paid,4
COMP-000374,CASE-000374,PRJ-00953,820457.26,1055820.15,Paid,6
COMP-000375,CASE-000375,PRJ-00465,3259375.39,2496468.28,Paid,5
COMP-000376,CASE-000376,PRJ-00183,1500976.93,1573871.8,Paid,3
COMP-000377,CASE-000377,PRJ-03857,455911.7,883940.87,Paid,21
COMP-000378,CASE-000378,PRJ-03604,2033025.31,1556886.85,Paid,17
COMP-000379,CASE-000379,PRJ-01063,1639930.4,1608055.68,Paid,23
COMP-000380,CASE-000380,PRJ-03008,6062446.2,3427816.39,Paid,16
COMP-000381,CASE-000381,PRJ-02771,890605.4,356086.79,Paid,4
COMP-000382,CASE-000382,PRJ-00641,734238.42,492811.44,Paid,3
COMP-000383,CASE-000383,PRJ-00505,653222.74,322617.92,Pending,166
COMP-000384,CASE-000384,PRJ-01202,1014819.31,914310.62,Paid,24
COMP-000385,CASE-000385,PRJ-01728,507951.42,382521.99,Paid,3
COMP-000386,CASE-000386,PRJ-02926,1347687.3,2160359.16,Paid,20
COMP-000387,CASE-000387,PRJ-02193,2294135.19,173250.44,Pending,328
COMP-000388,CASE-000388,PRJ-02231,791187.16,1064542.93,Paid,13
COMP-000389,CASE-000389,PRJ-01930,592981.83,492328.26,Paid,24
COMP-000390,CASE-000390,PRJ-00334,997385.51,886921.21,Paid,24
COMP-000391,CASE-000391,PRJ-03161,1071978.9,2561324.3,Pending,181
COMP-000392,CASE-000392,PRJ-00579,464476.01,556400.34,Paid,6
COMP-000393,CASE-000393,PRJ-00037,23683722.29,23259001.67,Paid,7
COMP-000394,CASE-000394,PRJ-01103,151898.87,157191.68,Paid,17
COMP-000395,CASE-000395,PRJ-02403,1335080.34,496005.84,Paid,23
COMP-000396,CASE-000396,PRJ-02671,1313334.34,897129.08,Paid,23
COMP-000397,CASE-000397,PRJ-01735,3275027.95,318746.04,Pending,86
COMP-000398,CASE-000398,PRJ-02934,802474.56,462096.97,Paid,17
COMP-000399,CASE-000399,PRJ-03629,504325.47,458771.36,Paid,5
COMP-000400,CASE-000400,PRJ-03646,243746.58,442557.97,Paid,14
COMP-000401,CASE-000401,PRJ-00616,259072.91,326813.26,Paid,12
COMP-000402,CASE-000402,PRJ-00736,1339173.07,2023877.57,Paid,6
COMP-000403,CASE-000403,PRJ-03718,552328.41,613434.29,Paid,5
COMP-000404,CASE-000404,PRJ-03759,3062172.67,3326918.24,Paid,22
COMP-000405,CASE-000405,PRJ-01380,495556.47,490005.96,Paid,16
COMP-000406,CASE-000406,PRJ-04755,1406925.45,1188353.33,Paid,1
COMP-000407,CASE-000407,PRJ-02917,943093.69,1399453.54,Paid,8
COMP-000408,CASE-000408,PRJ-03032,5075416.4,2465655.71,Pending,335
COMP-000409,CASE-000409,PRJ-04672,5406878.31,3315237.53,Paid,6
COMP-000410,CASE-000410,PRJ-00356,1565246.86,1068276.04,Paid,2
COMP-000411,CASE-000411,PRJ-01667,1460669.16,993988.76,Paid,0
COMP-000412,CASE-000412,PRJ-01706,584644.37,1515445.25,Paid,1
COMP-000413,CASE-000413,PRJ-01663,282926.36,146963.54,Paid,14
COMP-000414,CASE-000414,PRJ-01716,682547.22,310945.86,Paid,12
COMP-000415,CASE-000415,PRJ-03275,500501.34,836508.03,Paid,3
COMP-000416,CASE-000416,PRJ-03252,1055319.4,804395.36,Paid,27
COMP-000417,CASE-000417,PRJ-04562,1453498.9,1365867.4,Paid,9
COMP-000418,CASE-000418,PRJ-03520,592121.0,1737498.45,Paid,22
COMP-000419,CASE-000419,PRJ-04714,376059.41,393094.33,Paid,10
COMP-000420,CASE-000420,PRJ-02958,1757700.57,855937.76,Paid,2
COMP-000421,CASE-000421,PRJ-01563,755044.01,1614284.55,Paid,28
COMP-000422,CASE-000422,PRJ-01410,529675.81,989402.51,Paid,3
COMP-000423,CASE-000423,PRJ-00337,3368887.52,2289263.04,Paid,5
COMP-000424,CASE-000424,PRJ-03033,640719.15,2549038.69,Paid,29
COMP-000425,CASE-000425,PRJ-01160,533308.72,1408824.56,Paid,25
COMP-000426,CASE-000426,PRJ-00854,400393.02,919551.17,Paid,27
COMP-000427,CASE-000427,PRJ-03425,1237277.5,2757726.0,Paid,12
COMP-000428,CASE-000428,PRJ-00118,426601.36,561958.65,Paid,28
COMP-000429,CASE-000429,PRJ-04632,921220.25,358430.18,Paid,11
COMP-000430,CASE-000430,PRJ-00511,940778.32,503459.07,Pending,276
COMP-000431,CASE-000431,PRJ-01252,606327.17,490268.72,Paid,11
COMP-000432,CASE-000432,PRJ-01826,1593603.04,1660828.79,Paid,25
COMP-000433,CASE-000433,PRJ-03715,1154920.24,406726.57,Paid,29
COMP-000434,CASE-000434,PRJ-03768,1997530.44,368581.35,Pending,68
COMP-000435,CASE-000435,PRJ-00948,2394406.99,1823493.99,Pending,184
COMP-000436,CASE-000436,PRJ-04127,3657631.87,2174201.48,Paid,0
COMP-000437,CASE-000437,PRJ-02374,339384.57,413302.39,Paid,15
COMP-000438,CASE-000438,PRJ-00724,694419.2,1007990.26,Paid,2
COMP-000439,CASE-000439,PRJ-01528,1553713.21,963467.56,Paid,9
COMP-000440,CASE-000440,PRJ-01029,721063.21,2488644.92,Paid,0
COMP-000441,CASE-000441,PRJ-04795,1091802.05,1468414.16,Paid,18
COMP-000442,CASE-000442,PRJ-03042,1512336.27,1922647.9,Paid,3
COMP-000443,CASE-000443,PRJ-03346,493068.39,93055.79,Pending,269
COMP-000444,CASE-000444,PRJ-04767,1452253.56,1533212.03,Paid,14
COMP-000445,CASE-000445,PRJ-04973,1181151.35,1566431.45,Paid,17
COMP-000446,CASE-000446,PRJ-04587,889495.17,382305.95,Paid,3
COMP-000447,CASE-000447,PRJ-02541,994244.99,793294.09,Paid,27
COMP-000448,CASE-000448,PRJ-00426,304618.33,204518.76,Paid,26
COMP-000449,CASE-000449,PRJ-02317,2190397.13,1429213.18,Paid,5
COMP-000450,CASE-000450,PRJ-01886,486455.26,1128693.91,Paid,27
COMP-000451,CASE-000451,PRJ-02754,1230461.76,1220173.59,Paid,3
COMP-000452,CASE-000452,PRJ-00022,1683771.92,357619.25,Pending,132
COMP-000453,CASE-000453,PRJ-00716,204890.34,220573.5,Paid,25
COMP-000454,CASE-000454,PRJ-03755,1123991.31,1394313.99,Paid,16
COMP-000455,CASE-000455,PRJ-02338,849568.39,819116.62,Paid,29
COMP-000456,CASE-000456,PRJ-03937,696802.97,315114.98,Pending,482
COMP-000457,CASE-000457,PRJ-03469,715341.81,151928.88,Pending,297
COMP-000458,CASE-000458,PRJ-01184,921386.92,2193527.18,Paid,29
COMP-000459,CASE-000459,PRJ-00464,1334802.75,3285630.15,Paid,19
COMP-000460,CASE-000460,PRJ-01976,626775.58,642734.35,Paid,22
COMP-000461,CASE-000461,PRJ-01869,609751.35,249684.08,Pending,409
COMP-000462,CASE-000462,PRJ-01265,1155176.63,900474.15,Paid,0
COMP-000463,CASE-000463,PRJ-02492,485097.52,903806.24,Paid,16
COMP-000464,CASE-000464,PRJ-02844,360557.76,414453.01,Paid,7
COMP-000465,CASE-000465,PRJ-03328,1873171.91,812875.63,Pending,130
COMP-000466,CASE-000466,PRJ-04451,4418327.34,2270547.13,Paid,29
COMP-000467,CASE-000467,PRJ-02435,1400932.41,2611261.87,Paid,14
COMP-000468,CASE-000468,PRJ-03547,697505.79,426509.97,Paid,3
COMP-000469,CASE-000469,PRJ-03162,1090032.06,918301.75,Pending,173
COMP-000470,CASE-000470,PRJ-01118,1870813.53,1128025.1,Paid,22
COMP-000471,CASE-000471,PRJ-01508,212671.81,212862.27,Paid,8
COMP-000472,CASE-000472,PRJ-00273,1232300.78,1579416.09,Paid,11
COMP-000473,CASE-000473,PRJ-03816,621774.31,222527.28,Pending,227
COMP-000474,CASE-000474,PRJ-03875,1315427.73,697912.11,Paid,27
COMP-000475,CASE-000475,PRJ-00864,784767.22,604968.63,Paid,4
COMP-000476,CASE-000476,PRJ-01815,1580328.82,531792.39,Pending,394
COMP-000477,CASE-000477,PRJ-03165,1553931.66,613870.55,Pending,269
COMP-000478,CASE-000478,PRJ-00652,3143610.45,2572830.74,Paid,3
COMP-000479,CASE-000479,PRJ-04239,1379048.52,335440.41,Pending,461
COMP-000480,CASE-000480,PRJ-01988,6706037.36,2783229.14,Paid,14
COMP-000481,CASE-000481,PRJ-04130,624720.27,867079.9,Paid,15
COMP-000482,CASE-000482,PRJ-00374,1036981.11,272776.86,Paid,5
COMP-000483,CASE-000483,PRJ-02866,4528909.67,5288417.77,Paid,0
COMP-000484,CASE-000484,PRJ-00548,1052024.97,559607.97,Pending,189
COMP-000485,CASE-000485,PRJ-02260,485247.27,418658.32,Pending,225
COMP-000486,CASE-000486,PRJ-03156,745030.82,937600.42,Paid,16
COMP-000487,CASE-000487,PRJ-01466,1077472.32,679212.83,Paid,28
COMP-000488,CASE-000488,PRJ-02106,457580.79,520609.95,Paid,10
COMP-000489,CASE-000489,PRJ-01501,271752.37,362614.12,Pending,188
COMP-000490,CASE-000490,PRJ-01538,287207.86,89005.79,Pending,305
COMP-000491,CASE-000491,PRJ-02289,875724.65,1185697.0,Paid,27
COMP-000492,CASE-000492,PRJ-01259,548083.59,169536.73,Paid,1
COMP-000493,CASE-000493,PRJ-01084,1563926.76,944602.63,Paid,27
COMP-000494,CASE-000494,PRJ-04389,443137.34,643575.52,Paid,21
COMP-000495,CASE-000495,PRJ-04552,1904763.44,493075.77,Paid,22
COMP-000496,CASE-000496,PRJ-02351,1151417.3,1216179.55,Paid,3
COMP-000497,CASE-000497,PRJ-04629,1051753.24,682593.22,Pending,178
COMP-000498,CASE-000498,PRJ-03093,2259657.56,587569.29,Pending,35
COMP-000499,CASE-000499,PRJ-03010,676601.88,894925.16,Paid,12
COMP-000500,CASE-000500,PRJ-04957,2072868.44,1601319.93,Paid,4
COMP-000501,CASE-000501,PRJ-03713,1959804.55,1060855.34,Paid,21
COMP-000502,CASE-000502,PRJ-04437,1711542.42,3350839.59,Paid,1
COMP-000503,CASE-000503,PRJ-00745,1318096.5,2329526.26,Paid,27
COMP-000504,CASE-000504,PRJ-00305,505720.4,570535.85,Paid,23
COMP-000505,CASE-000505,PRJ-02693,399262.11,1048651.96,Paid,8
COMP-000506,CASE-000506,PRJ-00619,1618595.53,2006674.24,Paid,20
COMP-000507,CASE-000507,PRJ-04895,834425.66,1953085.76,Pending,326
COMP-000508,CASE-000508,PRJ-01145,293880.36,793336.96,Paid,19
COMP-000509,CASE-000509,PRJ-04577,593712.32,322127.86,Paid,8
COMP-000510,CASE-000510,PRJ-02401,429239.71,839095.74,Paid,29
COMP-000511,CASE-000511,PRJ-02819,1570445.25,391427.22,Pending,268
COMP-000512,CASE-000512,PRJ-00035,982948.84,1486388.79,Paid,2
COMP-000513,CASE-000513,PRJ-02567,537205.33,396314.56,Paid,5
COMP-000514,CASE-000514,PRJ-02177,278226.56,189721.42,Pending,89
COMP-000515,CASE-000515,PRJ-00474,252358.69,502558.67,Paid,29
COMP-000516,CASE-000516,PRJ-01283,3413664.56,3282472.82,Paid,17
COMP-000517,CASE-000517,PRJ-03161,420674.82,447001.1,Paid,10
COMP-000518,CASE-000518,PRJ-04826,1488667.57,536748.2,Paid,28
COMP-000519,CASE-000519,PRJ-01316,235409.1,152906.13,Pending,171
COMP-000520,CASE-000520,PRJ-02585,670017.86,188335.25,Paid,25
COMP-000521,CASE-000521,PRJ-01625,1371713.72,879673.43,Paid,7
COMP-000522,CASE-000522,PRJ-03509,4296423.9,3333545.88,Paid,21
COMP-000523,CASE-000523,PRJ-04374,693803.58,670620.94,Paid,27
COMP-000524,CASE-000524,PRJ-03032,608208.01,999320.5,Paid,15
COMP-000525,CASE-000525,PRJ-02769,551642.15,646759.48,Paid,13
COMP-000526,CASE-000526,PRJ-00093,2598253.72,871043.6,Paid,2
COMP-000527,CASE-000527,PRJ-01939,886183.16,363178.48,Pending,345
COMP-000528,CASE-000528,PRJ-02008,4585772.31,3095214.25,Paid,15
COMP-000529,CASE-000529,PRJ-01728,969209.58,334648.35,Paid,9
COMP-000530,CASE-000530,PRJ-01327,1350570.32,1563236.92,Paid,27
COMP-000531,CASE-000531,PRJ-02822,381033.09,871294.21,Paid,22
COMP-000532,CASE-000532,PRJ-04076,875858.15,1476953.58,Paid,23
COMP-000533,CASE-000533,PRJ-01742,1274150.22,538610.6,Pending,236
COMP-000534,CASE-000534,PRJ-00927,1090476.68,2528764.72,Paid,3
COMP-000535,CASE-000535,PRJ-02859,9422890.43,12066881.36,Paid,6
COMP-000536,CASE-000536,PRJ-01119,1565396.3,1413268.55,Paid,22
COMP-000537,CASE-000537,PRJ-02913,1392149.89,1343359.6,Paid,1
COMP-000538,CASE-000538,PRJ-02064,796963.61,284493.52,Paid,29
COMP-000539,CASE-000539,PRJ-04551,895209.17,2263196.52,Paid,14
COMP-000540,CASE-000540,PRJ-01035,1981733.54,1940860.83,Paid,29
COMP-000541,CASE-000541,PRJ-02844,1393121.99,1436231.8,Pending,201
COMP-000542,CASE-000542,PRJ-00039,483486.75,948948.54,Paid,20
COMP-000543,CASE-000543,PRJ-00084,2792200.58,866216.9,Pending,427
COMP-000544,CASE-000544,PRJ-00285,1359602.64,487458.33,Paid,27
COMP-000545,CASE-000545,PRJ-00496,278488.57,419372.57,Paid,24
COMP-000546,CASE-000546,PRJ-01332,1988084.23,500036.33,Pending,376
COMP-000547,CASE-000547,PRJ-01491,1106081.72,2920638.98,Paid,2
COMP-000548,CASE-000548,PRJ-04869,378852.23,263275.47,Pending,440
COMP-000549,CASE-000549,PRJ-04884,395471.49,366928.16,Paid,24
COMP-000550,CASE-000550,PRJ-01585,1286460.19,2558471.72,Paid,7
COMP-000551,CASE-000551,PRJ-02470,437920.09,821740.53,Paid,1
COMP-000552,CASE-000552,PRJ-01007,1088633.6,490990.26,Paid,15
COMP-000553,CASE-000553,PRJ-04468,1167635.65,2215195.5,Paid,7
COMP-000554,CASE-000554,PRJ-00113,1114162.92,1213139.65,Paid,6
COMP-000555,CASE-000555,PRJ-04986,660158.31,124822.63,Pending,284
COMP-000556,CASE-000556,PRJ-02856,1623854.85,1205199.53,Paid,2
COMP-000557,CASE-000557,PRJ-00818,97804.9,155422.82,Paid,18
COMP-000558,CASE-000558,PRJ-01336,567193.16,733206.43,Paid,19
COMP-000559,CASE-000559,PRJ-01120,555876.35,641229.84,Paid,0
COMP-000560,CASE-000560,PRJ-02291,866788.34,249055.26,Pending,113
COMP-000561,CASE-000561,PRJ-02210,891901.56,1120459.06,Paid,27
COMP-000562,CASE-000562,PRJ-00336,1449269.62,1299929.52,Pending,314
COMP-000563,CASE-000563,PRJ-00068,2674218.38,844055.44,Paid,4
COMP-000564,CASE-000564,PRJ-03627,1357846.6,1108570.31,Paid,8
COMP-000565,CASE-000565,PRJ-02867,1286777.68,892692.88,Paid,21
COMP-000566,CASE-000566,PRJ-01429,880527.16,1160555.47,Paid,2
COMP-000567,CASE-000567,PRJ-04236,6622914.09,4809359.91,Paid,25
COMP-000568,CASE-000568,PRJ-04698,2761178.55,1227307.44,Paid,18
COMP-000569,CASE-000569,PRJ-03200,518165.21,470634.59,Paid,20
COMP-000570,CASE-000570,PRJ-03174,1828505.76,1067136.91,Paid,4
COMP-000571,CASE-000571,PRJ-00671,2522241.61,2193395.0,Pending,354
COMP-000572,CASE-000572,PRJ-03613,2930344.09,2497727.76,Paid,12
COMP-000573,CASE-000573,PRJ-04462,101108.76,128296.1,Paid,19
COMP-000574,CASE-000574,PRJ-03657,997167.3,333802.45,Paid,8
COMP-000575,CASE-000575,PRJ-02351,1133929.78,2112513.75,Paid,9
COMP-000576,CASE-000576,PRJ-02909,6053772.47,5589697.9,Paid,16
COMP-000577,CASE-000577,PRJ-03239,218835.32,129474.79,Paid,18
COMP-000578,CASE-000578,PRJ-02084,1132740.38,1086730.48,Paid,23
COMP-000579,CASE-000579,PRJ-02447,1048041.71,1386451.76,Paid,14
COMP-000580,CASE-000580,PRJ-02699,899604.46,445499.92,Pending,374
COMP-000581,CASE-000581,PRJ-00445,2165403.82,1162792.64,Paid,8
COMP-000582,CASE-000582,PRJ-03300,4081475.51,6506932.35,Paid,16
COMP-000583,CASE-000583,PRJ-02210,1166885.9,1127521.33,Paid,9
COMP-000584,CASE-000584,PRJ-02641,289038.5,356352.93,Paid,5
COMP-000585,CASE-000585,PRJ-03828,3688264.15,4407504.14,Paid,27
COMP-000586,CASE-000586,PRJ-04641,1993413.34,1854515.98,Paid,23
COMP-000587,CASE-000587,PRJ-02951,2675203.2,2364410.61,Paid,9
COMP-000588,CASE-000588,PRJ-01601,500288.2,284569.14,Pending,40
COMP-000589,CASE-000589,PRJ-02029,644865.03,1193878.05,Paid,21
COMP-000590,CASE-000590,PRJ-03115,822090.74,863782.46,Paid,4
COMP-000591,CASE-000591,PRJ-03050,1453846.69,335856.99,Pending,173
COMP-000592,CASE-000592,PRJ-04555,1766246.45,1000573.27,Paid,0
COMP-000593,CASE-000593,PRJ-02404,922648.65,1642199.39,Paid,11
COMP-000594,CASE-000594,PRJ-04415,4005607.13,2220738.23,Paid,16
COMP-000595,CASE-000595,PRJ-00805,404880.87,1481907.84,Paid,19
COMP-000596,CASE-000596,PRJ-04287,5010070.13,2572933.26,Paid,9
COMP-000597,CASE-000597,PRJ-04820,410676.06,822963.18,Paid,20
COMP-000598,CASE-000598,PRJ-00784,280671.25,189023.4,Pending,271
COMP-000599,CASE-000599,PRJ-02445,1878878.13,3642253.61,Paid,7
COMP-000600,CASE-000600,PRJ-02857,3004443.39,800415.21,Paid,9
COMP-000601,CASE-000601,PRJ-00108,1733285.2,1137303.72,Pending,256
COMP-000602,CASE-000602,PRJ-01835,1351122.15,716871.01,Paid,19
COMP-000603,CASE-000603,PRJ-01121,1526795.63,809806.87,Pending,200
COMP-000604,CASE-000604,PRJ-00650,865266.7,620553.23,Pending,117
COMP-000605,CASE-000605,PRJ-03474,2066911.5,1362164.41,Pending,471
COMP-000606,CASE-000606,PRJ-03668,1241147.35,1068777.2,Paid,25
COMP-000607,CASE-000607,PRJ-00537,2761765.85,2251530.38,Paid,7
COMP-000608,CASE-000608,PRJ-01745,2020022.93,1113717.2,Paid,13
COMP-000609,CASE-000609,PRJ-03691,2926990.42,1350462.22,Paid,1
COMP-000610,CASE-000610,PRJ-04579,1595720.51,1138153.89,Paid,28
COMP-000611,CASE-000611,PRJ-03492,782093.06,772748.47,Paid,29
COMP-000612,CASE-000612,PRJ-01241,1158494.77,481803.22,Pending,494
COMP-000613,CASE-000613,PRJ-02091,1875996.79,2847984.51,Paid,4
COMP-000614,CASE-000614,PRJ-02223,459660.95,466303.56,Pending,59
COMP-000615,CASE-000615,PRJ-01952,1459106.56,1769030.72,Paid,21
COMP-000616,CASE-000616,PRJ-03376,2630651.37,2163125.93,Paid,21
COMP-000617,CASE-000617,PRJ-00071,896549.33,592118.54,Paid,24
COMP-000618,CASE-000618,PRJ-01933,880510.71,447399.6,Paid,18
COMP-000619,CASE-000619,PRJ-00098,116143.64,336391.49,Paid,28
COMP-000620,CASE-000620,PRJ-03559,680985.76,578856.62,Paid,13
COMP-000621,CASE-000621,PRJ-00216,3148439.06,4856321.15,Paid,16
COMP-000622,CASE-000622,PRJ-02120,2442532.86,1521187.06,Pending,278
COMP-000623,CASE-000623,PRJ-00743,8233440.18,4518226.88,Paid,10
COMP-000624,CASE-000624,PRJ-00029,411341.39,711687.34,Paid,5
COMP-000625,CASE-000625,PRJ-00469,1277169.46,747761.52,Paid,15
COMP-000626,CASE-000626,PRJ-01371,3253266.95,1889117.19,Paid,26
COMP-000627,CASE-000627,PRJ-01423,857439.38,680080.98,Paid,3
COMP-000628,CASE-000628,PRJ-04152,877980.48,1658205.39,Paid,24
COMP-000629,CASE-000629,PRJ-02189,1312376.82,1821463.91,Paid,23
COMP-000630,CASE-000630,PRJ-03233,809236.52,472936.18,Pending,271
COMP-000631,CASE-000631,PRJ-00660,1954576.55,758891.86,Paid,14
COMP-000632,CASE-000632,PRJ-03310,534281.27,918267.64,Paid,20
COMP-000633,CASE-000633,PRJ-02302,1045554.06,985349.6,Paid,9
COMP-000634,CASE-000634,PRJ-03423,675264.3,753755.87,Paid,21
COMP-000635,CASE-000635,PRJ-00653,5383463.14,4344954.77,Paid,20
COMP-000636,CASE-000636,PRJ-00768,268609.55,47711.02,Pending,83
COMP-000637,CASE-000637,PRJ-03181,1517230.32,543608.19,Paid,4
COMP-000638,CASE-000638,PRJ-00002,1087918.61,2603665.91,Paid,9
COMP-000639,CASE-000639,PRJ-03568,739695.02,440313.41,Paid,1
COMP-000640,CASE-000640,PRJ-02502,1293023.8,1271270.44,Paid,29
COMP-000641,CASE-000641,PRJ-01871,1500544.24,1848847.66,Paid,0
COMP-000642,CASE-000642,PRJ-00520,851303.1,409237.06,Pending,49
COMP-000643,CASE-000643,PRJ-00579,4535252.73,2575494.17,Paid,28
COMP-000644,CASE-000644,PRJ-00445,1205051.66,937530.74,Paid,24
COMP-000645,CASE-000645,PRJ-02113,425912.8,407997.24,Paid,14
COMP-000646,CASE-000646,PRJ-00609,555110.92,546409.17,Paid,18
COMP-000647,CASE-000647,PRJ-03282,642368.32,1181202.75,Paid,12
COMP-000648,CASE-000648,PRJ-02762,2012266.21,5372448.24,Paid,27
COMP-000649,CASE-000649,PRJ-00092,915050.74,189597.7,Pending,134
COMP-000650,CASE-000650,PRJ-03133,1435502.08,2089251.44,Paid,6
COMP-000651,CASE-000651,PRJ-03018,2420806.04,920961.52,Pending,496
COMP-000652,CASE-000652,PRJ-01254,282778.82,358434.07,Paid,17
COMP-000653,CASE-000653,PRJ-02101,2667039.64,2630513.79,Paid,27
COMP-000654,CASE-000654,PRJ-01085,614551.83,1189609.75,Paid,19
COMP-000655,CASE-000655,PRJ-04399,2610715.23,1911072.81,Paid,20
COMP-000656,CASE-000656,PRJ-01098,837380.47,1429493.6,Paid,14
COMP-000657,CASE-000657,PRJ-03245,667997.37,1883697.25,Paid,7
COMP-000658,CASE-000658,PRJ-02129,1249208.09,581320.67,Paid,4
COMP-000659,CASE-000659,PRJ-01636,1619855.52,413458.65,Paid,14
COMP-000660,CASE-000660,PRJ-04921,705032.66,1189013.63,Paid,5
COMP-000661,CASE-000661,PRJ-01625,218979.82,148389.68,Pending,236
COMP-000662,CASE-000662,PRJ-00182,4075588.16,983571.06,Pending,472
COMP-000663,CASE-000663,PRJ-00364,2511726.75,3214113.69,Paid,26
COMP-000664,CASE-000664,PRJ-03698,427663.03,393684.96,Paid,18
COMP-000665,CASE-000665,PRJ-03292,4006871.7,4010027.42,Paid,9
COMP-000666,CASE-000666,PRJ-02027,214971.94,304024.2,Paid,12
COMP-000667,CASE-000667,PRJ-04508,4779654.34,2978627.87,Pending,91
COMP-000668,CASE-000668,PRJ-00107,5383567.96,3481249.3,Paid,25
COMP-000669,CASE-000669,PRJ-00892,3516816.43,818588.36,Pending,131
COMP-000670,CASE-000670,PRJ-02960,2532935.36,2286233.95,Paid,16
COMP-000671,CASE-000671,PRJ-01162,923212.75,1272010.41,Paid,29
COMP-000672,CASE-000672,PRJ-04423,661451.85,560678.19,Paid,15
COMP-000673,CASE-000673,PRJ-04049,1553453.2,1386515.3,Paid,17
COMP-000674,CASE-000674,PRJ-00035,300536.15,402814.07,Paid,21
COMP-000675,CASE-000675,PRJ-00752,714913.88,1200153.72,Paid,9
COMP-000676,CASE-000676,PRJ-03273,4501229.68,1717412.4,Pending,293
COMP-000677,CASE-000677,PRJ-03692,2633986.85,2600140.35,Paid,8
COMP-000678,CASE-000678,PRJ-01206,1087217.24,1355003.54,Paid,26
COMP-000679,CASE-000679,PRJ-04635,342437.92,469057.19,Paid,28
COMP-000680,CASE-000680,PRJ-01874,1402209.44,1442548.98,Paid,2
COMP-000681,CASE-000681,PRJ-01916,2081891.57,3428934.45,Paid,11
COMP-000682,CASE-000682,PRJ-04581,869319.9,889968.21,Pending,288
COMP-000683,CASE-000683,PRJ-00251,3284375.51,3924053.1,Paid,17
COMP-000684,CASE-000684,PRJ-03879,266282.76,270270.15,Paid,7
COMP-000685,CASE-000685,PRJ-02463,337605.01,231567.47,Pending,396
COMP-000686,CASE-000686,PRJ-00827,558611.05,307160.36,Paid,13
COMP-000687,CASE-000687,PRJ-02355,784385.9,753312.03,Pending,483
COMP-000688,CASE-000688,PRJ-02142,6624271.36,2557211.21,Paid,12
COMP-000689,CASE-000689,PRJ-01909,3357747.77,6135017.5,Paid,19
COMP-000690,CASE-000690,PRJ-02479,635754.35,210924.96,Pending,241
COMP-000691,CASE-000691,PRJ-00586,442787.5,451364.42,Pending,167
COMP-000692,CASE-000692,PRJ-00357,3692186.33,1589233.06,Pending,351
COMP-000693,CASE-000693,PRJ-02383,1005154.93,1046443.81,Paid,26
COMP-000694,CASE-000694,PRJ-04781,918860.28,374695.22,Paid,5
COMP-000695,CASE-000695,PRJ-00188,2266346.46,1107882.96,Paid,22
COMP-000696,CASE-000696,PRJ-01977,1699340.04,1233030.1,Paid,13
COMP-000697,CASE-000697,PRJ-01694,2311580.48,913897.59,Paid,9
COMP-000698,CASE-000698,PRJ-04246,6315314.21,5073472.03,Paid,10
COMP-000699,CASE-000699,PRJ-01302,1010998.07,1657098.33,Paid,2
COMP-000700,CASE-000700,PRJ-03047,1044464.36,516216.95,Pending,205
COMP-000701,CASE-000701,PRJ-00542,466723.34,2025611.67,Paid,7
COMP-000702,CASE-000702,PRJ-01014,1845738.81,4206832.98,Paid,0
COMP-000703,CASE-000703,PRJ-03085,293230.03,552424.45,Paid,25
COMP-000704,CASE-000704,PRJ-04986,1080616.42,1227569.64,Paid,18
COMP-000705,CASE-000705,PRJ-02245,2969494.51,3675594.75,Paid,17
COMP-000706,CASE-000706,PRJ-00891,1713596.49,1341555.39,Paid,21
COMP-000707,CASE-000707,PRJ-02026,4001408.87,794959.24,Pending,258
COMP-000708,CASE-000708,PRJ-04560,306776.3,915575.73,Paid,27
COMP-000709,CASE-000709,PRJ-02998,1190244.55,1149702.01,Paid,1
COMP-000710,CASE-000710,PRJ-01730,812685.72,482921.52,Paid,26
COMP-000711,CASE-000711,PRJ-04894,729118.45,307528.01,Paid,8
